claim,fact-check agency,time,orginated,label,poynter_url
A statement of a public and famous university (Antioquia University) says that Colombia will have 500 deaths of coronavirus per day.,La Silla Vacía,2020/07/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-statement-of-a-public-and-famous-university-antioquia-university-says-that-colombia-will-have-500-deaths-of-coronavirus-per-day
No deaths were actually caused by Covid-19 alone,TEMPO,2020/07/10 ,"Indonesia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=no-deaths-were-actually-caused-by-covid-19-alone
Eiffel tower reopens with hommage to COVID-19 deaths.,Estadão Verifica,2020/07/10 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=eiffel-tower-reopens-with-hommage-to-covid-19-deaths
"The director of the Hospital de Clínicas (CABA, Argentina) forged death certificates to increase deaths from coronavirus.",Chequeado,2020/07/09 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=the-director-of-the-hospital-de-clinicas-caba-argentina-forged-death-certificates-to-increase-deaths-from-coronavirus
"A Facebook post compares deaths by influenza and Covid-19, in a way that suggests all influenza deaths are now counted as Covid-19",Correctiv,2020/07/08 ,Germany,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-compares-deaths-by-influenza-and-covid-19-in-a-way-that-suggests-all-influenza-deaths-are-now-counted-as-covid-19
A TV presenter of the German ZDF falsely stated that there are 130 million COVID-19 deaths in the USA and didn’t correct his error,Correctiv,2020/07/08 ,Germany,FALSE,https://www.poynter.org/?ifcn_misinformation=a-tv-presenter-of-the-german-zdf-falsely-stated-that-there-are-130-million-covid-19-deaths-in-the-usa-and-didnt-correct-his-error
"Claim that Universidad de Antioquia (UdeA), in Colombia, predicted ‘almost a thousand deaths per day’ at the peak of COVID-19.",Colombiacheck,2020/07/08 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-universidad-de-antioquia-udea-in-colombia-predicted-almost-a-thousand-deaths-per-day-at-the-peak-of-covid-19
The low number of deaths from COVID-19 in Japan is due to the “difference in the level of ‘social standards’ between Japan and other countries”.,INFACT,2020/07/07 ,Japan,Misleading,https://www.poynter.org/?ifcn_misinformation=the-low-number-of-deaths-from-covid-19-in-japan-is-due-to-the-difference-in-the-level-of-social-standards-between-japan-and-other-countries
A Facebook sharepic shows very low death rates for COVID-19 in several European countries,Correctiv,2020/07/07 ,Germany,Partially false,https://www.poynter.org/?ifcn_misinformation=a-facebook-sharepic-shows-very-low-death-rates-for-covid-19-in-several-european-countries
"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome",Science Feedback,2020/07/06 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=infant-deaths-decreased-dramatically-during-the-lockdown-when-the-number-of-vaccines-administered-was-reduced-vaccines-are-a-cause-of-sudden-infant-death-syndrome
Democrats to blame for Covid-19 related deaths. They control the drugs against the virus.,Myth Detector,2020/07/06 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=democrats-to-blame-for-covid-19-related-deaths-they-control-the-drugs-against-the-virus
"A phrase that is attributed to the president of the Community of Madrid, Isabel Díaz Ayuso, who allegedly said that “the deaths from coronavirus are the fault of the doctors and not mine.”",Maldita.es,2020/07/03 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-phrase-that-is-attributed-to-the-president-of-the-community-of-madrid-isabel-diaz-ayuso-who-allegedly-said-that-the-deaths-from-coronavirus-are-the-fault-of-the-doctors-and-not-mine
"A graphic that the Argentine president, Alberto Fernández, showed about the fall in GDP and the deaths by country.",Chequeado,2020/07/02 ,Argentina,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-graphic-that-the-argentine-president-alberto-fernandez-showed-about-the-fall-in-gdp-and-the-deaths-by-country
Video shows the dead bodies of Covid-19 patients being dumped in the ocean in Mexico.,FactCrescendo,2020/07/01 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-the-dead-bodies-of-covid-19-patients-being-dumped-in-the-ocean-in-mexico
Wearing a mask during an epidemic causes death.,Doğruluk Payı,2020/06/30 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=wearing-a-mask-during-an-epidemic-causes-death
