claim,fact-check agency,time,orginated,label,poynter_url
CDC “will revoke the emergency use authorization” of the PCR COVID tests because those tests don’t differentiate between COVID and flu viruses. “Translation,PolitiFact,2021/07/30 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-will-revoke-the-emergency-use-authorization-of-the-pcr-covid-tests-because-those-tests-dont-differentiate-between-covid-and-flu-viruses-translation-theyve-been-adding-flu-cases-to-covid-cas
Reports that COVID-19 cases are surging in Florida are a “blatant lie.”,FactCheck.org,2021/07/25 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=reports-that-covid-19-cases-are-surging-in-florida-are-a-blatant-lie
"American Centers for Disease Control (CDC), June 24, 2021",Vistinomer,2021/07/14 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=american-centers-for-disease-control-cdc-june-24-2021-only-6-of-reported-cases-die-from-covid-19-six-there-is-no-pandemic-prepare-for-the-truth-it-will-hurt
Vaccination failed to prevent severe delta variant cases in Israel,Teyit,2021/07/13 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccination-failed-to-prevent-severe-delta-variant-cases-in-israel
The new Covid-19 cases in South Korea rocketed after it micro-lifted its restrictions to allow eating in the restaurants and cafes. The vaccination rate for the second dose there is 30%.,Taiwan FactCheck Center,2021/07/11 ,"Taiwan, South Korea",FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-covid-19-cases-in-south-korea-rocketed-after-it-micro-lifted-its-restrictions-to-allow-eating-in-the-restaurants-and-cafes-the-vaccination-rate-for-the-second-dose-there-is-30
A Lisbon court has ruled that only 0.9% of “verified cases” died of COVID-19 in Portugal,Maldita.es,2021/07/09 ,Spain,FALSO,https://www.poynter.org/?ifcn_misinformation=a-lisbon-court-has-ruled-that-only-0-9-of-verified-cases-died-of-covid-19-in-portugal
"In the Dutch city of Urk, no cases and deaths from COVID-19 were recorded, and only 2% of the population were vaccinated.",VoxCheck,2021/07/09 ,"Ukraine, Netherlands",FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-dutch-city-of-urk-no-cases-and-deaths-from-covid-19-were-recorded-and-only-2-of-the-population-were-vaccinated
Lisbon court ruling finds that only 0.9% of ‘verified cases’ actually died of COVID in Portugal,Newtral.es,2021/07/08 ,"Spain, Portugal",FALSE,https://www.poynter.org/?ifcn_misinformation=lisbon-court-ruling-finds-that-only-0-9-of-verified-cases-actually-died-of-covid-in-portugal-152-people-instead-of-17000
"Thailand ranked highest in the world for new coronavirus cases on June 28, 2021.",AFP,2021/07/04 ,Thailand,FALSE,https://www.poynter.org/?ifcn_misinformation=thailand-ranked-highest-in-the-world-for-new-coronavirus-cases-on-june-28-2021
"Pfizer’s vaccine causes side effects in “70%” of cases, is ineffective and violates the “Nuremberg Code.”",AFP,2021/06/29 ,France,Partly False,https://www.poynter.org/?ifcn_misinformation=pfizers-vaccine-causes-side-effects-in-70-of-cases-is-ineffective-and-violates-the-nuremberg-code
"The third wave of Corona has started wreaking havoc in Delhi and Madhya Pradesh. Four people have died from the ‘Delta Plus variant’. Cases of the Delta Plus variant have been reported in Maharashtra, Delhi, Kerala, and Madhya Pradesh. It is also being said in the viral post that those who died of this variant had received both doses of the vaccine.",Newschecker,2021/06/28 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-third-wave-of-corona-has-started-wreaking-havoc-in-delhi-and-madhya-pradesh-four-people-have-died-from-the-delta-plus-variant-cases-of-the-delta-plus-variant-have-been-reported-in-maharashtra
The number of COVID-19 cases in India plummeted after the government stopped vaccinating the population and started giving out ivermectin. This allowed India to reopen the Taj Mahal for visitors.,Agência Lupa,2021/06/24 ,"Brazil, India",FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-cases-in-india-plummeted-after-the-government-stopped-vaccinating-the-population-and-started-giving-out-ivermectin-this-allowed-india-to-reopen-the-taj-mahal-for-visitors
Health Minister says deaths due to new cases will quadruple in three years.,Teyit,2021/06/24 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=health-minister-says-deaths-due-to-new-cases-will-quadruple-in-three-years
"The new cases have dropped as Taiwan health authority adjusted the diagnosis criteria. From May 27, a person will be seen as covid-negative when the cycle threshold (Ct) value is above 30.",Taiwan FactCheck Center,2021/06/15 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-cases-have-dropped-as-taiwan-health-authority-adjusted-the-diagnosis-criteria-from-may-27-a-person-will-be-seen-as-covid-negative-when-the-cycle-threshold-ct-value-is-above-30
The first case of postmortem study of patient vaccinated against SARS-CoV-2; viral RNA found in every organ of the body.,FactCheck.org,2021/06/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-first-case-of-postmortem-study-of-patient-vaccinated-against-sars-cov-2-viral-rna-found-in-every-organ-of-the-body
