claim,fact-check agency,time,orginated,label,poynter_url
"The total number of COVID-19 deaths decreased in Manaus, Brazil, from 150 to 2 after a visit from health minister Nelson Teich. This happened because he started to investigate fraudulent deaths.",Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-total-number-of-covid-19-deaths-decreased-in-manaus-brazil-from-150-to-2-after-a-visit-from-health-minister-nelson-teich-this-happened-because-he-started-to-investigate-fraudulent-deaths
"While COVID-19 tests on sick people take from 10 to 20 days to show results, on dead people the results are given instantly.",Agência Lupa,2020/05/07 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=while-covid-19-tests-on-sick-people-take-from-10-to-20-days-to-show-results-on-dead-people-the-results-are-given-instantly
Messages linking scientist Bing Liu’s death to “very significant findings” about the coronavirus he was supposedly about to make at the University of Pittsburgh.,Maldita.es,2020/05/07 ,"Spain, United States, China",MISLEADING,https://www.poynter.org/?ifcn_misinformation=messages-linking-scientist-bing-lius-death-to-very-significant-findings-about-the-coronavirus-he-was-supposedly-about-to-make-at-the-university-of-pittsburgh
"Coffins unearthed from a cemetery in Brazilian city of Belo Horizonte contained stones and pieces of wood instead of bodies, which highlights the farce of COVID-19 deaths.",Aos Fatos,2020/05/07 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=coffins-unearthed-from-a-cemetery-in-brazilian-city-of-belo-horizonte-contained-stones-and-pieces-of-wood-instead-of-bodies-which-highlights-the-farce-of-covid-19-deaths
"The head of the USA Department of Health “J. Anthony” and the head of the Centers for Disease Control and Prevention (CDC) , Anthony Fauci, said that hair salons are responsible for 50 percent of all coronavirus death in the USA.",Taiwan FactCheck Center,2020/05/06 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=the-head-of-the-usa-department-of-health-j-anthony-and-the-head-of-the-centers-for-disease-control-and-prevention-cdc-anthony-fauci-said-that-hair-salons-are-responsible-for-50-percent-of-all
The trucks shown in the video are carrying dead bodies of COVID-19 victims.,Vishvas News,2020/05/06 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=the-trucks-shown-in-the-video-are-carrying-dead-bodies-of-covid-19-victims
"A video showing two men claiming that they were forced to change their mother’s death certificate from heart failure to COVID-19 in Guarulhos, state of São Paulo, Brazil. Posts claim fraud in statistics",Estadão Verifica,2020/05/06 ,Brazil,misleading,https://www.poynter.org/?ifcn_misinformation=a-video-showing-two-men-claiming-that-they-were-forced-to-change-their-mothers-death-certificate-from-heart-failure-to-covid-19-in-guarulhos-state-of-sao-paulo-brazil-posts-claim-fraud-in-statisti
COVID-19 deaths in the Brazilian state of Amazonas fell after visit of new minister of Health.,Aos Fatos,2020/05/06 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-deaths-in-the-brazilian-state-of-amazonas-fell-after-visit-of-new-minister-of-health
Trucks are carrying dead bodies of patients who passed away due to coronavirus.,Vishvas News,2020/05/06 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=trucks-are-carrying-dead-bodies-of-patients-who-passed-away-due-to-coronavirus
Four images have gone viral on social networks with the message:“Killed by COVID-19 thrown into the water in Ecuador would be causing fish deaths in Peru (Strong images). CHIMBOTE FISHERMEN MAKE SURE THE WATERS ARE CONTAMINATED AND ALERT TO NOT EATING FOOD FROM THE SEA ”.,Colombiacheck,2020/05/06 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=four-images-have-gone-viral-on-social-networks-with-the-messagekilled-by-covid-19-thrown-into-the-water-in-ecuador-would-be-causing-fish-deaths-in-peru-strong-images-chimbote-fishermen-ma
Thrombosis and not pneumonia is a leading cause of COVID-19 deaths and the disease has so far been wrongly diagnosed.,BOOM FactCheck,2020/05/05 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=thrombosis-and-not-pneumonia-is-a-leading-cause-of-covid-19-deaths-and-the-disease-has-so-far-been-wrongly-diagnosed
"Democratic congrasswoman Ilhan Omar tweeted that there have been more deaths due to COVID-19 than 9/11 and the wars in Vietnam, Iraq, and Afghanistan combined",MediaWise,2020/05/05 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=democratic-congrasswoman-ilhan-omar-tweeted-that-there-have-been-more-deaths-due-to-covid-19-than-9-11-and-the-wars-in-vietnam-iraq-and-afghanistan-combined
"Dr Shi Zhengli who made coronavirus, escaped from China and she was sentenced to death.",FactCrescendo,2020/05/05 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-shi-zhengli-who-made-coronavirus-escaped-from-china-and-she-was-sentenced-to-death
Models projecting COVID-19 deaths “are talking about without mitigation.”,PolitiFact,2020/05/05 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=models-projecting-covid-19-deaths-are-talking-about-without-mitigation
Data from Brazilian registry offices show that state data on COVID-19 deaths are lower,Aos Fatos,2020/05/04 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=data-from-brazilian-registry-offices-show-that-state-data-on-covid-19-deaths-are-lower
