claim,fact-check agency,time,orginated,label,poynter_url
"Sweden has a lower COVID-19 death rate than Spain, Italy and the U.K., even though it never had a lockdown",Science Feedback,2020/08/09 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=sweden-has-a-lower-covid-19-death-rate-than-spain-italy-and-the-u-k-even-though-it-never-had-a-lockdown
"The web page “Bolivia Segura”, official site of the Government of Bolivia on COVID-19, reported a faithful data of the deaths on Saturday, August 8, 2020",Bolivia Verifica,2020/08/08 ,Bolivia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-web-page-bolivia-segura-official-site-of-the-government-of-bolivia-on-covid-19-reported-a-faithful-data-of-the-deaths-on-saturday-august-8-2020
Death statistics are fake,Correctiv,2020/08/07 ,"Germany, Austria",FALSE,https://www.poynter.org/?ifcn_misinformation=death-statistics-are-fake-the-ecdc-ruled-that-in-europe-every-death-must-be-counted-as-death-by-covid-19-if-the-person-was-tested-positive-28-days-before-he-died
"A large, country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate",Science Feedback,2020/08/07 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-large-country-randomized-controlled-trial-with-2-7-billion-people-shows-that-covid-19-patients-treated-with-hydroxychloroquine-have-a-79-1-lower-death-rate
"Multiple Facebook posts shared thousands of times claim the Australian government paid nursing homes AUS$25,000 for “labelling [COVID-19] as the main cause of deaths on death certificates”. The posts cite a purported broadcast with an unidentified man on an Australian radio station as evidence for the claim.",AFP,2020/08/07 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-facebook-posts-shared-thousands-of-times-claim-the-australian-government-paid-nursing-homes-aus25000-for-labelling-covid-19-as-the-main-cause-of-deaths-on-death-certificates
Brazilian Civil Registry data shows that country records fewer deaths in July 2020 than July 2019,Aos Fatos,2020/08/07 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=brazilian-civil-registry-data-shows-that-country-records-fewer-deaths-in-july-2020-than-july-2019
"If masks were effective and necessary, non-mask wearers should be dead by now",Science Feedback,2020/08/05 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=if-masks-were-effective-and-necessary-non-mask-wearers-should-be-dead-by-now
A video supposedly showing a dead COVID-19 victim raising his hand while being lifted away by health workers proves the global pandemic is a hoax.,Maldita.es,2020/08/05 ,"Argentina, Spain",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-supposedly-showing-a-dead-covid-19-victim-raising-his-hand-while-being-lifted-away-by-health-workers-proves-the-global-pandemic-is-a-hoax
Scientists wear hazmat suits to protect themselves from deadly viruses so masks are not effective against COVID-19,AFP,2020/08/05 ,France,MISLEADING,https://www.poynter.org/?ifcn_misinformation=scientists-wear-hazmat-suits-to-protect-themselves-from-deadly-viruses-so-masks-are-not-effective-against-covid-19
"A long Facebook post, allegedly written by Anthony Fauci (the director of NIAID in the United States) shows the author reject the idea that COVID-19 is “just a virus” and that “we’ll all get it eventually”.",Facta,2020/08/04 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-long-facebook-post-allegedly-written-by-anthony-fauci-the-director-of-niaid-in-the-united-states-shows-the-author-reject-the-idea-that-covid-19-is-just-a-virus-and-that-well-all-get-it-eventu
Arturo Murillo affirmed that in the last three days 170 death bodies were collected from the city of El Alto.,Bolivia Verifica,2020/08/04 ,Bolivia,False,https://www.poynter.org/?ifcn_misinformation=arturo-murillo-affirmed-that-in-the-last-three-days-170-death-bodies-were-collected-from-the-city-of-el-alto
COVID-19 death rate is lower in post-Soviet states than in the US,Myth Detector,2020/08/04 ,Georgia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=covid-19-death-rate-is-lower-in-post-soviet-states-than-in-the-us
"The pandemic was planned at Event 201. There are different Satanic symbols, which appear along with pandemic, e.g., Egyptian death deity Anubis and red-eyed mustang in Denver.",VoxCheck,2020/07/31 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=the-pandemic-was-planned-at-event-201-there-are-different-satanic-symbols-which-appear-along-with-pandemic-e-g-egyptian-death-deity-anubis-and-red-eyed-mustang-in-denver
Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to “the overreaction of a weakened and dysfunctional immune system”.,AFP,2020/07/31 ,New Zealand,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-facebook-posts-shared-hundreds-of-times-claim-viruses-do-not-harm-or-kill-people-and-that-any-harm-and-death-caused-by-a-virus-can-be-attributed-to-the
"Brazilian City Halls receive R$ 19,000 in federal funding for each recorded COVID-19 death.",Aos Fatos,2020/07/30 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-city-halls-receive-r-19000-in-federal-funding-for-each-recorded-covid-19-death
