claim,fact-check agency,time,orginated,label,poynter_url
"“President Trump, COVID-19 coronavirus",PolitiFact,2020/03/13 ,United States,Mostly false,https://www.poynter.org/?ifcn_misinformation=president-trump-covid-19-coronavirus-u-s-cases-1329-u-s-deaths-38-panic-level-mass-hysteria-president-obama-h1n1-virus-u-s-cases-60-8-million-u-s-deaths-12469-panic-level
Zhong Nanshan,Taiwan FactCheck Center,2020/03/13 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=zhong-nanshan-shower-may-cause-coronavirus-infection-according-to-cases-in-hong-kong-and-the-diamond-princess
Zhong Nanshan,Taiwan FactCheck Center,2020/03/13 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=zhong-nanshan-shower-may-cause-coronavirus-infection-according-to-cases-in-hong-kong-and-the-diamond-princess-2
Citi TV interview with Korle Bu CEO discredits confirmed coronavirus cases in Ghana.,GhanaFact,2020/03/13 ,Ghana,Misleading,https://www.poynter.org/?ifcn_misinformation=citi-tv-interview-with-korle-bu-ceo-discredits-confirmed-coronavirus-cases-in-ghana
Israel has no cases of the coronavirus because it developed a cure.,AFP,2020/03/13 ,Pakistan,False,https://www.poynter.org/?ifcn_misinformation=israel-has-no-cases-of-the-coronavirus-because-it-developed-a-cure
Denmark has more coronavirus cases per capita than China.,TjekDet.dk,2020/03/13 ,Denmark,Misleading,https://www.poynter.org/?ifcn_misinformation=denmark-has-more-coronavirus-cases-per-capita-than-china
People are panicked about a COVID-19 case at the Dakar Airport.,France 24 Observers,2020/03/13 ,France,False,https://www.poynter.org/?ifcn_misinformation=people-are-panicked-about-a-covid-19-case-at-the-dakar-airport
Viral video suggests the two cases of coronavirus in Ghana tested negative.,Dubawa,2020/03/13 ,Ghana,Misleading,https://www.poynter.org/?ifcn_misinformation=viral-video-suggests-the-two-cases-of-coronavirus-in-ghana-tested-negative
President Donald Trump admitted the flu cases in the USA are actually infected with the coronavirus.,Taiwan FactCheck Center,2020/03/12 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=president-donald-trump-admitted-the-flu-cases-in-the-usa-are-actually-infected-with-the-coronavirus
President Donald Trump admitted the flu cases in the USA are actually infected with the coronavirus.,Taiwan FactCheck Center,2020/03/12 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=president-donald-trump-admitted-the-flu-cases-in-the-usa-are-actually-infected-with-the-coronavirus-2
"The map shows the first COVID-19 case diagnosed in Kayseri, Turkey.",Teyit,2020/03/11 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=the-map-shows-the-first-covid-19-case-diagnosed-in-kayseri-turkey-2
"The map shows the first COVID-19 case diagnosed in Kayseri, Turkey.",Teyit,2020/03/11 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=the-map-shows-the-first-covid-19-case-diagnosed-in-kayseri-turkey
A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case.,GhanaFact,2020/03/11 ,Ghana,False,https://www.poynter.org/?ifcn_misinformation=a-viral-screenshot-of-a-story-allegedly-published-by-the-bbc-claiming-ghana-has-recorded-its-first-confirmed-coronavirus-case
"A case of new coronavirus was confirmed in the city of Ibagué, in Colombia.",La Silla Vacía,2020/03/11 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=a-case-of-new-coronavirus-was-confirmed-in-the-city-of-ibague-in-colombia
200 new cases of COVID-19 registered in Lithuania. People are “cleansed with bleach” at the Vilnius international airport and taken to a small tent-town nearby.,15min.lt,2020/03/10 ,Lithuania,False,https://www.poynter.org/?ifcn_misinformation=200-new-cases-of-covid-19-registered-in-lithuania-people-are-cleansed-with-bleach-at-the-vilnius-international-airport-and-taken-to-a-small-tent-town-nearby
