claim,fact-check agency,time,orginated,label,poynter_url
A video in Bolivia of a man being loaded into an ambulance claims this is a “false death.”,Chequeado,2020/07/28 ,"Argentina, Bolivia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-in-bolivia-of-a-man-being-loaded-into-an-ambulance-claims-this-is-a-false-death
"The truck depicting the god of death Anubis is aimed at testing and then infecting people, which eventually ends with human microchipping.",Myth Detector,2020/07/28 ,"Georgia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=the-truck-depicting-the-god-of-death-anubis-is-aimed-at-testing-and-then-infecting-people-which-eventually-ends-with-human-microchipping
"FB post claims that the group of 300+ COVID-19 patients under severe condition in a clinical trial recovered after receiving western medicine alongside Chinese medicine; as a contrast, the group which receives only western medicine, including Quinine , has 100+ death toll.",Taiwan FactCheck Center,2020/07/27 ,Taiwan,No evidence,https://www.poynter.org/?ifcn_misinformation=fb-post-claims-that-the-group-of-300-covid-19-patients-under-severe-condition-in-a-clinical-trial-recovered-after-receiving-western-medicine-alongside-chinese-medicine-as-a-contrast-the-group-which
A COVID-19 victim raises an arm after death,Bolivia Verifica,2020/07/26 ,Bolivia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-covid-19-victim-raises-an-arm-after-death
A video stating that in Brazil hospitals receive €3.000 for each Covid-19-related death.,Facta,2020/07/24 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-stating-that-in-brazil-hospitals-receive-e3-000-for-each-covid-19-related-death
Cuba’s low number of COVID-19 deaths is due to its use of hydroxychloroquine to treat patients,Estadão Verifica,2020/07/24 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=cubas-low-number-of-covid-19-deaths-is-due-to-its-use-of-hydroxychloroquine-to-treat-patients
Data show the pandemic is losing its strength and that number of deaths is declining.,Estadão Verifica,2020/07/24 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=data-show-the-pandemic-is-losing-its-strength-and-that-number-of-deaths-is-declining
"Pandemic is the most massive fraud in the US. People who die supposedly due to COVID-19, in reality, have other causes of death.",VoxCheck,2020/07/24 ,"Ukraine, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=pandemic-is-the-most-massive-fraud-in-the-us-people-who-die-supposedly-due-to-covid-19-in-reality-have-other-causes-of-death
A Facebook video claims that a new oral spray “deactivates 98% of the coronavirus” in the mouth. This effect is believed to be partly due to the ability of trypsin to sever proteins on the surface of the SARS-CoV-2 virus.,Science Feedback,2020/07/23 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=a-facebook-video-claims-that-a-new-oral-spray-deactivates-98-of-the-coronavirus-in-the-mouth-this-effect-is-believed-to-be-partly-due-to-the-ability-of-trypsin-to-sever-proteins-on
Viral pictures show organ trafficking of COVID-19 patients dead bodies.,Vishvas News,2020/07/23 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-pictures-show-organ-trafficking-of-covid-19-patients-dead-bodies
"According to the Brazilian Civil Registry, there were more deaths in 2019 than in 2020, considering the first semester only.",Agência Lupa,2020/07/22 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-brazilian-civil-registry-there-were-more-deaths-in-2019-than-in-2020-considering-the-first-semester-only
A mobile COVID-19 testing station bears a logo that depicts an ancient deity of death.,FactCheck.org,2020/07/22 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-mobile-covid-19-testing-station-bears-a-logo-that-depicts-an-ancient-deity-of-death
Brazil recorded more deaths in the first half of 2019 than in the first half of 2020.,Aos Fatos,2020/07/21 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazil-recorded-more-deaths-in-the-first-half-of-2019-than-in-the-first-half-of-2020
In the US tenthousands of death cases may have been falsely attributed to Covid-19,Correctiv,2020/07/21 ,Germany,No evidence,https://www.poynter.org/?ifcn_misinformation=in-the-us-tenthousands-of-death-cases-may-have-been-falsely-attributed-to-covid-19
"A post shared more than a thousand times on Facebook claims that a corpse of a COVID-19 positive person is 100 times more “toxic” 72 hours after death — and that because undertakers are not burying bodies within this prescribed period, funerals have become hotspots for further infections.",AFP,2020/07/21 ,South Africa,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-shared-more-than-a-thousand-times-on-facebook-claims-that-a-corpse-of-a-covid-19-positive-person-is-100-times-more-toxic-72-hours-after-death-and-that-because-undertakers-a
