claim,fact-check agency,time,orginated,label,poynter_url
"Nobody should have recovered from COVID-19 if it had no cure, and a person should be dead within 24 hours of infection if the virus was deadly.",VERA Files,2020/09/24 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=nobody-should-have-recovered-from-covid-19-if-it-had-no-cure-and-a-person-should-be-dead-within-24-hours-of-infection-if-the-virus-was-deadly
200 bodies of dead novel coronavirus victims were disposed of in a garbage truck in Russia,AFP,2020/09/23 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=200-bodies-of-dead-novel-coronavirus-victims-were-disposed-of-in-a-garbage-truck-in-russia
"Using face masks will reduce oxygen in the brain and blood, cause body weakness and may even lead to death",VERA Files,2020/09/23 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=using-face-masks-will-reduce-oxygen-in-the-brain-and-blood-cause-body-weakness-and-may-even-lead-to-death
"Proportionally, Argentina has the second highest number of COVID-19 related deaths",Agência Lupa,2020/09/23 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=proportionally-argentina-has-the-second-highest-number-of-covid-19-related-deaths
In Chiasso there are no more COVID-19 deaths and people don’t have to wear face masks,Facta,2020/09/22 ,"Italy, Switzerland",Misleading,https://www.poynter.org/?ifcn_misinformation=in-chiasso-there-are-no-more-covid-19-deaths-and-people-dont-have-to-wear-face-masks
An American pastor said that just 6 per cent of covid deaths can be directly attributed to the virus.,La Silla Vacía,2020/09/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=an-american-pastor-said-that-just-6-per-cent-of-covid-deaths-can-be-directly-attributed-to-the-virus
"NSW has fewer COVID-19 deaths than New Zealand, as well as a booming economy and fans attending rugby matches",AAP FactCheck,2020/09/21 ,"Australia, New Zealand",MOSTLY FALSE,https://www.poynter.org/?ifcn_misinformation=nsw-has-fewer-covid-19-deaths-than-new-zealand-as-well-as-a-booming-economy-and-fans-attending-rugby-matches
COVID-19 is being put fraudulently on death certificates.,FactCheckNI,2020/09/18 ,"United Kingdom, Northern Ireland",FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-being-put-fraudulently-on-death-certificates
Death rates were no higher this year than in a bad flu season.,FactCheckNI,2020/09/18 ,"United Kingdom, Northern Ireland",MISLEADING,https://www.poynter.org/?ifcn_misinformation=death-rates-were-no-higher-this-year-than-in-a-bad-flu-season
The coronavirus pandemic is “a global lie” imposed on the population. Official COVID-19 death rates have been falsified and the World Health Organization (WHO) exaggerates the virus fatality rates and threats.,Myth Detector,2020/09/16 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-pandemic-is-a-global-lie-imposed-on-the-population-official-covid-19-death-rates-have-been-falsified-and-the-world-health-organization-who-exaggerates-the-virus-fa
"The CDC-WHO has finally admitted that the number of deaths in the US is only 9000, and not 160000 as previously reported.",VERA Files,2020/09/16 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-who-has-finally-admitted-that-the-number-of-deaths-in-the-us-is-only-9000-and-not-160000-as-previously-reported
"A plaque where a supposed phrase is attributed to the President of the Nation, Alberto Fernández",Chequeado,2020/09/14 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=a-plaque-where-a-supposed-phrase-is-attributed-to-the-president-of-the-nation-alberto-fernandez-with-macri-we-would-have-had-10000-deaths-from-coronavirus
CDC admitted only 6% of recorded deaths where in fact from COVID-19,Estadão Verifica,2020/09/11 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-admitted-only-6-of-recorded-deaths-where-in-fact-from-covid-19
"The death rate from the novel coronavirus disease, Covid-19, is lower than that of the flu",AFP,2020/09/10 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=the-death-rate-from-the-novel-coronavirus-disease-covid-19-is-lower-than-that-of-the-flu
Pastor John MacArthur claimed that “there is no pandemic” and that only 6% of the deaths attributed to SARS-CoV-2 in the United States were caused by covid-19,AFP,2020/09/07 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=pastor-john-macarthur-claimed-that-there-is-no-pandemic-and-that-only-6-of-the-deaths-attributed-to-sars-cov-2-in-the-united-states-were-caused-by-covid-19
