claim,fact-check agency,time,orginated,label,poynter_url
Brazilian states receive federal funding for each death from COVID-19 registered.,Aos Fatos,2020/05/18 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-states-receive-federal-funding-for-each-death-from-covid-19-registered
An unidentified virus that has affected the tomato crop in Maharashtra is a deadly form of coronavirus.,BOOM FactCheck,2020/05/16 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=an-unidentified-virus-that-has-affected-the-tomato-crop-in-maharashtra-is-a-deadly-form-of-coronavirus
"A Facebook post blames China as the source of a series of deadly viruses, including COVID-19, that have spread around the world since 1957.",AAP FactCheck,2020/05/15 ,Australia,Partially false,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-blames-china-as-the-source-of-a-series-of-deadly-viruses-including-covid-19-that-have-spread-around-the-world-since-1957
"Italy’s Ministry of Health has discovered that COVID-19 deaths are caused by a bacteria, not by the novel coronavirus.",Agência Lupa,2020/05/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=italys-ministry-of-health-has-discovered-that-covid-19-deaths-are-caused-by-a-bacteria-not-by-the-novel-coronavirus
"The official Brazilial Civil Registry has showed that the total number of deaths in April decreased, instead of increased, between 2019 and 2020, during the COVID-19 pandemic.",Agência Lupa,2020/05/15 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-official-brazilial-civil-registry-has-showed-that-the-total-number-of-deaths-in-april-decreased-instead-of-increased-between-2019-and-2020-during-the-covid-19-pandemic
"Jorge Luis Sonnante published a 16-minute video that went viral on networks. In the video, Sonnante (who describes himself as a “deacon”, but gives falsified evidence of this charge) mixes several conspiracy theories, some meaningless, others already denied, about the pandemic caused by the SARS coronavirus -CoV-2.",Colombiacheck,2020/05/14 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=jorge-luis-sonnante-published-a-16-minute-video-that-went-viral-on-networks-in-the-video-sonnante-who-describes-himself-as-a-deacon-but-gives-falsified-evidence-of-this-charge-mixes-several-con
Prolonged use of face masks reduces the circulation of oxygen in the blood and can lead to death.,PesaCheck,2020/05/14 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=prolonged-use-of-face-masks-reduces-the-circulation-of-oxygen-in-the-blood-and-can-lead-to-death
Data show that the brazilian state Minas Gerais has fewer COVID-19 deaths than Ceará even though it has not adopted isolation measures,Aos Fatos,2020/05/14 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=data-show-that-the-brazilian-state-minas-gerais-has-fewer-covid-19-deaths-than-ceara-even-though-it-has-not-adopted-isolation-measures
COVID-19 deaths are caused by bacteria and therefore the disease should be treated with aspirin.,Aos Fatos,2020/05/14 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-deaths-are-caused-by-bacteria-and-therefore-the-disease-should-be-treated-with-aspirin
A Facebook post shared thousands of times claims the US Centers for Disease Control and Prevention lied about the number of deaths caused by COVID-19 by combining the count with pneumonia and influenza fatalities.,AFP,2020/05/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-shared-thousands-of-times-claims-the-us-centers-for-disease-control-and-prevention-lied-about-the-number-of-deaths-caused-by-covid-19-by-combining-the-count-with-pneumonia-and-influenz
"Data from the Civil Registry shows that, between January 1 and May 12, the total number of deaths by respiratory causes remain basically the same.",Agência Lupa,2020/05/13 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=data-from-the-civil-registry-shows-that-between-january-1-and-may-12-the-total-number-of-deaths-by-respiratory-causes-remain-basically-the-same
Graphs in which a comparison of deaths from different countries is allegedly attributed to a European report that blames the Government of Spain for deaths from coronavirus.,Maldita.es,2020/05/13 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=graphs-in-which-a-comparison-of-deaths-from-different-countries-is-allegedly-attributed-to-a-european-report-that-blames-the-government-of-spain-for-deaths-from-coronavirus
The total number of deaths in Brazil have decreased during the COVID-19 pandemic.,Agência Lupa,2020/05/12 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-total-number-of-deaths-in-brazil-have-decreased-during-the-covid-19-pandemic
Photo,Animal Político,2020/05/12 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=photo-thousands-of-birds-fall-dead-amid-the-covid-19-pandemic-2
Table shows that number of death records in Brazil in April 2020 was lower than in April 2019 and April 2018.,Aos Fatos,2020/05/12 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=table-shows-that-number-of-death-records-in-brazil-in-april-2020-was-lower-than-in-april-2019-and-april-2018
