claim,fact-check agency,time,orginated,label,poynter_url
COVID-19 is harmless and does not cause death.,TEMPO,2020/05/22 ,Indonesia,Misleading,https://www.poynter.org/?ifcn_misinformation=covid-19-is-harmless-and-does-not-cause-death
Brazilian state of Minas Gerais has fewer deaths than São Paulo even though it has not adopted quarantine measures.,Aos Fatos,2020/05/22 ,Brazil,MISLEADING,https://www.poynter.org/?ifcn_misinformation=brazilian-state-of-minas-gerais-has-fewer-deaths-than-sao-paulo-even-though-it-has-not-adopted-quarantine-measures
"95 coronavirus deaths recorded in Ghana and total confirmed coronavirus cases jump to 6,989 on May 22.",GhanaFact,2020/05/22 ,Ghana,FALSE,https://www.poynter.org/?ifcn_misinformation=95-coronavirus-deaths-recorded-in-ghana-and-total-confirmed-coronavirus-cases-jump-to-6989-on-may-22
"A video is circulating on social networks showing an alleged death in Chiquimula, Guatemala.",Agencia Ocote,2020/05/22 ,Guatemala,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-is-circulating-on-social-networks-showing-an-alleged-death-in-chiquimula-guatemala
Claim that official data show that there were more deaths in Italy in 2019 than in 2020.,FactCheck Georgia,2020/05/21 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-that-official-data-show-that-there-were-more-deaths-in-italy-in-2019-than-in-2020
COVID-19 is being listed as the cause of death for people who did not have the illness when they died in Ireland.,TheJournal.ie,2020/05/21 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-being-listed-as-the-cause-of-death-for-people-who-did-not-have-the-illness-when-they-died-in-ireland
"A blog article stating that COVID-19 has been misdiagnosed, as the deaths would be caused by problems linked with thrombosis in the first place. According to the article, the two scientists who discovered this have received an “international prize”",Facta,2020/05/20 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-blog-article-stating-that-covid-19-has-been-misdiagnosed-as-the-deaths-would-be-caused-by-problems-linked-with-thrombosis-in-the-first-place-according-to-the-article-the-two-scientists-who-discov
"A doctor from Kasturba Hospital suggested to not wear masks all the time because otherwise, it could cause death.",FactCrescendo,2020/05/20 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-from-kasturba-hospital-suggested-to-not-wear-masks-all-the-time-because-otherwise-it-could-cause-death
"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",PolitiFact,2020/05/19 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=if-you-look-at-the-one-hydroxychloroquine-survey-the-only-bad-survey-they-were-giving-it-to-people-that-were-in-very-bad-shape-they-were-very-old-almost-dead
A video from Portugal proves that there are no deaths due to COVID-19. In the coffin of an alleged victim there were only sand and rocks not a body.,Ellinika Hoaxes,2020/05/19 ,Greece,Misleading,https://www.poynter.org/?ifcn_misinformation=a-video-from-portugal-proves-that-there-are-no-deaths-due-to-covid-19-in-the-coffin-of-an-alleged-victim-there-were-only-sand-and-rocks-not-a-body
A post claims that the 1918 influenza out had a deadly second wave after quarantine restrictions were lifted.,Full Fact,2020/05/19 ,United Kingdom,Partially false,https://www.poynter.org/?ifcn_misinformation=a-post-claims-that-the-1918-influenza-out-had-a-deadly-second-wave-after-quarantine-restrictions-were-lifted
Claim that President Donald Trump is trying to make $451 billion in Medicare cuts “in the middle of a deadly pandemic.”,PolitiFact,2020/05/19 ,United States,Mostly False,https://www.poynter.org/?ifcn_misinformation=claim-that-president-donald-trump-is-trying-to-make-451-billion-in-medicare-cuts-in-the-middle-of-a-deadly-pandemic
Daughter of Santander’s CEO in Portugal shared a message about her father’s death from COVID-19.,Estadão Verifica,2020/05/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=daughter-of-santanders-ceo-in-portugal-shared-a-message-about-her-fathers-death-from-covid-19
COVID-19 deaths in Lombardy are due to flu vaccines.,Open,2020/05/18 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-deaths-in-lombardy-are-due-to-flu-vaccines
"Tanzania has reported 16,467 COVID-19 cases, 1,293 deaths, and 118 recoveries as of May 18.",PesaCheck,2020/05/18 ,Tanzania,FALSE,https://www.poynter.org/?ifcn_misinformation=tanzania-has-reported-16467-covid-19-cases-1293-deaths-and-118-recoveries-as-of-may-18
