claim,fact-check agency,time,orginated,label,poynter_url
The U.S. has outdone Europe in controlling COVID-19; COVID-19 is less deadly in the U.S. than it is in Europe,Science Feedback,2020/11/01 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=the-u-s-has-outdone-europe-in-controlling-covid-19-covid-19-is-less-deadly-in-the-u-s-than-it-is-in-europe
An image that shows the body of a suspected coronavirus death was actually a doll,Newtral.es,2020/10/30 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-that-shows-the-body-of-a-suspected-coronavirus-death-was-actually-a-doll
"A viral photo shows why the pandemic is a scam. Two nurses carry a person who died from COVID-19 with imposible ease, like this person is weightless. These dummy corpses fuel the idea that this virus is deadly while in reality it is not.",Ellinika Hoaxes,2020/10/30 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=a-viral-photo-shows-why-the-pandemic-is-a-scam-two-nurses-carry-a-person-who-died-from-covid-19-with-imposible-ease-like-this-person-is-weightless-these-dummy-corpses-fuel-the-idea-that-this-virus
Alberto Fernández (president of Argentina) said,Chequeado,2020/10/29 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=alberto-fernandez-president-of-argentina-said-with-macri-we-would-have-had-10000-deaths-from-coronavirus
"Deaths from COVID-19 in the mortality structure is only 0.01%, so the threat is exaggerated.",VoxCheck,2020/10/29 ,"Ukraine, Russia",MISLEADING,https://www.poynter.org/?ifcn_misinformation=deaths-from-covid-19-in-the-mortality-structure-is-only-0-01-so-the-threat-is-exaggerated
2020 will have less deaths than previous years,Estadão Verifica,2020/10/28 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=2020-will-have-less-deaths-than-previous-years
Web articles claims that mouthwashes can deactivate COVID-19 in humans.,Maldita.es,2020/10/28 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=web-articles-claims-that-mouthwashes-can-deactivate-covid-19-in-humans
"In Sweden there are no death cases anymore although they didn’t have a lockdown, mandatory masks or other restrictions",Correctiv,2020/10/26 ,"Germany, Sweden",Missing context,https://www.poynter.org/?ifcn_misinformation=in-sweden-there-are-no-death-cases-anymore-although-they-didnt-have-a-lockdown-mandatory-masks-or-other-restrictions
"The U.S. “went from 75,000 flu deaths last year in America to almost 0”; are there “allocation games being played to manipulate the truth?”",Science Feedback,2020/10/26 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-u-s-went-from-75000-flu-deaths-last-year-in-america-to-almost-0-are-there-allocation-games-being-played-to-manipulate-the-truth
"Everyone that is currently dying in hospitals in Macedonia is stated that have died of Covid-19, ALL patients with cancer, heart disease, traffic accidents, homicides, suicides, at the request of the public prosecutor, testing is required AFTER death and they are registered as Covid-19 deaths.",Vistinomer,2020/10/25 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=everyone-that-is-currently-dying-in-hospitals-in-macedonia-is-stated-that-have-died-of-covid-19-all-patients-with-cancer-heart-disease-traffic-accidents-homicides-suicides-at-the-request-of-the
Facebook posts of Robert R. Redfield’s statement translated in Georgian claim the head of the CDC saying COVID-related deaths being less than the number officially reported,FactCheck Georgia,2020/10/25 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-posts-of-robert-r-redfields-statement-translated-in-georgian-claim-the-head-of-the-cdc-saying-covid-related-deaths-being-less-than-the-number-officially-reported
"Most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that Dr Anthony Fauci, the US government’s top expert in the fight against COVID-19, knew about it.",AFP,2020/10/23 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=most-deaths-in-the-1918-influenza-pandemic-originated-from-bacterial-pneumonia-caused-by-face-masks-and-that-dr-anthony-fauci-the-us-governments-top-expert-in-the-fight-against-covid-19-kne
"The Ministry of Health of Georgia has signed an advance agreement on the purchase of 700,000 coronavirus vaccines, in which the manufacturer seeks exemption from any liability for side effects and instead imposes full responsibility on the purchasing country. Additionally, such vaccine will cause human death in a couple of years that is part of the depopulation plan.",Myth Detector,2020/10/23 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-ministry-of-health-of-georgia-has-signed-an-advance-agreement-on-the-purchase-of-700000-coronavirus-vaccines-in-which-the-manufacturer-seeks-exemption-from-any-liability-for-side-effects-and-ins
"For every COVID-19 death, four people died of HIV in 2020",Agência Lupa,2020/10/23 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=for-every-covid-19-death-four-people-died-of-hiv-in-2020
A video supposedly made in 1956 that warns of a deadly virus that will spread from “somewhere in Asia to the rest of the world” by “the year 2020”,AFP,2020/10/22 ,"New Zealand, Netherlands",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-supposedly-made-in-1956-that-warns-of-a-deadly-virus-that-will-spread-from-somewhere-in-asia-to-the-rest-of-the-world-by-the-year-2020
