claim,fact-check agency,time,orginated,label,poynter_url
"A doctor says in viral video, among other things, that there are more deaths from drug side effects than from COVID-19 and that PCR are nonspecific and give false positives for any other virus",Maldita.es,2020/12/04 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-says-in-viral-video-among-other-things-that-there-are-more-deaths-from-drug-side-effects-than-from-covid-19-and-that-pcr-are-nonspecific-and-give-false-positives-for-any-other-virus
Australia managed to have relatively few COVID-19 deaths because they used ivermectin widely,Agência Lupa,2020/12/04 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=australia-managed-to-have-relatively-few-covid-19-deaths-because-they-used-ivermectin-widely
"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.",Vishvas News,2020/12/02 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=who-and-icmr-have-issued-a-warning-it-claims-that-who-and-icmr-warn-that-india-is-all-set-to-enter-the-third-stage-transmission-of-the-coronavirus-and-if-left-unchecked-the-total-death-count-by-the
"Bill Gates is calling for mandatory vaccinations of all people and that those who receive the vaccine will face a 1-in-10,000 chance of death",MediaWise,2020/12/01 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-calling-for-mandatory-vaccinations-of-all-people-and-that-those-who-receive-the-vaccine-will-face-a-1-in-10000-chance-of-death
"A photograph shows how a dead man is taken out of the hospital with only two fingers, showing that the pandemic is a farce",Newtral.es,2020/11/30 ,Spain,Partially false,https://www.poynter.org/?ifcn_misinformation=a-photograph-shows-how-a-dead-man-is-taken-out-of-the-hospital-with-only-two-fingers-showing-that-the-pandemic-is-a-farce
Pictures show that people can lift fake dead bodies of Covid victims with one hand,Correctiv,2020/11/30 ,Germany,FALSE,https://www.poynter.org/?ifcn_misinformation=pictures-show-that-people-can-lift-fake-dead-bodies-of-covid-victims-with-one-hand
A Johns Hopkins study showed that the number of deaths in 2020 is not greater than in prior years despite COVID-19,Science Feedback,2020/11/29 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-johns-hopkins-study-showed-that-the-number-of-deaths-in-2020-is-not-greater-than-in-prior-years-despite-covid-19
"The average age of deaths from COVID-19 in Belgium is 83 years; on the other side, the average life expectancy is 81.8 years. So, one should think about what is the real reason for people’s deaths.",VoxCheck,2020/11/29 ,"Ukraine, Belgium",MISLEADING,https://www.poynter.org/?ifcn_misinformation=the-average-age-of-deaths-from-covid-19-in-belgium-is-83-years-on-the-other-side-the-average-life-expectancy-is-81-8-years-so-one-should-think-about-what-is-the-real-reason-for-peoples-deaths
"Bill Gates said there will be 700,000 “victims” of death or disability from a Covid-19 vaccine.",AFP,2020/11/27 ,Nigeria,Misleading,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-there-will-be-700000-victims-of-death-or-disability-from-a-covid-19-vaccine
"Porto Feliz townhall, in the countryside of Brazil, had zero deaths of COVID-19 due to early treatment with hydroxychloroquine",Estadão Verifica,2020/11/27 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=porto-feliz-townhall-in-the-countryside-of-brazil-had-zero-deaths-of-covid-19-due-to-early-treatment-with-hydroxychloroquine
"According to the European Center for Disease Control (ECDC), on November 25th 2020 Greece was the leading country in the world on COVID-19 deaths per million people.",Ellinika Hoaxes,2020/11/27 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-european-center-for-disease-control-ecdc-on-november-25th-2020-greece-was-the-leading-country-in-the-world-on-covid-19-deaths-per-million-people
COVID-19 is not deadlier than the flu.,Rappler,2020/11/26 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-not-deadlier-than-the-flu
"Bill Gates said 770,000 deaths from the covid vaccine is a good result",La Silla Vacía,2020/11/26 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-770000-deaths-from-the-covid-vaccine-is-a-good-result
Registry data shows deaths in 2020 are within the average of previous years,Aos Fatos,2020/11/26 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=registry-data-shows-deaths-in-2020-are-within-the-average-of-previous-years
"German doctors did not comply with the WHO World Health Law, which dictates that coronavirus autopsies are not performed, and found out that corona is NOT a VIRUS, but a BACTERIA that causes death.",Vistinomer,2020/11/20 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=german-doctors-did-not-comply-with-the-who-world-health-law-which-dictates-that-coronavirus-autopsies-are-not-performed-and-found-out-that-corona-is-not-a-virus-but-a-bacteria-that-causes-death
