claim,fact-check agency,time,orginated,label,poynter_url
Favipiravir cures COVID-19.,Teyit,2020/03/23 ,Turkey,No evidence,https://www.poynter.org/?ifcn_misinformation=favipiravir-cures-covid-19
Antibiotic invented in Croatia cures coronavirus.,Faktograf,2020/03/23 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=antibiotic-invented-in-croatia-cures-coronavirus
"A WhatsApp forward claims that the COVID-19 vaccine is ready, was announced by U.S. President Donald Trump, and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.",Newschecker,2020/03/23 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-forward-claims-that-the-covid-19-vaccine-is-ready-was-announced-by-u-s-president-donald-trump-and-will-be-launched-next-sunday-it-also-claims-that-the-vaccine-discovered-by-the-u-s-sci
Vaccine made by Roche Medical Company cures COVID-19 in 3 hours.,Aos Fatos,2020/03/23 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=vaccine-made-by-roche-medical-company-cures-covid-19-in-3-hours
Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,Newschecker,2020/03/23 ,India,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-be-cured-within-2-hours-by-drinking-bitter-gourd-juice
Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,Newschecker,2020/03/23 ,India,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-be-cured-within-2-hours-by-drinking-bitter-gourd-juice-2
"A WhatsApp forward claims that the COVID-19 vaccine is ready, was announced by U.S. President Donald Trump, and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.",Newschecker,2020/03/23 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-forward-claims-that-the-covid-19-vaccine-is-ready-was-announced-by-u-s-president-donald-trump-and-will-be-launched-next-sunday-it-also-claims-that-the-vaccine-discovered-by-the-u-s-sci-2
Vaccines to cure COVID-19 are ready.,India Today,2020/03/23 ,India,Mostly false,https://www.poynter.org/?ifcn_misinformation=vaccines-to-cure-covid-19-are-ready
American scientists have developed a cure for the coronavirus.,FactCrescendo,2020/03/23 ,India,False,https://www.poynter.org/?ifcn_misinformation=american-scientists-have-developed-a-cure-for-the-coronavirus
"A vaccine that cures COVID-19 in three hours will be released next Sunday, according to President Donald Trump. Roche has already produced millions of those vaccines.",Agência Lupa,2020/03/23 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=a-vaccine-that-cures-covid-19-in-three-hours-will-be-released-next-sunday-according-to-president-donald-trump-roche-has-already-produced-millions-of-those-vaccines
Autohemotherapy cures COVID-19.,Estadão Verifica,2020/03/23 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=autohemotherapy-cures-covid-19-2
A new vaccine that can cure COVID-19 patients in 3 hours is now ready.,Rappler,2020/03/23 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=a-new-vaccine-that-can-cure-covid-19-patients-in-3-hours-is-now-ready
A claim that neem leaves can cure the novel coronavirus and relieve its symptoms has been shared thousands of times in multiple Facebook posts.,AFP,2020/03/22 ,"Malaysia, Singapore",FALSE,https://www.poynter.org/?ifcn_misinformation=a-claim-that-neem-leaves-can-cure-the-novel-coronavirus-and-relieve-its-symptoms-has-been-shared-thousands-of-times-in-multiple-facebook-posts
Boiled orange peels with cayenne pepper are a cure for coronavirus.,LeadStories,2020/03/22 ,United States,False,https://www.poynter.org/?ifcn_misinformation=boiled-orange-peels-with-cayenne-pepper-are-a-cure-for-coronavirus
Egyptian Health Minister arrive in Italy with secret coronavirus cure.,Misbar,2020/03/22 ,"Middle East, North Africa",False,https://www.poynter.org/?ifcn_misinformation=egyptian-health-minister-arrive-in-italy-with-secret-coronavirus-cure
