claim,fact-check agency,time,orginated,label,poynter_url
Taking vinegar with raw garlic cures Covid-19,Aos Fatos,2020/08/21 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=taking-vinegar-with-raw-garlic-cures-covid-19
Remdesivir can cure COVID-19,Efecto Cocuyo,2020/08/20 ,Venezuela,FALSE,https://www.poynter.org/?ifcn_misinformation=remdesivir-can-cure-covid-19
Matarratón tree cures COVID-19,Colombiacheck,2020/08/19 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=matarraton-tree-cures-covid-19
Physicians knew since 2005 that chloroquine cures COVID-19,Estadão Verifica,2020/08/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=physicians-knew-since-2005-that-chloroquine-cures-covid-19
Mouthwash kills and cures the new coronavirus,Vishvas News,2020/08/18 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=mouthwash-kills-and-cures-the-new-coronavirus
A doctor said that a medicine called interferon can cure the new coronavirus.,La Silla Vacía,2020/08/14 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-said-that-a-medicine-called-interferon-can-cure-the-new-coronavirus
A doctor says that interferon can cure and prevent coronavirus.,La Silla Vacía,2020/08/11 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-says-that-interferon-can-cure-and-prevent-coronavirus
"The coronavirus is cured with nebulizations, home remedies and paracetamol",Chequeado,2020/08/11 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-cured-with-nebulizations-home-remedies-and-paracetamol
Ecuador found the cure for COVID-19 and sent the WHO to hell,Colombiacheck,2020/08/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=ecuador-found-the-cure-for-covid-19-and-sent-the-who-to-hell
There is evidence that chlorine dioxide cures COVID-19,Chequeado,2020/08/07 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-evidence-that-chlorine-dioxide-cures-covid-19
A plant know as matarratón can cure coronavirus,La Silla Vacía,2020/08/06 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-plant-know-as-matarraton-can-cure-coronavirus
"An image says that hydroxychloroquine, zinc and azithromycin cure the coronavirus.",La Silla Vacía,2020/08/04 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-says-that-hydroxychloroquine-zinc-and-azithromycin-cure-the-coronavirus
Hydroxychloroquine is an effective cure for COVID-19,Demagog,2020/08/03 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-is-an-effective-cure-for-covid-19
Interferon can cure the coronavirus,La Silla Vacía,2020/08/03 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=interferon-can-cure-the-coronavirus
"Hydroxychloroquine, azithromycin and zinc cure COVID-19",Science Feedback,2020/08/03 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-azithromycin-and-zinc-cure-covid-19
