claim,fact-check agency,time,orginated,label,poynter_url
"The claim was that ginger powder cured coronavirus positive patients in Mumbai, advised ayurveda as cure",Digiteye India,2020/04/30 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=the-claim-was-that-ginger-powder-cured-coronavirus-positive-patients-in-mumbai-advised-ayurveda-as-cure
Neem leaves — popularly known as “mwarubaini” in Swahili — can cure COVID-19.,PesaCheck,2020/04/30 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=neem-leaves-popularly-known-as-mwarubaini-in-swahili-can-cure-covid-19
Dried ginger powder can cure COVID-19.,Newschecker,2020/04/30 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=dried-ginger-powder-can-cure-covid-19-2
Brasilian doctor discovered a cure for COVID-19.,Poligrafo,2020/04/30 ,Portugal,False,https://www.poynter.org/?ifcn_misinformation=brasilian-doctor-discovered-a-cure-for-covid-19
Japanese family converts to Islam after they are cured from COVID-19.,Fatabyyano,2020/04/30 ,Lebanon,FALSE,https://www.poynter.org/?ifcn_misinformation=japanese-family-converts-to-islam-after-they-are-cured-from-covid-19
Dried ginger powder can cure COVID-19.,Newschecker,2020/04/30 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=dried-ginger-powder-can-cure-covid-19
The new cure for coronavirus,La Silla Vacía,2020/04/29 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-cure-for-coronavirus-hot-water-with-three-aspirins-and-lemon
"A recipe with lemon, ginger, onion and garlic can cure the coronavirus.",La Silla Vacía,2020/04/29 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-recipe-with-lemon-ginger-onion-and-garlic-can-cure-the-coronavirus
Thousands of doctors say hydroxychloroquine cures coronavirus.,LeadStories,2020/04/28 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=thousands-of-doctors-say-hydroxychloroquine-cures-coronavirus
Honey and olive oil cure COVID19 according to a Holy dream.,Fatabyyano,2020/04/26 ,Egypt,FALSE,https://www.poynter.org/?ifcn_misinformation=honey-and-olive-oil-cure-covid19-according-to-a-holy-dream
A video shows that journalists visited Boris Johnson after he was cured of COVID-19 and returned home. Boris served tea in person.,Taiwan FactCheck Center,2020/04/26 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-that-journalists-visited-boris-johnson-after-he-was-cured-of-covid-19-and-returned-home-boris-served-tea-in-person
Artemisia herbal tea was certified by WHO as a cure for COVID-19.,AFP,2020/04/25 ,"Ivory Coast, West Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=artemisia-herbal-tea-was-certified-by-who-as-a-cure-for-covid-19
"Madagascar’s artemisia-based tonic cures COVID-19. Artemisia is widely used in traditional medicines, and is known as lengana in Setswana and Sesotho and umhlonyane in isiZulu.",AfricaCheck,2020/04/25 ,"South Africa, Southern Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=madagascars-artemisia-based-tonic-cures-covid-19-artemisia-is-widely-used-in-traditional-medicines-and-is-known-as-lengana-in-setswana-and-sesotho-and-umhlonyane-in-isizulu
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,PolitiFact,2020/04/24 ,"United States, Vietnam",FALSE,https://www.poynter.org/?ifcn_misinformation=black-cats-in-vietnam-are-being-killed-and-consumed-as-a-covid-19-cure
"A text circulating in Macedonia claims that there is a huge difference between the terms “to recover” and “to be cured” and that in order for someone to be cured, they have to receive some medicine.",Vistinomer,2020/04/24 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-text-circulating-in-macedonia-claims-that-there-is-a-huge-difference-between-the-terms-to-recover-and-to-be-cured-and-that-in-order-for-someone-to-be-cured-they-have-to-receive-some-medicine
