claim,fact-check agency,time,orginated,label,poynter_url
"In Italy, the cure for Coronavirus is finally found.",Newschecker,2020/05/29 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=in-italy-the-cure-for-coronavirus-is-finally-found
Chewing raw onions can cure coronavirus.,GhanaFact,2020/05/29 ,Ghana,FALSE,https://www.poynter.org/?ifcn_misinformation=chewing-raw-onions-can-cure-coronavirus
"Tocilizumab is a drug that can cure 90% of COVID-19 patients, including critical patients.",TEMPO,2020/05/28 ,Indonesia,No evidence,https://www.poynter.org/?ifcn_misinformation=tocilizumab-is-a-drug-that-can-cure-90-of-covid-19-patients-including-critical-patients
A Youtube video shared on facebook claimed that Lithuanian Health Minister banned a “cure from COVID-19” from Lithuania.,15min.lt,2020/05/28 ,Lithuania,FALSE,https://www.poynter.org/?ifcn_misinformation=a-youtube-video-shared-on-facebook-claimed-that-lithuanian-health-minister-banned-a-cure-from-covid-19-from-lithuania
"COVID-19 is primarily a circulatory disease and can be cured without intensive care and use of respirators, a widely spread claim suggests.",TjekDet.dk,2020/05/28 ,"Denmark, Italy",Partially false,https://www.poynter.org/?ifcn_misinformation=covid-19-is-primarily-a-circulatory-disease-and-can-be-cured-without-intensive-care-and-use-of-respirators-a-widely-spread-claim-suggests
Scientists in the United States have discovered a coronavirus cure “that works 100 percent”.,PesaCheck,2020/05/28 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-in-the-united-states-have-discovered-a-coronavirus-cure-that-works-100-percent
The cure for coronavirus,La Silla Vacía,2020/05/28 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cure-for-coronavirus-acetaminophen-and-gargling-mouthwash
A Bolivian doctor found the cure for the novel coronavirus.,La Silla Vacía,2020/05/28 ,Colombia,Misleading,https://www.poynter.org/?ifcn_misinformation=a-bolivian-doctor-found-the-cure-for-the-novel-coronavirus
COVID-19 is in reality the result of inflammation cause by a bacterium and therefore that can be cured by use of antibiotics.,Ellinika Hoaxes,2020/05/28 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-in-reality-the-result-of-inflammation-cause-by-a-bacterium-and-therefore-that-can-be-cured-by-use-of-antibiotics
"An entire floor of Hospital Doutor João Lúcio Pereira Machado, in Manaus, Brazil, is empty after all the COVID-19 patients were cured.",Agência Lupa,2020/05/26 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=an-entire-floor-of-hospital-doutor-joao-lucio-pereira-machado-in-manaus-brazil-is-empty-after-all-the-covid-19-patients-were-cured
Cannabis can cure COVID-19.,FactCrescendo,2020/05/26 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=cannabis-can-cure-covid-19
"Mixing aspirin, paracetamol, honey and lemon cures COVID-19.",Colombiacheck,2020/05/26 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=mixing-aspirin-paracetamol-honey-and-lemon-cures-covid-19
Thermal water treatments cure people infected with COVID-19.,Poligrafo,2020/05/25 ,Portugal,FALSE,https://www.poynter.org/?ifcn_misinformation=thermal-water-treatments-cure-people-infected-with-covid-19
"COVID-19, the disease caused by the novel coronavirus, is a form of bacteria that can be cured by aspirin.",Rappler,2020/05/24 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-the-disease-caused-by-the-novel-coronavirus-is-a-form-of-bacteria-that-can-be-cured-by-aspirin-2
Mulitple Facebook posts shared thousands of times claim the Italian health ministry has discovered COVID-19 is caused by bacteria. The posts go on to claim the health ministry discovered COVID-19 is exacerbated by 5G technology and can be cured using painkillers and antibiotics.,AFP,2020/05/24 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=mulitple-facebook-posts-shared-thousands-of-times-claim-the-italian-health-ministry-has-discovered-covid-19-is-caused-by-bacteria-the-posts-go-on-to-claim-the-health-ministry-discovered-covid-19-is-e
