claim,fact-check agency,time,orginated,label,poynter_url
Vaccines are not a panacea as evidenced by,Myth Detector,2021/07/16 ,"Georgia, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-are-not-a-panacea-as-evidenced-by-the-uk-ranking-first-in-infection-in-europe-when-90-of-the-population-is-vaccinated-vaccines-not-being-able-to-cure-delta-strain-and-it-is-better-to-develo
"Ecuadorian indigenous remedy can cure Covid Delta variant. The recipe is one onion, two lemons, two garlics, eight slices of ginger and eight spoons of brown sugar.",Taiwan FactCheck Center,2021/06/28 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=ecuadorian-indigenous-remedy-can-cure-covid-delta-variant-the-recipe-is-one-onion-two-lemons-two-garlics-eight-slices-of-ginger-and-eight-spoons-of-brown-sugar
Coconut water concoction can ‘cure Covid-19.’,AFP,2021/06/21 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=coconut-water-concoction-can-cure-covid-19
HFNC (high flow nasal cannula) devices and rapid tests the Taiwan authority have procured are ten times more expensive than the ones some celebrities bought for charity. The government is corrupt.,Taiwan FactCheck Center,2021/06/19 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=hfnc-high-flow-nasal-cannula-devices-and-rapid-tests-the-taiwan-authority-have-procured-are-ten-times-more-expensive-than-the-ones-some-celebrities-bought-for-charity-the-government-is-corrupt
Drinking tea can prevent and cure Covid-19 by damaging the virus’ cell wall.,Taiwan FactCheck Center,2021/06/01 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-tea-can-prevent-and-cure-covid-19-by-damaging-the-virus-cell-wall
Inhaling salt water droplets produced by a humidifier can cure Covid-19.,AFP,2021/05/25 ,South Korea,FALSE,https://www.poynter.org/?ifcn_misinformation=inhaling-salt-water-droplets-produced-by-a-humidifier-can-cure-covid-19
A steam inhalation device could help prevent or cure Covid-19 infection.,AFP,2021/05/25 ,Sri Lanka,FALSE,https://www.poynter.org/?ifcn_misinformation=a-steam-inhalation-device-could-help-prevent-or-cure-covid-19-infection
Consuming raw onion with salt can cure the disease within minutes.,AFP,2021/05/20 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-raw-onion-with-salt-can-cure-the-disease-within-minutes
An indigenous medication has been discovered in a southern village as a ‘cure’ for Covid-19 induced pneumonia.,AFP,2021/05/18 ,Sri Lanka,FALSE,https://www.poynter.org/?ifcn_misinformation=an-indigenous-medication-has-been-discovered-in-a-southern-village-as-a-cure-for-covid-19-induced-pneumonia
The traditional Chinese medicine NRICM101 help to cure COVID-19. It can still protect and maintain your health even if you are not infected with COVID-19.,Taiwan FactCheck Center,2021/05/17 ,"Taiwan, China",Partly False,https://www.poynter.org/?ifcn_misinformation=the-traditional-chinese-medicine-nricm101-help-to-cure-covid-19-it-can-still-protect-and-maintain-your-health-even-if-you-are-not-infected-with-covid-19
A video says that Indian people cure Covid-19 with sacred cows.,Taiwan FactCheck Center,2021/05/16 ,"Taiwan, India",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-says-that-indian-people-cure-covid-19-with-sacred-cows
Drinking the traditional Chinese medicine NRICM101 everyday can cure COVID-19 or prevent from getting COVID-19.,Taiwan FactCheck Center,2021/05/13 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-the-traditional-chinese-medicine-nricm101-everyday-can-cure-covid-19-or-prevent-from-getting-covid-19
Thai herbal drinks can cure Covid-19.,AFP,2021/05/11 ,Thailand,FALSE,https://www.poynter.org/?ifcn_misinformation=thai-herbal-drinks-can-cure-covid-19
"The “invisible enemy” is above our heads and is very visible. The fight against the sun is the most pathetic performance that can be played in front of a human eye. The legal “Dimming the sun” project is underway all over the world. The aerosols that they spray to obscure the sun (a change in its color is obvious) and that create these unrealistic clouds with unrealistic colors contain aluminum, barium, strontium, phosgene, etc. and each of these elements (if accidentally investigated) causes loss of smell, sudden difficulty in breathing, loss of breath (individual reaction depending on many factors), blood coagulation characteristic of almost all types of poisoning, tachycardia, arrhythmia, asthma, loss of energy, diarrhea, vomiting, etc. And you still think that someone will spit Covid in your mouth and nose.",Vistinomer,2021/05/11 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-invisible-enemy-is-above-our-heads-and-is-very-visible-the-fight-against-the-sun-is-the-most-pathetic-performance-that-can-be-played-in-front-of-a-human-eye-the-legal-dimming-the-sun-project
A food supplement is a Covid-19 treatment; the remedy cured patients at a local hospital.,AFP,2021/05/10 ,Sri Lanka,FALSE,https://www.poynter.org/?ifcn_misinformation=a-food-supplement-is-a-covid-19-treatment-the-remedy-cured-patients-at-a-local-hospital
