claim,fact-check agency,time,orginated,label,poynter_url
A message claims that ingredients in coffee can cure COVID-19 and that the deceased whistleblower Li Wenliang found its cure,BOOM FactCheck,2020/06/13 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-message-claims-that-ingredients-in-coffee-can-cure-covid-19-and-that-the-deceased-whistleblower-li-wenliang-found-its-cure
Ivermectin is the cure for COVID-19.,Estadão Verifica,2020/06/12 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=ivermectin-is-the-cure-for-covid-19
Dexametazone could cure severe ill COVID-19 patients.,Efecto Cocuyo,2020/06/12 ,Venezuela,Misleading,https://www.poynter.org/?ifcn_misinformation=dexametazone-could-cure-severe-ill-covid-19-patients
Pigeon feces slurry can cure coronavirus.,Vishvas News,2020/06/10 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=pigeon-feces-slurry-can-cure-coronavirus
Homeopathic doctor in Colombia gives out a prescription that according to him cures the coronavirus.,Colombiacheck,2020/06/10 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=homeopathic-doctor-in-colombia-gives-out-a-prescription-that-according-to-him-cures-the-coronavirus
Tanzania has developed a coronavirus drug called COVIDOL that can cure COVID-19.,PesaCheck,2020/06/10 ,Tanzania,FALSE,https://www.poynter.org/?ifcn_misinformation=tanzania-has-developed-a-coronavirus-drug-called-covidol-that-can-cure-covid-19
Hot steam and tea cure coronavirus.,Vishvas News,2020/06/10 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=hot-steam-and-tea-cure-coronavirus
COVID-19 can be cured with aspirin,Demagog,2020/06/09 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-can-be-cured-with-aspirin
UV rays from the sun can cure COVID-19.,Vishvas News,2020/06/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=uv-rays-from-the-sun-can-cure-covid-19
"Ginger, honey, onion and aspirin recipe cure COVID-19.",Colombiacheck,2020/06/08 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=ginger-honey-onion-and-aspirin-recipe-cure-covid-19
Onion cures and prevents COVID19.,Fatabyyano,2020/06/08 ,"Egypt, Jordan",FALSE,https://www.poynter.org/?ifcn_misinformation=onion-cures-and-prevents-covid19
Drinking pigeon membrane slurry can cure COVID-19.,Vishvas News,2020/06/08 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-pigeon-membrane-slurry-can-cure-covid-19-2
Facebook posts shared thousands of times claim that the novel coronavirus disease is caused by bacteria and can be cured with household painkillers. The posts also claim that Italian doctors found a cure for COVID-19,AFP,2020/06/08 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-posts-shared-thousands-of-times-claim-that-the-novel-coronavirus-disease-is-caused-by-bacteria-and-can-be-cured-with-household-painkillers-the-posts-also-claim-that-italian-doctors-found-a-c
Chlorine Dioxide (CLO2) cures the bug that worries the governments all around the world so much.,Animal Político,2020/06/06 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=chlorine-dioxide-clo2-cures-the-bug-that-worries-the-governments-all-around-the-world-so-much
Azithromycin and ivermectin are efficient medicines to cure COVID-19.,Estadão Verifica,2020/06/05 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=azithromycin-and-ivermectin-are-efficient-medicines-to-cure-covid-19
