claim,fact-check agency,time,orginated,label,poynter_url
Gargling with warm salt water can cure from the coronavirus.,Vishvas News,2020/03/20 ,India,False,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-salt-water-can-cure-from-the-coronavirus
Favipiravir is a miracle cure for COVID-19.,Faktograf,2020/03/20 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=favipiravir-is-a-miracle-cure-for-covid-19
"A Russian drug called Arbidol, cures coronavirus.",Vistinomer,2020/03/19 ,"North Macedonia, Serbia, Bosnia and Herzegovina",False,https://www.poynter.org/?ifcn_misinformation=a-russian-drug-called-arbidol-cures-coronavirus
Clean your throat with salt water or vinegar to cure coronavirus.,Faktograf,2020/03/19 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=clean-your-throat-with-salt-water-or-vinegar-to-cure-coronavirus
Sitting in the sunlight will help cure coronavirus.,The Quint,2020/03/19 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=sitting-in-the-sunlight-will-help-cure-coronavirus
Sitting in the sunlight will help cure coronavirus.,The Quint,2020/03/19 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=sitting-in-the-sunlight-will-help-cure-coronavirus-2
“Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.”,PolitiFact,2020/03/19 ,United States,False,https://www.poynter.org/?ifcn_misinformation=huge-results-from-breaking-chloroquine-study-show-100-cure-rate-for-patients-infected-with-the-coronavirus
Scientists have found that drinking bitter gourd juice can cure coronavirus.,Factly,2020/03/19 ,India,False,https://www.poynter.org/?ifcn_misinformation=scientists-have-found-that-drinking-bitter-gourd-juice-can-cure-coronavirus
Drinking bitter gourd juice cures the coronavirus.,India Today,2020/03/19 ,India,Mostly false,https://www.poynter.org/?ifcn_misinformation=drinking-bitter-gourd-juice-cures-the-coronavirus
Blowing hot air through a hairdryer will cure coronavirus.,India Today,2020/03/18 ,India,Mostly false,https://www.poynter.org/?ifcn_misinformation=blowing-hot-air-through-a-hairdryer-will-cure-coronavirus
Wash your throat with salted water and apple vinegar to cure COVID-19.,Faktograf,2020/03/18 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=wash-your-throat-with-salted-water-and-apple-vinegar-to-cure-covid-19
Kitchen foods plus morning sunshine can prevent and cure coronavirus.,FactCrescendo,2020/03/18 ,Myanmar,False,https://www.poynter.org/?ifcn_misinformation=kitchen-foods-plus-morning-sunshine-can-prevent-and-cure-coronavirus
"Spanish scientist (and former minister for agriculture) says that people should go to Ronaldo or Messi for the cure, as they are better paid.",Faktograf,2020/03/18 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=spanish-scientist-and-former-minister-for-agriculture-says-that-people-should-go-to-ronaldo-or-messi-for-the-cure-as-they-are-better-paid
"Coronavirus can be cured by sniffing clove and camphor and by drinking water, the virus will go to the stomach and the acid in the stomach will kill the virus.",Newschecker,2020/03/18 ,India,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-can-be-cured-by-sniffing-clove-and-camphor-and-by-drinking-water-the-virus-will-go-to-the-stomach-and-the-acid-in-the-stomach-will-kill-the-virus
Georgian homeopath discussed a homeopathic drug with crocodile blood that cures coronavirus.,Myth Detector,2020/03/17 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=georgian-homeopath-discussed-a-homeopathic-drug-with-crocodile-blood-that-cures-coronavirus
