claim,fact-check agency,time,orginated,label,poynter_url
Neem leaves – commonly called “Maliyirinin or Jirikunanin” in bambara – mixed with lemongrass leaves can cure COVID-19.,PesaCheck,2020/05/12 ,Mali,FALSE,https://www.poynter.org/?ifcn_misinformation=neem-leaves-commonly-called-maliyirinin-or-jirikunanin-in-bambara-mixed-with-lemongrass-leaves-can-cure-covid-19
Consuming chlorine dioxide cures the coronavirus.,Chequeado,2020/05/12 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=consuming-chlorine-dioxide-cures-the-coronavirus
A video of a Brazilian man claiming that azithromycin and ivermectin cure people with COVID-19.,Estadão Verifica,2020/05/11 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-brazilian-man-claiming-that-azithromycin-and-ivermectin-cure-people-with-covid-19
Nancy Pelosi said “Congress shall not vote remotely because it is not secure!” while also saying that “Americans should all vote for president by mail!”,PolitiFact,2020/05/10 ,United States,Mostly False,https://www.poynter.org/?ifcn_misinformation=nancy-pelosi-said-congress-shall-not-vote-remotely-because-it-is-not-secure-while-also-saying-that-americans-should-all-vote-for-president-by-mail
Facebook posts shared hundreds of times claim US President Donald Trump approved a $2.5 million fund for Madagascar to mass-produce a herbal remedy touted by the island’s president as a cure for COVID-19.,AFP,2020/05/10 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-posts-shared-hundreds-of-times-claim-us-president-donald-trump-approved-a-2-5-million-fund-for-madagascar-to-mass-produce-a-herbal-remedy-touted-by-the-islands-president-as-a-cure-f
"Euphorbia hirta, commonly known as the asthma plant, cures COVID-19.",PesaCheck,2020/05/08 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=euphorbia-hirta-commonly-known-as-the-asthma-plant-cures-covid-19
"Former Chief Justice of India Ranjan Gogoi tweeted that to compensate the economic loss occured due to coronavirus, no elections should be held in the country for the next 10 years because elections cost a lot of money.",BOOM FactCheck,2020/05/08 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=former-chief-justice-of-india-ranjan-gogoi-tweeted-that-to-compensate-the-economic-loss-occured-due-to-coronavirus-no-elections-should-be-held-in-the-country-for-the-next-10-years-because-elections-c
"The liquid squeezed from or a tea brewed of Siam weed, or Chromolaena odorata, is the cure for the novel coronavirus, according to Nigerian prophetess Dupe Oluwaniyi.",AfricaCheck,2020/05/07 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=the-liquid-squeezed-from-or-a-tea-brewed-of-siam-weed-or-chromolaena-odorata-is-the-cure-for-the-novel-coronavirus-according-to-nigerian-prophetess-dupe-oluwaniyi
One can cure the new coronavirus by inhaling vodka fumes.,VoxCheck,2020/05/07 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=one-can-cure-the-new-coronavirus-by-inhaling-vodka-fumes
Post states Collegue of professionals in South America asks to use chlorine dioxide to cure COVID-19 using Alto Paraná Chemicals and Pharmacists Association as a source.,Bolivia Verifica,2020/05/06 ,Bolivia,FALSE,https://www.poynter.org/?ifcn_misinformation=post-states-collegue-of-professionals-in-south-america-asks-to-use-chlorine-dioxide-to-cure-covid-19-using-alto-parana-chemicals-and-pharmacists-association-as-a-source
Gargling with salt or vinegar water cures the coronavirus.,Spondeo Media,2020/05/06 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-salt-or-vinegar-water-cures-the-coronavirus
Inhaling the vapor of salted water can cure COVID-19.,Fatabyyano,2020/05/05 ,Egypt,FALSE,https://www.poynter.org/?ifcn_misinformation=inhaling-the-vapor-of-salted-water-can-cure-covid-19
WHO said artemisia plant cures COVID-19.,CheckNews,2020/05/05 ,"France, Guinea",FALSE,https://www.poynter.org/?ifcn_misinformation=who-said-artemisia-plant-cures-covid-19
"Inhaling “natural” ingredients like lemon, ginger, salt and Halls chewing-gum cures the coronavirus",La Silla Vacía,2020/05/05 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=inhaling-natural-ingredients-like-lemon-ginger-salt-and-halls-chewing-gum-cures-the-coronavirus
The cure for coronavirus can come from Antwerp (Belgium) llamas.,Factcheck.Vlaanderen,2020/05/05 ,Belgium,misleading,https://www.poynter.org/?ifcn_misinformation=the-cure-for-coronavirus-can-come-from-antwerp-belgium-llamas
