claim,fact-check agency,time,orginated,label,poynter_url
A drug made from cow urine or pigeon membrane can cure coronavirus.,Newschecker,2020/03/22 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-drug-made-from-cow-urine-or-pigeon-membrane-can-cure-coronavirus
A drug made from cow urine or pigeon membrane can cure coronavirus.,Newschecker,2020/03/22 ,India,False,https://www.poynter.org/?ifcn_misinformation=a-drug-made-from-cow-urine-or-pigeon-membrane-can-cure-coronavirus-2
An image has been shared thousands of times in multiple posts on Facebook alongside a claim that it shows a medicine created by U.S. scientists that can cure the novel coronavirus.,AFP,2020/03/22 ,Sri Lanka,False,https://www.poynter.org/?ifcn_misinformation=an-image-has-been-shared-thousands-of-times-in-multiple-posts-on-facebook-alongside-a-claim-that-it-shows-a-medicine-created-by-u-s-scientists-that-can-cure-the-novel-coronavirus
An image shows a Spanish scientist asking Cristiano Ronaldo and Messi to find the cure for COVID-19.,Observador,2020/03/22 ,Portugal,False,https://www.poynter.org/?ifcn_misinformation=an-image-shows-a-spanish-scientist-asking-cristiano-ronaldo-and-messi-to-find-the-cure-for-covid-19
A video shows healthcare workers dancing in a hospital. The caption says it was filmed in Israel after all COVID-19 patients in the hospital were cured.,Agência Lupa,2020/03/22 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-healthcare-workers-dancing-in-a-hospital-the-caption-says-it-was-filmed-in-israel-after-all-covid-19-patients-in-the-hospital-were-cured
"A video shows healthcare workers celebrating in a hospital. The caption says it was filmed in Messejana Hospital, in Fortaleza, Brazil, after all COVID-19 patients were cured and a whole hospital wing was closed.",Agência Lupa,2020/03/22 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-healthcare-workers-celebrating-in-a-hospital-the-caption-says-it-was-filmed-in-messejana-hospital-in-fortaleza-brazil-after-all-covid-19-patients-were-cured-and-a-whole-hospital-wing
Autohemotherapy cures COVID-19.,Aos Fatos,2020/03/21 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=autohemotherapy-cures-covid-19
"A drug called Favipiravir is a cure for coronavirus, and people are advised not to go inside their homes wearing shoes because they can bring the infection home.",Vistinomer,2020/03/21 ,"North Macedonia, Croatia, Bosnia and Herzegovina",Mostly false,https://www.poynter.org/?ifcn_misinformation=a-drug-called-favipiravir-is-a-cure-for-coronavirus-and-people-are-advised-not-to-go-inside-their-homes-wearing-shoes-because-they-can-bring-the-infection-home
Chloroquine could cure coronavirus.,Efecto Cocuyo,2020/03/21 ,"Venezuela, Brazil, United States",No evidence,https://www.poynter.org/?ifcn_misinformation=chloroquine-could-cure-coronavirus
Coronavirus will be cured after a 14-hour curfew.,FactCrescendo,2020/03/21 ,India,False,https://www.poynter.org/?ifcn_misinformation=coronavirus-will-be-cured-after-a-14-hour-curfew
Bitter gourd juice can cure coronavirus.,FactCrescendo,2020/03/21 ,India,False,https://www.poynter.org/?ifcn_misinformation=bitter-gourd-juice-can-cure-coronavirus
Arbidol is a miracle cure for COVID-19.,Faktograf,2020/03/20 ,Croatia,False,https://www.poynter.org/?ifcn_misinformation=arbidol-is-a-miracle-cure-for-covid-19
Chloroquine cures COVID-19.,Estadão Verifica,2020/03/20 ,Brazil,Partially false,https://www.poynter.org/?ifcn_misinformation=chloroquine-cures-covid-19
Bitter gourd juice can cure coronavirus in just two hours.,FactCrescendo,2020/03/20 ,India,False,https://www.poynter.org/?ifcn_misinformation=bitter-gourd-juice-can-cure-coronavirus-in-just-two-hours
Gargling with warm salt water can cure from the coronavirus.,Vishvas News,2020/03/20 ,India,False,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-salt-water-can-cure-from-the-coronavirus-2
