claim,fact-check agency,time,orginated,label,poynter_url
A Filipino living in America cured himself of COVID-19 after drinking a glass of water with a teaspoon of salt.,Rappler,2020/04/19 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-filipino-living-in-america-cured-himself-of-covid-19-after-drinking-a-glass-of-water-with-a-teaspoon-of-salt
"Drinking different types of tea can cure coronavirus, that were prescribed in Wuhan by Li Wenliang",BOOM FactCheck,2020/04/18 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-different-types-of-tea-can-cure-coronavirus-that-were-prescribed-in-wuhan-by-li-wenliang
Cuban researchers have developed a cure against COVID-19.,VoxCheck,2020/04/17 ,"Ukraine, Cuba",FALSE,https://www.poynter.org/?ifcn_misinformation=cuban-researchers-have-developed-a-cure-against-covid-19
The Philippines has an “approved” cure for COVID-19.,VERA Files,2020/04/17 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=the-philippines-has-an-approved-cure-for-covid-19
Lee Kum Kee is a doctor and scientist graduated in China is the creator of the vaccine to cure coronavirus.,Animal Político,2020/04/17 ,Mexico,False,https://www.poynter.org/?ifcn_misinformation=lee-kum-kee-is-a-doctor-and-scientist-graduated-in-china-is-the-creator-of-the-vaccine-to-cure-coronavirus
A viral text message claims FDA has approved the use of chloroquine for all COVID-19 patients; and pharma company Novartis has announced there are studies proving chloroquine cures COVID-19.,Estadão Verifica,2020/04/16 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=a-viral-text-message-claims-fda-has-approved-the-use-of-chloroquine-for-all-covid-19-patients-and-pharma-company-novartis-has-announced-there-are-studies-proving-chloroquine-cures-covid-19
"The pandemic is a lie, COVID-19 can be cured with vitamin C and Bill Gates is behind it all.",Faktograf,2020/04/16 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-pandemic-is-a-lie-covid-19-can-be-cured-with-vitamin-c-and-bill-gates-is-behind-it-all
This picture shows a list of advices given by WHO to prevent and cure COVID-19,AFP,2020/04/16 ,"Burkina Faso, West Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=this-picture-shows-a-list-of-advices-given-by-who-to-prevent-and-cure-covid-19
Cured COVID-19 patient died during the celebrations of his release from the quarantine hospital.,Fatabyyano,2020/04/15 ,Jordan,FALSE,https://www.poynter.org/?ifcn_misinformation=cured-covid-19-patient-died-during-the-celebrations-of-his-release-from-the-quarantine-hospital
Hydroxychloroquine completely cures people infected with COVID-19.,Verificado,2020/04/15 ,Mexico,MISLEADING,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-completely-cures-people-infected-with-covid-19
A cure for COVID-19 called Fabunan Antiviral Injection has already been approved by the government. The drug was developed by a Filipino doctor in Zambales.,Rappler,2020/04/14 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-cure-for-covid-19-called-fabunan-antiviral-injection-has-already-been-approved-by-the-government-the-drug-was-developed-by-a-filipino-doctor-in-zambales
"The drug Diamox, often used as treatment for high-altitude sickness, can cure coronavirus.",LeadStories,2020/04/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-drug-diamox-often-used-as-treatment-for-high-altitude-sickness-can-cure-coronavirus
A talking newborn in northern Philippines spoke and said hard-boiled eggs are the cure for COVID-19.,VERA Files,2020/04/14 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-talking-newborn-in-northern-philippines-spoke-and-said-hard-boiled-eggs-are-the-cure-for-covid-19
"Gargling with salt water, eating garlic and inhaling steam is an effective combination to cure COVID-19",FactCrescendo,2020/04/14 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-salt-water-eating-garlic-and-inhaling-steam-is-an-effective-combination-to-cure-covid-19
Inhaling steam mixed with menthol based lotion is a cure for COVID-19.,FactCrescendo,2020/04/14 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=inhaling-steam-mixed-with-menthol-based-lotion-is-a-cure-for-covid-19
