claim,fact-check agency,time,orginated,label,poynter_url
Neem Leaves Powder can cure COVID-19,Vishvas News,2020/09/21 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=neem-leaves-powder-can-cure-covid-19
COVID-19 has three gradual stages and eating alkaline foods cures it.,Colombiacheck,2020/09/17 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-has-three-gradual-stages-and-eating-alkaline-foods-cures-it
Drinking cresol can cure COVID-19,Agência Lupa,2020/09/16 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-cresol-can-cure-covid-19
North Macedonia in 2018 procured Covid-19 tests and equipment.,Vistinomer,2020/09/07 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=north-macedonia-in-2018-procured-covid-19-tests-and-equipment
"Supal 20, an Ecuadorian remedy, cures COVID-19",Colombiacheck,2020/09/07 ,"Colombia, Ecuador",FALSE,https://www.poynter.org/?ifcn_misinformation=supal-20-an-ecuadorian-remedy-cures-covid-19
"Doctors for the Argentine Truth protest against the measures implemented during the covid-19 pandemic by the government. Chinda Brandolino and Leonardo González Bayona, members of the group, assure that the virus that causes covid-19 was created by man, that masks do not prevent contagion and that chlorine dioxide can cure the disease.",AFP,2020/09/05 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=doctors-for-the-argentine-truth-protest-against-the-measures-implemented-during-the-covid-19-pandemic-by-the-government-chinda-brandolino-and-leonardo-gonzalez-bayona-members-of-the-group-assure-th
A video puts forward measures to cure COVID-19.,Vishvas News,2020/09/02 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-puts-forward-measures-to-cure-covid-19-2
Fenugreek Seed Tape Is COVID-19 Cure,Vishvas News,2020/09/02 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=fenugreek-seed-tape-is-covid-19-cure
Fenugreek seed tape is a COVID-19 Cure,Vishvas News,2020/09/01 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=fenugreek-seed-tape-is-a-covid-19-cure
A video puts forward measures to cure COVID-19.,Vishvas News,2020/09/01 ,India,MISLEADING,https://www.poynter.org/?ifcn_misinformation=a-video-puts-forward-measures-to-cure-covid-19
Drinking boiled hikaw-hikaw plant (Heliotropium indicum L.) after doing steam inhalation therapy or tu-ob/su-ob will cure anyone of COVID-19.,VERA Files,2020/08/31 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-boiled-hikaw-hikaw-plant-heliotropium-indicum-l-after-doing-steam-inhalation-therapy-or-tu-ob-su-ob-will-cure-anyone-of-covid-19
Alkaline food can cure COVID-19,La Silla Vacía,2020/08/28 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=alkaline-food-can-cure-covid-19
Interferon Beta modified by Dr. Julio Klinger cures the new coronavirus.,Colombiacheck,2020/08/28 ,Colombia,Partially false,https://www.poynter.org/?ifcn_misinformation=interferon-beta-modified-by-dr-julio-klinger-cures-the-new-coronavirus
Cuban medicine and infusions mix cure COVID-19,Bolivia Verifica,2020/08/28 ,Bolivia,False,https://www.poynter.org/?ifcn_misinformation=cuban-medicine-and-infusions-mix-cure-covid-19
Alkaline food can cure the COVID-19,Efecto Cocuyo,2020/08/22 ,Venezuela,FALSE,https://www.poynter.org/?ifcn_misinformation=alkaline-food-can-cure-the-covid-19
