claim,fact-check agency,time,orginated,label,poynter_url
“2019-nCoV is old and there is already a cure to it”,Maldita.es,2020/01/31 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=2019-ncov-is-old-and-there-is-already-a-cure-to-it
Fennel tea is a cure against the new coronavirus.,AFP,2020/01/31 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=fennel-tea-is-a-cure-against-the-new-coronavirus
A bowl of garlic cures “Wuhan’s coronavirus.”,Dubawa,2020/01/31 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=a-bowl-of-garlic-cures-wuhans-coronavirus
Strong garlic soup can cure the “Wuhan Virus”.,Taiwan FactCheck Center,2020/01/30 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=strong-garlic-soup-can-cure-the-wuhan-virus
Strong garlic soup can cure the “Wuhan Virus”.,Taiwan FactCheck Center,2020/01/30 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=strong-garlic-soup-can-cure-the-wuhan-virus-2
Romania developed a coronavirus vaccine able to cure white people only.,LeadStories,2020/01/30 ,United States,False,https://www.poynter.org/?ifcn_misinformation=romania-developed-a-coronavirus-vaccine-able-to-cure-white-people-only
A bowl of freshly boiled garlic water can cure the novel coronavirus (2019-nCoV),Rappler,2020/01/30 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=a-bowl-of-freshly-boiled-garlic-water-can-cure-the-novel-coronavirus-2019-ncov
Garlic can cure patients infected with the coronavirus,TEMPO,2020/01/28 ,Indonesia,False,https://www.poynter.org/?ifcn_misinformation=garlic-can-cure-patients-infected-with-the-coronavirus
KNUST students discover vaccine for coronavirus and cure patient in Côte d’Ivoire.,LeadStories,2020/01/28 ,United States,False,https://www.poynter.org/?ifcn_misinformation=knust-students-discover-vaccine-for-coronavirus-and-cure-patient-in-cote-divoire
“Wuhan Virus” is named SARI. Steroid is the medicine to cure it. Acetic acid can be used to prevent it.,Taiwan FactCheck Center,2020/01/26 ,Taiwan,Partially false,https://www.poynter.org/?ifcn_misinformation=wuhan-virus-is-named-sari-steroid-is-the-medicine-to-cure-it-acetic-acid-can-be-used-to-prevent-it
Russian scientists have found a cure for the new Chinese virus.,Raskrinkavanje,2020/01/22 ,"Bosnia and Herzegovina, Serbia",Misleading,https://www.poynter.org/?ifcn_misinformation=russian-scientists-have-found-a-cure-for-the-new-chinese-virus-2
Russian scientists have found a cure for the new Chinese virus.,Raskrinkavanje,2020/01/22 ,"Bosnia and Herzegovina, Serbia",Misleading,https://www.poynter.org/?ifcn_misinformation=russian-scientists-have-found-a-cure-for-the-new-chinese-virus
