claim,fact-check agency,time,orginated,label,poynter_url
Ketamine can cure COVID-19.,Taiwan FactCheck Center,2020/02/23 ,Taiwan,False,https://www.poynter.org/?ifcn_misinformation=ketamine-can-cure-covid-19
A claim was made that India found a cure to coronavirus,Digiteye India,2020/02/20 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=a-claim-was-made-that-india-found-a-cure-to-coronavirus
"Social media posts claim Chloroquine, an antimalarial drug, can cure COVID-19.",Dubawa,2020/02/20 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=social-media-posts-claim-chloroquine-an-antimalarial-drug-can-cure-covid-19
The novel coronavirus only survives in cold weather and hot ginger tea or salabat can cure COVID-19.,VERA Files,2020/02/18 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=the-novel-coronavirus-only-survives-in-cold-weather-and-hot-ginger-tea-or-salabat-can-cure-covid-19
The Egyptian Minister of Health announced a cure for coronavirus that is extracted from dates.,Misbar,2020/02/18 ,"Middle East, North Africa",False,https://www.poynter.org/?ifcn_misinformation=the-egyptian-minister-of-health-announced-a-cure-for-coronavirus-that-is-extracted-from-dates-2
Cuban medicine cures COVID-19.,Ecuador Chequea,2020/02/17 ,Ecuador,False,https://www.poynter.org/?ifcn_misinformation=cuban-medicine-cures-covid-19
Thailand cures COVID-19 with anti-HIV drugs.,AFP,2020/02/17 ,Thailand,Misleading,https://www.poynter.org/?ifcn_misinformation=thailand-cures-covid-19-with-anti-hiv-drugs
Ginger can cure and protect you from COVID-19.,Sure And Share Center MCOT,2020/02/14 ,Thailand,False,https://www.poynter.org/?ifcn_misinformation=ginger-can-cure-and-protect-you-from-covid-19
Boiled ginger can cure COVID-19,AFP,2020/02/13 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=boiled-ginger-can-cure-covid-19
China killed COVID-19 patients because it couldn’t find a cure.,Fatabyyano,2020/02/12 ,"Egypt, Jordan",FALSE,https://www.poynter.org/?ifcn_misinformation=china-killed-covid-19-patients-because-it-couldnt-find-a-cure
Can cannabis cure coronavirus?,Newschecker,2020/02/10 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=can-cannabis-cure-coronavirus
Garlic water can cure novel coronavirus.,Vishvas News,2020/02/10 ,India,False,https://www.poynter.org/?ifcn_misinformation=garlic-water-can-cure-novel-coronavirus-2
Garlic water can cure novel coronavirus.,Vishvas News,2020/02/10 ,India,False,https://www.poynter.org/?ifcn_misinformation=garlic-water-can-cure-novel-coronavirus
Ginger ale is an effective cure for the 2019 novel coronavirus.,Rappler,2020/02/09 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=ginger-ale-is-an-effective-cure-for-the-2019-novel-coronavirus
Weed (cannabis) cures coronavirus.,The Quint,2020/02/07 ,India,Misleading,https://www.poynter.org/?ifcn_misinformation=weed-cannabis-cures-coronavirus
