claim,fact-check agency,time,orginated,label,poynter_url
A video purported to be that Indian people were cooking cows’ urine and inhaling its steam to cure Covid-19.,Taiwan FactCheck Center,2021/05/10 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-purported-to-be-that-indian-people-were-cooking-cows-urine-and-inhaling-its-steam-to-cure-covid-19
Betel leaves cure or prevent COVID-19.,Newsmeter.in,2021/05/08 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=betel-leaves-cure-or-prevent-covid-19
Fresh tamarind leaves mixed with Lao Khao (Rice whisky) can cure COVID-19.,Sure And Share Center MCOT,2021/05/05 ,Thailand,FALSE,https://www.poynter.org/?ifcn_misinformation=fresh-tamarind-leaves-mixed-with-lao-khao-rice-whisky-can-cure-covid-19
Viral chain indicates that German doctors found the cure against the coronavirus,Chequeado,2021/04/29 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-chain-indicates-that-german-doctors-found-the-cure-against-the-coronavirus
"Chloroquine, azithromycin, ivermectin, zinc and vitamin C cure Covid-19.",Aos Fatos,2021/04/29 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=chloroquine-azithromycin-ivermectin-zinc-and-vitamin-c-cure-covid-19
Coffee cures covid,La Silla Vacía,2021/04/23 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=coffee-cures-covid
A file is being sent with “an image” that shows how COVID-19 is cured in Mexico called “Mexico did it” that installs a virus on your phone in five seconds,Maldita.es,2021/04/22 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-file-is-being-sent-with-an-image-that-shows-how-covid-19-is-cured-in-mexico-called-mexico-did-it-that-installs-a-virus-on-your-phone-in-five-seconds
COVID vaccines are experimental and they are not secure,La Silla Vacía,2021/04/22 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-vaccines-are-experimental-and-they-are-not-secure
Eating raw onion along with organic salt or Sendha Salt can cure COVID-19.,Newsmeter.in,2021/04/20 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=eating-raw-onion-along-with-organic-salt-or-sendha-salt-can-cure-covid-19
"Vitamins, sunlight and alkaline foods cure COVID-19",AFP,2021/04/14 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=vitamins-sunlight-and-alkaline-foods-cure-covid-19
"Germany has discovered the cure for the coronavirus, the cause of the disease is a bacterium and the WHO has prohibited autopsies",Maldita.es,2021/04/13 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=germany-has-discovered-the-cure-for-the-coronavirus-the-cause-of-the-disease-is-a-bacterium-and-the-who-has-prohibited-autopsies
"A doctor from Romania believes that the official protocol for the treatment of covid-19 it is what kills patients, so she uses her own protocol, consults over the Internet and thus treats patients. According to the text shared on Facebook, 100 percent of her patients were cured without the slightest hospital treatment.",Vistinomer,2021/04/13 ,"North Macedonia, Romania",MISSING CONTEXT,https://www.poynter.org/?ifcn_misinformation=a-doctor-from-romania-believes-that-the-official-protocol-for-the-treatment-of-covid-19-it-is-what-kills-patients-so-she-uses-her-own-protocol-consults-over-the-internet-and-thus-treats-patients-ac
Publications that ensure that coffee prevents contagion and cures patients with coronavirus,Chequeado,2021/04/12 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=publications-that-ensure-that-coffee-prevents-contagion-and-cures-patients-with-coronavirus
"Flutamide, a cancer medicine, cures 100% of Covid-19 cases",Agência Lupa,2021/04/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=flutamide-a-cancer-medicine-cures-100-of-covid-19-cases
Bananas cure COVID-19.,Newsmeter.in,2021/04/09 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=bananas-cure-covid-19
