claim,fact-check agency,time,orginated,label,poynter_url
"A recipe involving a full lemon and ground cloves has cured a woman’s COVID-19 symptoms. She isn’t sure she and her maid actually had COVID-19, but she still encourages people who think they have it to take this recipe.",Fatabyyano,2020/03/27 ,"Middle East, North Africa",False,https://www.poynter.org/?ifcn_misinformation=a-recipe-involving-a-full-lemon-and-ground-cloves-has-cured-a-womans-covid-19-symptoms-she-isnt-sure-she-and-her-maid-actually-had-covid-19-but-she-still-encourages-people-who-think-they-have-it-t
Hydroxychloroquine and chloroquine are cures for the new coronavirus.,Full Fact,2020/03/27 ,United Kingdom,FALSE,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-and-chloroquine-are-cures-for-the-new-coronavirus
A Facebook post suggests that a scientist in the United States has found a cure for coronavirus.,Dubawa,2020/03/27 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-suggests-that-a-scientist-in-the-united-states-has-found-a-cure-for-coronavirus
Posts on social media claim that a “Spanish biological researcher” called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.,AFP,2020/03/27 ,"Mexico, United States",False,https://www.poynter.org/?ifcn_misinformation=posts-on-social-media-claim-that-a-spanish-biological-researcher-called-on-international-soccer-stars-cristiano-ronaldo-and-lionel-messi-to-find-a-cure-for-covid-19-since-they-earn-m
"Drinking a mix of baking soda and lemon as a hot tea cures COVID-19. Claims this “cure” has meant that there have been cases of COVID-19 in Israel, where the drink is popular.",AfricaCheck,2020/03/27 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=drinking-a-mix-of-baking-soda-and-lemon-as-a-hot-tea-cures-covid-19-claims-this-cure-has-meant-that-there-have-been-cases-of-covid-19-in-israel-where-the-drink-is-popular
Multiple posts shared thousands of times on Facebook claim that the United States has found a cure for the novel coronavirus.,AFP,2020/03/27 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=multiple-posts-shared-thousands-of-times-on-facebook-claim-that-the-united-states-has-found-a-cure-for-the-novel-coronavirus
"Inhaling the steam from boiled water with dissolved salt is an effective cure for COVID-19, the disease caused by the novel coronavirus.",Rappler,2020/03/27 ,Philippines,False,https://www.poynter.org/?ifcn_misinformation=inhaling-the-steam-from-boiled-water-with-dissolved-salt-is-an-effective-cure-for-covid-19-the-disease-caused-by-the-novel-coronavirus
An audio that says that MMS or sodium chlorite cures the coronavirus in 24 hours.,Maldita.es,2020/03/26 ,Spain,False,https://www.poynter.org/?ifcn_misinformation=an-audio-that-says-that-mms-or-sodium-chlorite-cures-the-coronavirus-in-24-hours
Dr. Li Wenliang recommends tea for treatment. Doctors in Wuhan cure COVID-19 with tea.,Teyit,2020/03/26 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=dr-li-wenliang-recommends-tea-for-treatment-doctors-in-wuhan-cure-covid-19-with-tea
Video post claiming that inhaling traditional appetizer salt with limestone can cure a COVID-19 infection.,FactCrescendo,2020/03/26 ,Myanmar,False,https://www.poynter.org/?ifcn_misinformation=video-post-claiming-that-inhaling-traditional-appetizer-salt-with-limestone-can-cure-a-covid-19-infection
"Augusto Heleno, Brazilian general, was cured from the COVID-19 infection using chloroquine.",Agência Lupa,2020/03/26 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=augusto-heleno-brazilian-general-was-cured-from-the-covid-19-infection-using-chloroquine
"An image has been shared hundreds of times in multiple posts on Facebook alongside a claim that shows a poster issued by activist group Extinction Rebellion stating “Corona is the cure, humans are the disease.”",AFP,2020/03/26 ,Australia,False,https://www.poynter.org/?ifcn_misinformation=an-image-has-been-shared-hundreds-of-times-in-multiple-posts-on-facebook-alongside-a-claim-that-shows-a-poster-issued-by-activist-group-extinction-rebellion-stating-corona-is-the-cure-humans
"A post has been shared multiple times on Facebook, Twitter and YouTube that claims consuming foods with a pH level above the pH level of the novel coronavirus could cure or prevent infection from the COVID-19 disease.",AFP,2020/03/26 ,Malaysia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-multiple-times-on-facebook-twitter-and-youtube-that-claims-consuming-foods-with-a-ph-level-above-the-ph-level-of-the-novel-coronavirus-could-cure-or-prevent-infection-from-the
Purchases of health products and health councils are taking advantage of the “hook” of the COVID-19 disease to sell online cures that are not endorsed by any official organization.,Maldita.es,2020/03/25 ,Spain,Explanatory,https://www.poynter.org/?ifcn_misinformation=purchases-of-health-products-and-health-councils-are-taking-advantage-of-the-hook-of-the-covid-19-disease-to-sell-online-cures-that-are-not-endorsed-by-any-official-organization
Chloroquine cures coronavirus,TjekDet.dk,2020/03/25 ,Denmark,No evidence,https://www.poynter.org/?ifcn_misinformation=chloroquine-cures-coronavirus
