claim,fact-check agency,time,orginated,label,poynter_url
The nanovaccine produced at home can cure the virus,La Silla Vacía,2021/01/27 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-nanovaccine-produced-at-home-can-cure-the-virus
Ecuador find the cure for coronavirus,La Silla Vacía,2021/01/25 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=ecuador-find-the-cure-for-coronavirus
The anti-parasite medication ivermectin is a “miracle drug” that cures the disease.,AFP,2021/01/15 ,France,Misleading,https://www.poynter.org/?ifcn_misinformation=the-anti-parasite-medication-ivermectin-is-a-miracle-drug-that-cures-the-disease
Coronil is an effective coronavirus cure.,VoxCheck,2021/01/13 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=coronil-is-an-effective-coronavirus-cure
Ivermectine is known as a miracle cure,AFP,2021/01/13 ,"France, South Korea",Missiing context,https://www.poynter.org/?ifcn_misinformation=ivermectine-is-known-as-a-miracle-cure
Ivermectine is a proven cure for Covid-19,AFP,2021/01/12 ,"France, South Africa, Brazil",Missing context,https://www.poynter.org/?ifcn_misinformation=ivermectine-is-a-proven-cure-for-covid-19
Serum made from equine plasma cures COVID-19,Aos Fatos,2021/01/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=serum-made-from-equine-plasma-cures-covid-19
"According to a greek priest, a new russian drug can cure COVID-19 making vaccines for this disease useless.",Ellinika Hoaxes,2021/01/03 ,Greece,Misleading,https://www.poynter.org/?ifcn_misinformation=according-to-a-greek-priest-a-new-russian-drug-can-cure-covid-19-making-vaccines-for-this-disease-useless
"Coronavirus isn’t a virus but a thrombosis which could be cured by aspirines, honey and lemon",Efecto Cocuyo,2021/01/01 ,Venezuela,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-isnt-a-virus-but-a-thrombosis-which-could-be-cured-by-aspirines-honey-and-lemon
Cure for coronavirus can never be found,Vishvas News,2020/12/27 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=cure-for-coronavirus-can-never-be-found-who
"There is a very effective, simple remedy that kills the virus in one go, and within three days all the symptoms disappear whether you have mild symptoms or severe symptoms. What is this simple effective “cure”? Put mild wormwood (artemisia annua) in one liter of brandy (rakija).",Vistinomer,2020/12/21 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-very-effective-simple-remedy-that-kills-the-virus-in-one-go-and-within-three-days-all-the-symptoms-disappear-whether-you-have-mild-symptoms-or-severe-symptoms-what-is-this-simple-effecti
"FROM COVID CENTERS NO ONE HAS CAME OUT ALIVE. THEY DO NOT TAKE YOU THERE TO CURE YOU. THEY TAKE PATIENTS THERE TO KILL THEM! THE DOCTOR ON DUTY DECIDES WHO WILL SURVIVE WHO WILL BE KILLED, THE NORM MUST BE FULFILLED – confession of a nurse from the Covid center",Vistinomer,2020/12/21 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=from-covid-centers-no-one-has-came-out-alive-they-do-not-take-you-there-to-cure-you-they-take-patients-there-to-kill-them-the-doctor-on-duty-decides-who-will-survive-who-will-be-killed-the-norm-mu
A Sri Lankan faith healer claims to have created a concoction that is a “miracle cure” for Covid-19 that will offer “lifetime protection” against the disease.,AFP,2020/12/15 ,Sri Lanka,FALSE,https://www.poynter.org/?ifcn_misinformation=a-sri-lankan-faith-healer-claims-to-have-created-a-concoction-that-is-a-miracle-cure-for-covid-19-that-will-offer-lifetime-protection-against-the-disease
Ingesting hydrogen peroxide will cure COVID-19,FactCheck Georgia,2020/12/14 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=ingesting-hydrogen-peroxide-will-cure-covid-19-2
"The best vaccine is not the American Pfizer, but Chinese one, and Georgia should start negotiations with China on the procurement, but the COVAX platform, which Georgia is part of, prohibits to buy the vaccine independently from other manufacturers, outside COVAX.",Myth Detector,2020/12/09 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-best-vaccine-is-not-the-american-pfizer-but-chinese-one-and-georgia-should-start-negotiations-with-china-on-the-procurement-but-the-covax-platform-which-georgia-is-part-of-prohibits-to-buy-th
