claim,fact-check agency,time,orginated,label,poynter_url
Garlic and guava leaf cure COVID-19.,Bolivia Verifica,2020/06/26 ,Bolivia,MISLEADING,https://www.poynter.org/?ifcn_misinformation=garlic-and-guava-leaf-cure-covid-19
COVID-19 is a thrombosis caused by bacteria. The cure was found in Italy.,Estadão Verifica,2020/06/25 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-a-thrombosis-caused-by-bacteria-the-cure-was-found-in-italy
Italian doctors defied WHO rule not to conduct autopsy and found that the Covid-19 caused by bacteria and aspirin is a cure.,Digiteye India,2020/06/25 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=italian-doctors-defied-who-rule-not-to-conduct-autopsy-and-found-that-the-covid-19-caused-by-bacteria-and-aspirin-is-a-cure
Nebulisations with drugs for bronchitis and natural remedies cure COVID-19.,Colombiacheck,2020/06/25 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=nebulisations-with-drugs-for-bronchitis-and-natural-remedies-cure-covid-19
A paramedic from the Ukrainian town of Rivne has cured the new coronavirus disease by the breath-holding technique.,VoxCheck,2020/06/25 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=a-paramedic-from-the-ukrainian-town-of-rivne-has-cured-the-new-coronavirus-disease-by-the-breath-holding-technique
COVID-19 is cured by gargling hot bicarbonate.,Colombiacheck,2020/06/23 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-is-cured-by-gargling-hot-bicarbonate
Biomagnetism cures coronavirus.,Bolivia Verifica,2020/06/20 ,Bolivia,FALSE,https://www.poynter.org/?ifcn_misinformation=biomagnetism-cures-coronavirus
The President of Madagascar said he received a bribe from the World Health Organization for having a cure for the coronavirus.,La Silla Vacía,2020/06/19 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-president-of-madagascar-said-he-received-a-bribe-from-the-world-health-organization-for-having-a-cure-for-the-coronavirus
The cure for coronavirus,La Silla Vacía,2020/06/19 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cure-for-coronavirus-ginger-lemon-onion-and-garlic
"An article stating that Italian authorities knew about a promising drug that could cure Covid-19, but they ignored it.",Facta,2020/06/19 ,Italy,MISLEADING,https://www.poynter.org/?ifcn_misinformation=an-article-stating-that-italian-authorities-knew-about-a-promising-drug-that-could-cure-covid-19-but-they-ignored-it
Boldo tea and quina quina tea prevent and even cure COVID-19.,Aos Fatos,2020/06/19 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=boldo-tea-and-quina-quina-tea-prevent-and-even-cure-covid-19
"Azithromycin, nitazoxanide and ivermectin cure COVID-19 if taken when symptoms are first noticed.",Estadão Verifica,2020/06/18 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=azithromycin-nitazoxanide-and-ivermectin-cure-covid-19-if-taken-when-symptoms-are-first-noticed
"A doctor claims she successfully treated 20 patients with ivermectin, and therefore there is a cure for COVID-19",Estadão Verifica,2020/06/18 ,Brazil,Misleading,https://www.poynter.org/?ifcn_misinformation=a-doctor-claims-she-successfully-treated-20-patients-with-ivermectin-and-therefore-there-is-a-cure-for-covid-19
Doctors of a hospital in New Zealand are cheering in this video after they cure the last COVID-19 patient of their country and shut the COVID-19 ward.,BOOM FactCheck,2020/06/18 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=doctors-of-a-hospital-in-new-zealand-are-cheering-in-this-video-after-they-cure-the-last-covid-19-patient-of-their-country-and-shut-the-covid-19-ward
Gargling with warm water and salt cure the coronavirus.,La Silla Vacía,2020/06/16 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=gargling-with-warm-water-and-salt-cure-the-coronavirus
