claim,fact-check agency,time,orginated,label,poynter_url
Aspirin cures COVID-19.,PesaCheck,2020/05/23 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=aspirin-cures-covid-19
An image of a doctor who found the cure for the coronavirus.,La Silla Vacía,2020/05/22 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-of-a-doctor-who-found-the-cure-for-the-coronavirus
Italy found the cure to the coronavirus and the illness is due to 5G.,Newtral.es,2020/05/22 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=italy-found-the-cure-to-the-coronavirus-and-the-illness-is-due-to-5g
"In 2003, the media talked about the coronavirus and we already have a cure for the virus.",La Silla Vacía,2020/05/21 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=in-2003-the-media-talked-about-the-coronavirus-and-we-already-have-a-cure-for-the-virus-2
"99% of all COVID-19 patients in Itaperuna, Rio de Janeiro state, have been cured after being treated with chloroquine.",Agência Lupa,2020/05/21 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=99-of-all-covid-19-patients-in-itaperuna-rio-de-janeiro-state-have-been-cured-after-being-treated-with-chloroquine
A blog article stating that the WHO paid the president of Madagascar to “poison the cure for coronavirus”.,Facta,2020/05/21 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-blog-article-stating-that-the-who-paid-the-president-of-madagascar-to-poison-the-cure-for-coronavirus
A WhatsApp message claims that Italy announced the cure for COVID-19.,OjoPúblico,2020/05/20 ,Peru,FALSE,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-claims-that-italy-announced-the-cure-for-covid-19
Hydroxychloroquine cures COVID-19.,Full Fact,2020/05/20 ,United Kingdom,FALSE,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-cures-covid-19
There are no antibiotics to cure the coronavirus.,Bolivia Verifica,2020/05/19 ,Bolivia,Misleading,https://www.poynter.org/?ifcn_misinformation=there-are-no-antibiotics-to-cure-the-coronavirus
High dosage of Vitamin D is found to be effective as a cure or prevention measure for COVID-19.,FactCrescendo,2020/05/19 ,Myanmar,FALSE,https://www.poynter.org/?ifcn_misinformation=high-dosage-of-vitamin-d-is-found-to-be-effective-as-a-cure-or-prevention-measure-for-covid-19
Portuguese university discovered the cure for COVID-19.,Poligrafo,2020/05/19 ,Portugal,FALSE,https://www.poynter.org/?ifcn_misinformation=portuguese-university-discovered-the-cure-for-covid-19
Articles shared thousands of times on Facebook and Twitter claim Rwandan President Paul Kagame censured the World Health Organization (WHO) for rejecting a herbal tonic touted by the Madagascan government as a cure for COVID-19.,AFP,2020/05/19 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=articles-shared-thousands-of-times-on-facebook-and-twitter-claim-rwandan-president-paul-kagame-censured-the-world-health-organization-who-for-rejecting-a-herbal-tonic-touted-by-the-madagascan-govern
"Herbal tea made of malunggay and kamias leaves is a cure for COVID-19, the disease caused by the novel coronavirus.",Rappler,2020/05/18 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=herbal-tea-made-of-malunggay-and-kamias-leaves-is-a-cure-for-covid-19-the-disease-caused-by-the-novel-coronavirus
"Humans are getting sick because the “bioengineered” coronavirus in one’s body is reacting to 5G, and a coronavirus vaccine “with an RFID chip” will be introduced as the cure for the disease, called “mark of the beast.”",VERA Files,2020/05/18 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=humans-are-getting-sick-because-the-bioengineered-coronavirus-in-ones-body-is-reacting-to-5g-and-a-coronavirus-vaccine-with-an-rfid-chip-will-be-introduce
"A mixture of lemon, ginger, and hot water can cure COVID-19.",PesaCheck,2020/05/18 ,Tanzania,FALSE,https://www.poynter.org/?ifcn_misinformation=a-mixture-of-lemon-ginger-and-hot-water-can-cure-covid-19
