claim,fact-check agency,time,orginated,label,poynter_url
Prof. Shenme Minzi from Zanjan University said lemon cure is helpful for COVID-19.,Teyit,2020/03/30 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=prof-shenme-minzi-from-zanjan-university-said-lemon-cure-is-helpful-for-covid-19
"Drinking unsweetened black tea before the sun rises cures coronavirus. This was prophetised by a newborn baby, who died shortly after uttering the cure.",AfricaCheck,2020/03/30 ,Kenya,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-unsweetened-black-tea-before-the-sun-rises-cures-coronavirus-this-was-prophetised-by-a-newborn-baby-who-died-shortly-after-uttering-the-cure
Breathing steam from boiling citrus peels prevents and cures coronavirus.,AfricaCheck,2020/03/30 ,Nigeria,False,https://www.poynter.org/?ifcn_misinformation=breathing-steam-from-boiling-citrus-peels-prevents-and-cures-coronavirus
Official news,Pagella Politica,2020/03/29 ,Italy,Misleading,https://www.poynter.org/?ifcn_misinformation=official-news-in-naples-people-have-used-tocilizumab-a-drug-that-will-cure-covid-19
There is now a COVID-19 cure from the USA.,FactCrescendo,2020/03/29 ,"Sri Lanka, India",False,https://www.poynter.org/?ifcn_misinformation=there-is-now-a-covid-19-cure-from-the-usa
An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19.,Fatabyyano,2020/03/29 ,"Middle East, North Africa",False,https://www.poynter.org/?ifcn_misinformation=an-ancient-egyptian-food-consisting-of-dry-corchorus-olitorius-with-lemon-and-garlic-can-prevent-and-cure-covid-19
It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects.,FactCrescendo,2020/03/29 ,India,False,https://www.poynter.org/?ifcn_misinformation=it-is-predicted-that-using-turmeric-can-cure-coronavirus-in-india-in-a-newborn-baby-suffering-from-birth-defects
Photo shows a man was cured of COVID-19 by hydroxychloroquine.,Aos Fatos,2020/03/28 ,Brazil,Partially false,https://www.poynter.org/?ifcn_misinformation=photo-shows-a-man-was-cured-of-covid-19-by-hydroxychloroquine
Neem leaves can cure COVID-19.,FactCrescendo,2020/03/28 ,Myanmar,False,https://www.poynter.org/?ifcn_misinformation=neem-leaves-can-cure-covid-19
Boiled sumac cures COVID-19.,Teyit,2020/03/28 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=boiled-sumac-cures-covid-19
MMS drug cures COVID-19,Fatabyyano,2020/03/28 ,Kuwait,FALSE,https://www.poynter.org/?ifcn_misinformation=mms-drug-cures-covid-19
The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.,FactCrescendo,2020/03/28 ,India,False,https://www.poynter.org/?ifcn_misinformation=the-viral-text-message-claims-that-the-chemical-substances-methylxanthines-required-to-cure-covid-19-can-be-found-in-tea-dr-li-wenliang-had-found-this-cure-while-researching-about-coronavirus-befo
"French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoult’s protocol with chloroquine.",AFP,2020/03/28 ,France,False,https://www.poynter.org/?ifcn_misinformation=french-state-approved-a-medical-protocol-with-plaquenil-lopinavir-ritonavir-to-cure-covid-19-which-is-more-expensive-than-pr-raoults-protocol-with-chloroquine
A photo shows a COVID-19 vaccine that can cure a patient in three hours.,VERA Files,2020/03/27 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-shows-a-covid-19-vaccine-that-can-cure-a-patient-in-three-hours
"“A few hours ago, China officially announced the success of the Cuban serum that Dr. Hala, Cuba’s Minister of Health, presented to the Chinese Ministry of Health to treat the coronavirus , which turned out to be 100% effective in more than seven cases that have been cured”",Colombiacheck,2020/03/27 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=a-few-hours-ago-china-officially-announced-the-success-of-the-cuban-serum-that-dr-hala-cubas-minister-of-health-presented-to-the-chinese-ministry-of-health-to-treat-the-coronavirus-whi
