claim,fact-check agency,time,orginated,label,poynter_url
Lactoferrin cures or prevents coronavirus.,Maldita.es,2020/04/14 ,Spain,No evidence,https://www.poynter.org/?ifcn_misinformation=lactoferrin-cures-or-prevents-coronavirus
Coffee cures coronavirus disease.,Teyit,2020/04/14 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=coffee-cures-coronavirus-disease
A picture of Syrian President Bashar Al-Assad researching a cure for Covid-19.,Misbar,2020/04/13 ,Syria,FALSE,https://www.poynter.org/?ifcn_misinformation=a-picture-of-syrian-president-bashar-al-assad-researching-a-cure-for-covid-19
Kalonji seeds (Nigella Seeds) contain hydroxychloroquine and can help cure COVID-19.,The Quint,2020/04/13 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=kalonji-seeds-nigella-seeds-contain-hydroxychloroquine-and-can-help-cure-covid-19
"COVID-19 can be cured within 12 hours by taking a combination of hydroxychloroquine, which is used to treat malaria, and ‘zpac’, which is an antiobiotic called azithromycin.",TheJournal.ie,2020/04/13 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-can-be-cured-within-12-hours-by-taking-a-combination-of-hydroxychloroquine-which-is-used-to-treat-malaria-and-zpac-which-is-an-antiobiotic-called-azithromycin
Steam inhalation cures COVID-19 .,Teyit,2020/04/13 ,Turkey,False,https://www.poynter.org/?ifcn_misinformation=steam-inhalation-cures-covid-19
Hydroxychloroquine-azithromycin is a proven cure for COVID-19 patients.,Science Feedback,2020/04/12 ,United States,Misleading,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-azithromycin-is-a-proven-cure-for-covid-19-patients
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,Vishvas News,2020/04/11 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-has-no-deaths-from-covid-19-tea-made-of-lemon-and-bicarbonate-can-cure-coronavirus-2
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.,Vishvas News,2020/04/10 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=israel-has-no-deaths-from-covid-19-tea-made-of-lemon-and-bicarbonate-can-cure-coronavirus
Coffee can cure COVID-19.,Colombiacheck,2020/04/10 ,"Colombia, Venezuela",False,https://www.poynter.org/?ifcn_misinformation=coffee-can-cure-covid-19
A mixture of camel milk and urine will cure COVID-19.,Fatabyyano,2020/04/10 ,"Middle East, North Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=a-mixture-of-camel-milk-and-urine-will-cure-covid-19
Instagram posts marketing Cinchona bark powder as the substance from which the drug chloroquine is made and suggesting the powder as a potential protection or cure for COVID-19.,AAP FactCheck,2020/04/10 ,Australia,FALSE,https://www.poynter.org/?ifcn_misinformation=instagram-posts-marketing-cinchona-bark-powder-as-the-substance-from-which-the-drug-chloroquine-is-made-and-suggesting-the-powder-as-a-potential-protection-or-cure-for-covid-19
"Chlorine dioxide, or Miracle Mineral Solution (MMS) can cure COVID-19.",Colombiacheck,2020/04/09 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=chlorine-dioxide-or-miracle-mineral-solution-mms-can-cure-covid-19
"Drinking garlic, onion, lemon and ginger as a drink cures COVID-19 .",Newtral.es,2020/04/09 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=drinking-garlic-onion-lemon-and-ginger-as-a-drink-cures-covid-19
An audio of an alleged pulmonologist at the Regional University Hospital of Malaga who talks about cures for coronavirus.,Maldita.es,2020/04/09 ,Spain,Explanatory,https://www.poynter.org/?ifcn_misinformation=an-audio-of-an-alleged-pulmonologist-at-the-regional-university-hospital-of-malaga-who-talks-about-cures-for-coronavirus
