,title,media,date,datetime,desc,link,img
0,Russia's fast-track coronavirus vaccine draws outrage over ...,Nature,"Aug 11, 2020",2020-08-11,"Russian President Vladimir Putin announced on 11 August that the country's 
health regulator had become the first in the world to approve a coronavirus 
vaccine...",https://www.nature.com/articles/d41586-020-02386-2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Russia Covid-19 vaccine is world's first approved amid ...,Pharmaceutical Technology,"Aug 12, 2020",2020-08-12,"Russia has awarded regulatory approval to a Covid-19 vaccine, becoming the 
first country in the world to register a coronavirus vaccine for use. Free 
Report.",https://www.pharmaceutical-technology.com/news/russia-covid-19-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,Russia Covid Vaccine: What you need to know about 'Sputnik V' vaccine wey President Putin approve,BBC,"Aug 11, 2020",2020-08-11,"Russia Covid Vaccine: What you need to know about 'Sputnik V' vaccine wey 
President Putin approve. 11 August 2020. A scientist prepares samples 
during the...",https://www.bbc.com/pidgin/world-53739083,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,How the race for a Covid-19 vaccine is getting dirty,The Guardian,"Aug 30, 2020",2020-08-30,"Researchers around the world set to work building vaccines against 
Covid-19, as the disease became known, and the first candidate entered 
human trials on 16...",https://www.theguardian.com/society/2020/aug/30/how-the-race-for-a-covid-19-vaccine-got-dirty,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Phase 3 Clinical Testing in the US of AstraZeneca COVID-19 ...,National Institutes of Health (NIH),"Aug 31, 2020",2020-08-31,"A multi-site, Phase 3 clinical trial evaluating an investigational COVID-19 
vaccine known as AZD1222 has begun. The trial will enroll approximately 
30,000...",https://www.nih.gov/news-events/news-releases/phase-3-clinical-testing-us-astrazeneca-covid-19-vaccine-candidate-begins,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,FDA willing to fast track coronavirus vaccine before phase three trials end,CNBC,"Aug 30, 2020",2020-08-30,"FDA Commissioner Stephen Hahn told the Financial Times he's willing to 
consider granting emergency authorization for a Covid-19 vaccine before 
clinical...",https://www.cnbc.com/2020/08/30/fda-willing-to-fast-track-coronavirus-vaccine-before-phase-three-trials.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,America’s Obesity Epidemic Threatens Effectiveness of Any COVID Vaccine,Kaiser Health News,"Aug 6, 2020",2020-08-06,"For a world crippled by the coronavirus, salvation hinges on a vaccine. ... 
“Will we have a COVID vaccine next year tailored to the obese?",https://khn.org/news/americas-obesity-epidemic-threatens-effectiveness-of-any-covid-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"As Trump pushes Covid vaccine, FDA soothes fears",Politico,"Aug 24, 2020",2020-08-24,"FDA chief Stephen Hahn is stepping up efforts to convince Americans that 
his agency won't sacrifice the safety or efficacy of a coronavirus vaccine 
for the...",https://www.politico.com/news/2020/08/24/fdasoothe-coronavirus-vaccine-fears-400121,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Oxford’s COVID vaccine deal with AstraZeneca raises concerns about access and pricing,Fortune,"Aug 24, 2020",2020-08-24,"Other companies working on coronavirus vaccines have followed the same 
line, collecting billions in government grants, hoarding patents, revealing 
as little...",https://fortune.com/2020/08/24/oxford-astrazeneca-covid-vaccine-deal-pricing-profit-concerns/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Scientists worry FDA could be pressured to approve COVID-19 vaccine before it's fully tested,USA Today,"Aug 26, 2020",2020-08-26,"Scientists worry FDA could be pressured to approve COVID-19 vaccine before 
it's fully tested. Elizabeth Weise. USA TODAY.",https://www.usatoday.com/story/news/2020/08/26/could-fda-bullied-into-approving-coronavirus-vaccine-too-early/5632683002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
