,title,media,date,datetime,desc,link,img
0,Boris Johnson: Covid vaccine hunt is 'most urgent endeavour of our lives',The Guardian,"May 3, 2020",2020-05-03 00:00:00.000000,"The race for a coronavirus vaccine is “the most urgent shared endeavour of 
our ... The UK prime minister is co-hosting the virtual coronavirus 
global...",https://www.theguardian.com/world/2020/may/03/boris-johnson-cooperation-coronavirus-vaccine-bid,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,What the phase 1 trials of the first COVID-19 vaccine really mean,The Conversation,"May 21, 2020",2020-05-21 00:00:00.000000,"What is a vaccine? A vaccine imitates the infection to give the immune 
system a preview of the disease. Vaccination became a public health tool 
after Edward...",https://theconversation.com/what-the-phase-1-trials-of-the-first-covid-19-vaccine-really-mean-139020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,First COVID Vaccine Tested on Humans Shows Promise,WebMD,"May 19, 2020",2020-05-19 00:00:00.000000,"The CDC says there's a preference for the mRNA (Pfizer and Moderna) 
COVID-19 vaccines over the Johnson & Johnson vaccine. This is based on data 
from the...",https://www.webmd.com/vaccines/covid-19-vaccine/news/20200519/first-covid-vaccine-tested-on-humans-shows-promise,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Early data show Moderna Covid-19 vaccine generates ...,Stat News,"May 18, 2020",2020-05-18 00:00:00.000000,"A candidate vaccine for Covid-19 developed by the drug maker Moderna 
appears to generate an immune response similar to the response seen in 
people who have...",https://www.statnews.com/2020/05/18/early-data-show-moderna-covid-19-vaccine-generates-immune-response/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Trump administration outlines audacious plan to deliver ...,Stat News,"May 15, 2020",2020-05-15 00:00:00.000000,"President, I have very recently seen early data from a clinical trial with 
a coronavirus vaccine,” he said to applause. “These data make me feel even 
more...",https://www.statnews.com/2020/05/15/trump-audacious-plan-vaccine-covid19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,AstraZeneca receives $1 billion in U.S. funding for Oxford University coronavirus vaccine,CNBC,"May 21, 2020",2020-05-21 00:00:00.000000,"The U.S. Biomedical Advanced Research and Development Authority has given 
AstraZeneca more than $1 billion in funding for the coronavirus vaccine.",https://www.cnbc.com/2020/05/21/coronavirus-us-gives-astrazenena-1-billion-for-oxford-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,"Just half of Americans plan on getting Covid-19 vaccine, poll shows",The Guardian,"May 27, 2020",2020-05-27 00:00:00.000000,"Trump has routinely touted the speedy development of a vaccine as America's 
path out of the coronavirus pandemic, which has taken nearly 100,000 lives 
in the US...",https://www.theguardian.com/world/2020/may/27/americans-covid-19-vaccine-poll,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Investigational ChAdOx1 nCoV-19 vaccine protects monkeys ...,National Institutes of Health (NIH),"May 15, 2020",2020-05-15 00:00:00.000000,"The findings are not yet peer-reviewed but are being shared to assist the 
public health response to COVID-19. Based on these data, a Phase 1 trial of 
the...",https://www.nih.gov/news-events/news-releases/investigational-chadox1-ncov-19-vaccine-protects-monkeys-against-covid-19-pneumonia,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Donald Trump says coronavirus will 'go away without a ...,The Guardian,"May 9, 2020",2020-05-09 00:00:00.000000,"Donald Trump has asserted with no evidence that the coronavirus pandemic 
will 'go away without a vaccine'. Without mentioning specifics, he pointed 
to other...",https://www.theguardian.com/us-news/video/2020/may/09/donald-trump-coronavirus-will-go-away-without-a-vaccine-video,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,A leading COVID-19 vaccine scientist answers our questions,The World Economic Forum,"May 1, 2020",2020-05-01 00:00:00.000000,"COVID-19 is a respiratory infection and those with a mild infection will 
not be exposed to much virus because it will only be on their respiratory 
surfaces. The...",https://www.weforum.org/agenda/2020/05/covid19-vaccine-researcher-questions/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,Ousted vaccine director files whistleblower complaint alleging coronavirus warnings were ignored,CNN,"May 5, 2020",2020-05-05 00:00:00.000000,"Rick Bright, the ousted director of the office involved in developing a 
coronavirus vaccine, formally filed an extensive whistleblower complaint 
Tuesday...",https://www.cnn.com/2020/05/05/politics/rick-bright-complaint/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,"Rick Bright, Former Top Vaccine Scientist, Files Whistleblower ...",NPR,"May 5, 2020",2020-05-05 00:00:00.000000,"Bright says in the complaint that he raised concerns in January about the 
need to prepare for the coronavirus but encountered opposition from Trump...",https://www.npr.org/sections/coronavirus-live-updates/2020/05/05/850960344/rick-bright-former-top-vaccine-scientist-files-whistleblower-complaint,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,Vaccine expert says demotion followed criticism of ...,Stat News,"May 5, 2020",2020-05-05 00:00:00.000000,"Vaccine expert says he was punished for raising concerns about Trump's 
coronavirus response, nepotism. Nicholas Florko. By Nicholas Florko May 5, 
2020.",https://www.statnews.com/2020/05/05/vaccine-expert-says-he-was-punished-for-raising-concerns-about-trumps-coronavirus-response-nepotism/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,Donors give COVID-19 vaccine research a €7.4B boost,Devex,"May 4, 2020",2020-05-04 00:00:00.000000,"LONDON — A coronavirus pledging conference convened by the European Union 
has raised €7.4 billion ($8.1 billion) to fund the research and equitable...",https://www.devex.com/news/donors-give-covid-19-vaccine-research-a-7-4b-boost-97162,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,"World Leaders, Madonna Raise $8 Billion for COVID-19 Vaccine",Interesting Engineering,"May 4, 2020",2020-05-04 00:00:00.000000,"World leaders pledge billions toward COVID-19 vaccine · UPDATE May 4, 3:30 
PM EDT: Breakdown of EU Commission pledge for coronavirus vaccine.",https://interestingengineering.com/world-leaders-madonna-raise-more-than-8-billion-for-covid-19-vaccine-fight,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,"Countries pledge $8 billion for coronavirus vaccine, but U.S. absent",NBC News,"May 5, 2020",2020-05-05 00:00:00.000000,"Countries pledge $8 billion for coronavirus vaccine, but U.S. absent. A 
Trump administration official said the U.S. is already a leader in the 
fight against the...",https://www.nbcnews.com/news/world/countries-pledge-8-billion-coronavirus-vaccine-u-s-absent-n1200066,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Coronavirus: Professor Bing Liu researching COVID-19 killed ...,ABC7,"May 6, 2020",2020-05-06 00:00:00.000000,"Coronavirus: Professor Bing Liu researching COVID-19 killed in apparent ... 
Some parents skip their children's vaccine appointments over COVID fears...",https://abc7.com/bing-liu-professor-murder-suicide-shooting/6156698/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,"Opinion | In the Race for a Coronavirus Vaccine, We Must Go Big. Really, Really Big.",The New York Times,"May 4, 2020",2020-05-04 00:00:00.000000,"Today, the U.S. government could go big and create a Covid-19 vaccine 
A.M.C., guaranteeing to spend about $70 billion on new vaccines — enough to 
make direct...",https://www.nytimes.com/2020/05/04/opinion/coronavirus-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,"Chinese vaccine would be 'global public good,' Xi says",Politico,"May 18, 2020",2020-05-18 00:00:00.000000,"China will treat a coronavirus vaccine developed there as a “global public 
good,” President Xi Jinping said Monday. China has some of the leading 
candidates...",https://www.politico.com/news/2020/05/18/chinese-vaccine-would-be-global-public-good-xi-says-265039,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
