,title,media,date,datetime,desc,link,img
0,A COVID-19 vaccine at what price? Should all Americans be able to get a shot for free?,USA Today,"Jul 21, 2020",2020-07-21,"In the case of COVID-19 vaccines, the federal government is taking away 
that risk, signing billion-dollar contracts with a handful of companies to 
design and...",https://www.usatoday.com/story/news/health/2020/07/21/should-government-funded-covid-19-vaccine-free-all-americans/5426531002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Encouraging results from phase 1/2 COVID-19 vaccine trials,The Lancet,"Jul 20, 2020",2020-07-20,"The Ad5-vectored COVID-19 vaccine at 5 × 1010 viral particles is safe, and 
induced significant immune responses in the majority of recipients after a 
single...",https://www.thelancet.com/lancet/article/s0140-6736(20)31611-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,"Over 100,000 People Volunteered For Covid-19 Vaccine Trial In Less Than Two Weeks",Forbes,"Jul 20, 2020",2020-07-20,"About 138,600 Americans have already volunteered to participate in clinical 
trials for a Covid-19 vaccine less than two weeks after the launch of a 
national...",https://www.forbes.com/sites/danielcassady/2020/07/20/over-100000-people-volunteered-for-covid-19-vaccine-trial-in-less-than-two-weeks/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,"Covid-19 vaccines, economies in peril after Russian APT29 ...",SC Magazine,"Jul 17, 2020",2020-07-17,"Warnings by officials in the U.S., U.K. and Canada that Russia's Cozy Bear, 
APT29, is actively trying to steal Covid-19 vaccine research by hacking 
vaccine...",https://www.scmagazine.com/home/security-news/apts-cyberespionage/covid-19-vaccines-economies-in-peril-after-russian-apt29-attacks/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,UK '95% sure' Russian hackers tried to steal coronavirus vaccine research,The Guardian,"Jul 17, 2020",2020-07-17,"... is “more than 95%” sure that Russian state-sponsored hackers targeted 
UK, US and Canadian organisations involved in developing a coronavirus 
vaccine.",https://www.theguardian.com/world/2020/jul/17/russian-hackers-steal-coronavirus-vaccine-uk-minister-cyber-attack,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,"U.S., U.K., Canada warn that Russian intelligence targeting ...",FCW,"Jul 16, 2020",2020-07-16,"... into organizations involved in developing a vaccine for the raging 
pandemic. ... has been targeting COVID-19 vaccine development in the United 
States,...",https://fcw.com/security/2020/07/us-uk-canada-warn-that-russian-intelligence-targeting-covid-vaccine-data/257892/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Hopeful results from phase 1 Moderna COVID vaccine trial,CIDRAP,"Jul 15, 2020",2020-07-15,"The vaccine was designed to cause the body to produce neutralizing 
antibodies against the novel coronavirus's spike protein, which the virus 
uses to bind to and...",https://www.cidrap.umn.edu/news-perspective/2020/07/hopeful-results-phase-1-moderna-covid-vaccine-trial,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Global Phase 2/3 Clinical Trial for COVID-19 Vaccine Starts at ...,NYU Langone Health,"Jul 27, 2020",2020-07-27,"The study will measure whether the vaccine candidate can protect against 
COVID-19 infection with severe acute respiratory syndrome coronavirus 2...",https://nyulangone.org/news/global-phase-23-clinical-trial-covid-19-vaccine-starts-nyu-langone-health,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,U.S. sets global benchmark for COVID-19 vaccine price at ...,Reuters,"Jul 23, 2020",2020-07-23,"(Reuters) - The U.S. government has set a benchmark for COVID-19 vaccine 
pricing in a $2 billion deal announced on Wednesday with Pfizer Inc PFE.",https://www.reuters.com/article/us-health-coronavirus-vaccine-pricing-an-idUSKCN24O1DA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,"Fauci Optimistic About COVID-19 Vaccines, Though Immunity ...",Scientific American,"Jul 31, 2020",2020-07-31,"If approved, a COVID vaccine created by researchers at Oxford University 
and drugmaker AstraZeneca would be the first licensed vaccine to use a 
virus that...",https://www.scientificamerican.com/article/fauci-optimistic-about-covid-19-vaccines-though-immunity-unknowns-complicate-development/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,US Accuses Chinese Hackers of Stealing COVID Vaccine ...,The Diplomat,"Jul 22, 2020",2020-07-22,"US Accuses Chinese Hackers of Stealing COVID Vaccine Research. The wisdom 
and morality of serious intellectual property enforcement during a pandemic 
are...",https://thediplomat.com/2020/07/us-accuses-chinese-hackers-of-stealing-covid-vaccine-research/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
