,title,media,date,datetime,desc,link,img
0,Pfizer says COVID vaccine is highly effective against Delta ...,Reuters,"Jun 24, 2021",2021-06-24,"JERUSALEM, June 24 (Reuters) - The Pfizer-BioNTech >PFE.N< vaccine is 
highly effective against the Delta variant of COVID-19, a Pfizer official 
in Israel...",https://www.reuters.com/business/healthcare-pharmaceuticals/pfizer-says-covid-vaccine-highly-effective-against-delta-variant-2021-06-24/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,The Delta variant is spreading. See your state’s COVID vaccination rate,Fortune,"Jun 23, 2021",2021-06-23,"See your state's COVID vaccination rate ... against COVID, but the stakes 
for advancing the nation's vaccine drive remain high as the Delta 
variant—the...",https://fortune.com/2021/06/23/delta-variant-state-covid-vaccination-rate/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,COVID-19 and the delta variant: Which vaccines are effective?,Medical News Today,"Jun 22, 2021",2021-06-22,"Scientists are studying how well COVID-19 vaccines work against the delta 
variant of SARS-CoV-2. We discuss the latest findings. Delta variant 
COVID-19...",https://www.medicalnewstoday.com/articles/covid-19-which-vaccines-are-effective-against-the-delta-variant,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Are COVID Vaccines FDA Approved? Here's How the Process Works,NBC Chicago,"Jun 3, 2021",2021-06-03,"Currently, no coronavirus vaccine is fully approved by the FDA, but three 
were given emergency use authorization by the agency...",https://www.nbcchicago.com/news/coronavirus/are-covid-vaccines-fda-approved-heres-how-the-process-works-2/2524845/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,"Caught in a 'pickle,' millions of Americans might not have had an adequate response to the Covid-19 vaccine",CNN,"Jun 5, 2021",2021-06-05,"Tatelman had recently received her second dose of Pfizer's Covid-19 
vaccine, and the end of the pandemic was finally in sight. Maybe soon she 
could play...",https://www.cnn.com/2021/06/04/health/covid-19-vaccine-immunosuppressants/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Heart reaction probed as possible rare Covid-19 vaccine link ...,STAT News,"Jun 4, 2021",2021-06-04,"The CDC hasn't determined if there's really a link to the shots, and 
continues to urge that everyone 12 and older get vaccinated against 
Covid-19,...",https://www.statnews.com/2021/06/04/heart-reaction-probed-as-possible-rare-covid-19-vaccine-link-in-teens/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Pfizer COVID vaccine: Next phase of trials in young children to ...,USA Today,"Jun 8, 2021",2021-06-08,"Pfizer COVID-19 vaccine for younger kids on track, with shots to come in 
the fall, company says ... Pfizer released details Tuesday about the 
progress of its...",https://www.usatoday.com/story/news/health/2021/06/08/pfizer-covid-vaccine-next-phase-trials-young-children-begin/7602063002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,FDA tells Johnson & Johnson to toss 60 million Covid vaccine doses,NBC News,"Jun 11, 2021",2021-06-11,"The Food and Drug Administration has told Johnson & Johnson to discard 
about 60 million doses of its Covid-19 vaccine that were produced at a 
troubled plant...",https://www.nbcnews.com/health/health-news/fda-tells-johnson-johnson-toss-60-million-covid-vaccine-doses-n1270521,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,CDC group says there isn't enough data yet to recommend Covid booster shots,CNBC,"Jun 23, 2021",2021-06-23,"A booster shot of a Covid-19 vaccine may only be necessary for those most 
at risk of severe disease, according to a CDC vaccine safety group.",https://www.cnbc.com/2021/06/23/covid-vaccine-cdc-group-says-there-isnt-enough-data-yet-to-recommend-booster-shots.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Malawi Facing COVID Vaccine Shortage after Burning Expired Doses,Voice of America,"Jun 18, 2021",2021-06-18,"Malawi authorities say the country is quickly running out of coronavirus 
vaccines as confirmed infections surge to nearly 35,000 and 1,200 deaths in 
a third...",https://www.voanews.com/a/covid-19-pandemic_malawi-facing-covid-vaccine-shortage-after-burning-expired-doses/6207185.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
