,title,media,date,datetime,desc,link,img
0,COVID-19 Vaccine Breakthrough Cases: Data from the States,KFF,"Jul 30, 2021",2021-07-30,"While COVID-19 vaccines are highly effective at preventing severe disease, 
hospitalization, and death from COVID-19 and also reduce the likelihood of 
mild...",https://www.kff.org/policy-watch/covid-19-vaccine-breakthrough-cases-data-from-the-states/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Why Are Vaccinated People Getting Breakthrough COVID-19 ...,Verywell Health,"Jul 28, 2021",2021-07-28,"Key Takaways · A limited number of people who have been vaccinated may 
still get a ""breakthrough"" COVID-19 infection. · However, research shows 
that vaccinated...",https://www.verywellhealth.com/vaccinated-people-mild-breakthrough-infections-5194362,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,Remarks by President Biden Laying Out the Next Steps in Our ...,The White House,"Jul 29, 2021",2021-07-29,"We have enough vaccine for everyone to get vaccinated. ... parts of the 
country where COVID cases are substantially high, where people didn't get 
vaccinated...",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/29/remarks-by-president-biden-laying-out-the-next-steps-in-our-effort-to-get-more-americans-vaccinated-and-combat-the-spread-of-the-delta-variant/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Biden Orders Military to Move Toward Mandatory COVID Vaccine,Military.com,"Jul 29, 2021",2021-07-29,"Biden said making the vaccines mandatory is important because troops often 
serve in places where vaccination rates are low and COVID is prevalent. 
Read Next:...",https://www.military.com/daily-news/2021/07/29/biden-orders-military-move-toward-mandatory-covid-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,"Covid vaccines for kids under 12 expected midwinter, FDA official says",NBC News,"Jul 15, 2021",2021-07-15,"Emergency authorization for Covid-19 vaccines in children under 12 could 
come ... The agency hopes to then move quickly to full approval of the 
vaccine for...",https://www.nbcnews.com/health/health-news/vaccines-kids-under-age-12-expected-mid-winter-fda-official-n1274057,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Johnson & Johnson's COVID Vaccine Is Effective Against The ...,NPR,"Jul 1, 2021",2021-07-01,"Johnson & Johnson's COVID-19 vaccine offers strong protection against the 
delta variant of the coronavirus, the company said Thursday.",https://www.npr.org/sections/coronavirus-live-updates/2021/07/01/1012372893/johnson-johnsons-covid-vaccine-is-effective-against-the-delta-variant-studies-fi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Pfizer to seek FDA authorization for 3rd Covid vaccine dose,NBC News,"Jul 8, 2021",2021-07-08,"Research shows two doses of mRNA vaccines offer strong protection against 
the highly contagious delta variant. /. Pfizer says Covid booster shot may 
offer...",https://www.nbcnews.com/health/health-news/pfizer-seek-ok-3rd-covid-vaccine-dose-shots-still-protect-n1273426,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,The great vaccine robbery: Pharmaceutical corporations ...,ReliefWeb,"Jul 29, 2021",2021-07-29,"The cost of vaccinating the world against COVID-19 could be at least five 
times cheaper if pharmaceutical companies weren't profiteering from their 
monopolies...",https://reliefweb.int/report/world/great-vaccine-robbery-pharmaceutical-corporations-charge-excessive-prices-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Is J&J's COVID-19 shot good enough? Experts say yes but want more data.,USA Today,"Jul 22, 2021",2021-07-22,"Since then, the J&J vaccine has been given far less often than the other 
two authorized vaccines, accounting for one-tenth as many shots as 
Moderna's vaccine,...",https://www.usatoday.com/story/news/health/2021/07/22/johnson-johnson-one-dose-covid-vaccine-good-enough/8045313002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Pfizer will seek FDA approval of a COVID vaccine booster shot in August,Fortune,"Jul 8, 2021",2021-07-08,"The company has received initial data from an early human study showing 
that a third dose of its existing coronavirus vaccine is safe and can raise 
neutralizing...",https://fortune.com/2021/07/08/pfizer-fda-approval-covid-vaccine-booster/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,A Covid Vaccine Crossroads,Wall Street Journal,"Jul 15, 2021",2021-07-15,"Covid anti-vaxxers assemble at Times Square in New York, June 26. ... 
Vaccines are the great success of the pandemic. Americans should be 
celebrating these...",https://www.wsj.com/articles/a-covid-vaccine-crossroads-11626390023,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,"How to get the COVID vaccine in Southern California, the U.S.",Los Angeles Times,"Jul 20, 2021",2021-07-20,"As COVID cases skyrocket with the Delta variant, it's easier than ever to 
get a vaccine. A couple walk to the observation area after getting 
vaccinated for...",https://www.latimes.com/california/story/2021-07-20/how-to-get-covid19-vaccine-southern-california-us,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,"Biden's new Covid vaccine push focuses on workers, students, doctor's offices to stifle delta variant",CNBC,"Jul 6, 2021",2021-07-06,"President Joe Biden in his latest push for all eligible Americans to get 
Covid vaccinations stressed the importance of being protected against the 
delta...",https://www.cnbc.com/2021/07/06/bidens-new-covid-vaccine-push-to-focus-on-workers-students-delta-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,"Passed by Mississippi, Alabama now last for COVID vaccine rate",AL.com,"Jul 9, 2021",2021-07-09,"Alabama now has the lowest full COVID-19 vaccination rate in the nation. 
According to data from the Centers for Disease Control and Prevention, just 
33.2% of...",https://www.al.com/news/2021/07/passed-by-mississippi-alabama-now-last-in-nation-for-covid-vaccine-rate.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,Biden says kids under 12 could be eligible for COVID vaccines in weeks. That's not likely.,USA Today,"Jul 22, 2021",2021-07-22,"Biden says kids under 12 could be eligible for COVID vaccines in weeks. 
That's not likely. ... President Joe Biden is optimistic that vaccines for 
children under...",https://www.usatoday.com/story/news/politics/2021/07/22/covid-vaccine-kids-coming-soon-biden/8052527002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,'We have rights': the French health workers furious about ...,Reuters,"Jul 13, 2021",2021-07-13,"Health workers will be checked for vaccination from mid-September and those 
not inoculated against COVID-19 would not be allowed to work and would have 
their...",https://www.reuters.com/world/europe/we-have-rights-french-health-workers-furious-about-covid-vaccine-order-2021-07-13/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Scientists identify long-sought marker for COVID vaccine ...,Nature,"Jul 1, 2021",2021-07-01,"Researchers developing the Oxford–AstraZeneca COVID-19 vaccine have 
identified biomarkers that can help to predict whether someone will be 
protected by the...",https://www.nature.com/articles/d41586-021-01778-2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,"What Is A Breakthrough COVID Case, And How Big Is The ...",NPR,"Jul 21, 2021",2021-07-21,"That led the CDC to advise that even if you're fully vaccinated, ... the 
Pfizer vaccine is 88% effective at preventing symptomatic COVID-19 from the 
delta...",https://www.npr.org/sections/health-shots/2021/07/21/1018872469/worried-about-breakthrough-covid-cases-heres-what-to-know,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,Tennessee fires top vaccine official as COVID-19 shows signs of new spread,The Tennessean,"Jul 12, 2021",2021-07-12,"Tennessee fires top vaccine official as COVID-19 shows signs of new spread 
... The Tennessee state government on Monday fired its top vaccination 
official,...",https://www.tennessean.com/story/news/health/2021/07/12/tennessee-fires-top-vaccine-official-covid-19-shows-new-spread/7928699002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,"New York City, California order government workers to get ...",Reuters,"Jul 27, 2021",2021-07-27,"California Governor Gavin Newsom said that all state employees, some 
246,000 people, would be ordered to get vaccinated starting Aug. 2 or 
undergo COVID-19...",https://www.reuters.com/world/us/new-york-city-issues-vaccine-mandate-city-workers-fight-delta-variant-2021-07-26/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,AMA in support of COVID-19 vaccine mandates for health care ...,American Medical Association,"Jul 26, 2021",2021-07-26,"“It is critical that all people in the health care workforce get vaccinated 
against COVID-19 for the safety of our patients and our colleagues,” said 
Susan...",https://www.ama-assn.org/press-center/press-releases/ama-support-covid-19-vaccine-mandates-health-care-workers,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,CDC warns Covid-19 vaccines might not protect people who are immunocompromised,CNN,"Jul 16, 2021",2021-07-16,"The US Centers for Disease Control and Prevention on Friday warned people 
who are immunocompromised that the Covid-19 vaccine may not have been 
effective...",https://www.cnn.com/2021/07/16/health/cdc-warning-covid-19-vaccine-immunocompromised/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,"Walmart tells corporate staff, managers they must have Covid vaccine by October",CNBC,"Jul 30, 2021",2021-07-30,"Walmart said its corporate staff as well as management-level employees must 
be vaccinated against Covid-19 by Oct. 4. CEO Doug McMillon said the 
company...",https://www.cnbc.com/2021/07/30/walmart-tells-corporate-staff-managers-they-must-have-vaccine-by-october.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,FDA reports rare complications with Pfizer COVID vaccine ...,Regulatory Affairs Professionals Society,"Jul 13, 2021",2021-07-13,"A summary of results of near real-time monitoring of the safety of COVID-19 
vaccines in older individuals was reported Tuesday by the US Food and 
Drug...",https://www.raps.org/news-and-articles/news-articles/2021/7/fda-reports-rare-complications-with-pfizer-covid-v,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,Zimbabwe approves J&J COVID-19 vaccine for emergency use,Reuters,"Jul 28, 2021",2021-07-28,"Vials labelled ""COVID-19 Coronavirus Vaccine"" and syringe are seen in front 
of displayed Johnson&Johnson logo in this illustration taken, February 9, 
2021.",https://www.reuters.com/business/healthcare-pharmaceuticals/zimbabwe-approves-jj-covid-19-vaccine-emergency-use-2021-07-28/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,France mandates COVID health passes for dining and travel,Axios,"Jul 25, 2021",2021-07-25,"The big picture: The ""health pass"" requires people show online or paper 
proof of vaccination, or evidence that they have recently recovered from 
the coronavirus...",https://www.axios.com/2021/07/26/france-mandates-covid-vaccination-passes-dining-travel-health,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,NFL informs clubs that COVID-19 outbreaks among unvaccinated players could lead to forfeited games,NFL.com,"Jul 22, 2021",2021-07-22,"The league has insisted it will not mandate vaccinations, but the 
restrictions in place for non-vaccinated players and potential penalties to 
teams make the...",https://www.nfl.com/news/nfl-covid-19-outbreaks-unvaccinated-players-forfeit-cancelled-game,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,"V.A. Issues Vaccine Mandate for Health Care Workers, a First for a Federal Agency",The New York Times,"Jul 26, 2021",2021-07-26,"WASHINGTON — The Department of Veterans Affairs will require 115,000 of its 
frontline health care workers to be vaccinated against the coronavirus in 
the...",https://www.nytimes.com/2021/07/26/us/politics/veterans-affairs-coronavirus-covid-19.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,Some states move to block Covid-19 vaccine requirements in public schools,CNN,"Jul 13, 2021",2021-07-13,"(CNN) As the return to school approaches, some states are prohibiting 
public schools from requiring Covid-19 vaccinations or proof of vaccination 
for...",https://www.cnn.com/2021/07/13/health/covid-19-vaccine-requirements-schools-analysis-wellness/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,Lions and tigers and bears get COVID vaccine at Oakland Zoo,Los Angeles Times,"Jul 6, 2021",2021-07-06,"... bears and ferrets against COVID-19 as part of a national effort to 
protect animal species using an experimental vaccine. Ginger and Molly, two 
tigers,...",https://www.latimes.com/california/story/2021-07-06/big-cats-bears-gorillas-covid-vaccine-oakland-zoo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,COVID vaccines to reach poorest countries in 2023 — despite ...,Nature,"Jul 5, 2021",2021-07-05,"Amid a COVID surge in Africa, vaccine promises from richer nations are not 
enough to bring an early end to the pandemic, experts say. T. V. Padma.",https://www.nature.com/articles/d41586-021-01762-w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
