,title,media,date,datetime,desc,link,img
0,The Russian vaccine for COVID-19,The Lancet,"Sep 4, 2020",2020-09-04 00:00:00.000000,"On Aug 11, 2020, Russia became the first country in the world to approve a 
vaccine against severe acute respiratory syndrome coronavirus 2 
(SARS-CoV-2).",https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30402-1/fulltext,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,CEO says Pfizer won't cut corners in COVID vaccine race,CIDRAP,"Sep 3, 2020",2020-09-03 00:00:00.000000,"The COVID-19 vaccine that Pfizer has developed with German 
biopharmaceutical company BioNTech is being evaluated in phase 3 trials in 
the United States, with...",https://www.cidrap.umn.edu/news-perspective/2020/09/ceo-says-pfizer-wont-cut-corners-covid-vaccine-race,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,UNICEF to lead procurement and supply of COVID-19 ...,UNICEF,"Sep 3, 2020",2020-09-03 00:00:00.000000,"UNICEF will work with manufacturers and partners on the procurement of 
vaccine doses as well as freight, logistics and storage of COVID-19 
vaccines, on behalf...",https://www.unicef.org/press-releases/unicef-lead-procurement-and-supply-covid-19-vaccines-worlds-largest-and-fastest-ever,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Oxford University Covid vaccine trial put on hold due to possible adverse reaction in participant,The Guardian,"Sep 9, 2020",2020-09-09 00:00:00.000000,"A spokesman for AstraZeneca, the company working on the coronavirus 
vaccine, said pausing trials was common during vaccine development.",https://www.theguardian.com/world/2020/sep/09/oxford-university-astrazeneca-covid-vaccine-trial-put-on-hold-due-to-adverse-reaction-in-participant,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Some scientists downplay significance of AstraZeneca’s COVID-19 vaccine trial halt,Fortune,"Sep 8, 2020",2020-09-08 00:00:00.000000,"AstraZeneca Plc stopped giving shots of its experimental coronavirus 
vaccine after a person participating in one of the company's studies got 
sick,...",https://fortune.com/2020/09/08/astrazeneca-covid-19-vaccine-trial-halted-scientists-analysis-meaning/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,A leading coronavirus vaccine trial is on hold: scientists react,Nature,"Sep 9, 2020",2020-09-09 00:00:00.000000,"Enrolment in global trials of a leading coronavirus-vaccine candidate are 
on hold after a 'suspected adverse event' in a person who received the 
vaccine in...",https://www.nature.com/articles/d41586-020-02594-w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Johnson & Johnson becomes 4th manufacturer to begin Phase 3 trials for COVID vaccine,ABC News,"Sep 23, 2020",2020-09-23 00:00:00.000000,"As the race for a safe and effective coronavirus vaccine continues, ... 
“Four COVID-19 vaccine candidates are in Phase 3 clinical testing in the 
United...",https://abcnews.go.com/Health/johnson-johnson-4th-manufacturer-begin-phase-trials-covid/story?id=73192679,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"China says no need to vaccinate entire population against Covid-19 at this stage, only frontline workers",CNN,"Sep 14, 2020",2020-09-14 00:00:00.000000,"Not everyone in China will need to get vaccinated against Covid-19, 
according to the country's top medical official, as Beijing looks to 
prioritize...",https://www.cnn.com/2020/09/14/asia/china-covid-vaccine-gao-fu-intl-hnk/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Race for COVID-19 vaccine heats up. 3 sites in Michigan offer clinical trials,Detroit Free Press,"Sep 1, 2020",2020-09-01 00:00:00.000000,"Michigan Medicine announced Tuesday it is partnering with the British 
pharmaceutical company AstraZeneca to test a COVID-19 vaccine created by 
researchers at...",https://www.freep.com/story/news/health/2020/09/01/astrazeneca-covid-19-vaccine-trials-university-michigan-pandemic/5627186002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,China pushes emergency use of COVID vaccine despite concerns,ABC News,"Sep 26, 2020",2020-09-26 00:00:00.000000,"BEIJING -- After the first shot, he had no reaction. But Kan Chai felt 
woozy following the second dose of a COVID-19 vaccine approved for 
emergency use in...",https://abcnews.go.com/Health/wireStory/china-pushes-emergency-covid-vaccine-concerns-73257793,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,Vallance: Covid vaccine doses may be available for some by end of year,The Guardian,"Sep 21, 2020",2020-09-21 00:00:00.000000,"A few doses of an effective Covid vaccine may be available for use before 
the end of the year, Sir Patrick Vallance, the UK government's chief 
scientific...",https://www.theguardian.com/world/2020/sep/21/patrick-vallance-covid-vaccine-doses-may-be-available-end-year,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,Coronavirus Vaccine: 9 Drugmakers Sign Safety Pledge Amid ...,NPR,"Sep 8, 2020",2020-09-08 00:00:00.000000,"Nine drug companies pledged Tuesday that they will not submit vaccine ... 
Vaccines, tests and treatments for the coronavirus and COVID-19 that are 
being...",https://www.npr.org/sections/coronavirus-live-updates/2020/09/08/910671322/9-drugmakers-sign-safety-pledge-in-race-to-develop-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,COVID vaccine makers vow science—not Trump—will dictate release timing,Ars Technica,"Sep 8, 2020",2020-09-08 00:00:00.000000,"COVID vaccine makers vow science—not Trump—will dictate release timing. 
Trump denied politicizing vaccine but said it could arrive “before a very 
special date.”.",https://arstechnica.com/science/2020/09/covid-vaccine-makers-vow-science-not-trump-will-dictate-release-timing/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,Coronavirus Vaccine: 9 Drug Companies Pledge to ‘Stand With Science’,The New York Times,"Sep 30, 2020",2020-09-30 00:00:00.000000,"The companies did not rule out seeking an emergency authorization of their 
vaccines, but promised that any potential coronavirus vaccine would be 
decided based...",https://www.nytimes.com/2020/09/08/health/9-drug-companies-pledge-coronavirus-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,Oxford University resumes Covid-19 vaccine trials,The Guardian,"Sep 12, 2020",2020-09-12 00:00:00.000000,"The closely watched trial of an experimental Covid-19 vaccine that was 
halted after a participant fell ill is to resume in the UK. The University 
of Oxford,...",https://www.theguardian.com/world/2020/sep/12/oxford-university-resumes-covid-19-vaccine-trials,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,COVID Alert PA app,PA.GOV,"Jan 27, 2022",2022-01-27 00:00:00.000000,"state and county-level vaccination data; vaccine locations in PA; vaccine 
FAQs. Opt-in for Exposure Alerts. After you download COVID Alert PA to your 
smartphone...",https://www.pa.gov/covid/stop-the-spread/covid-alert-pa/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,U.S. Public Now Divided Over Whether To Get COVID-19 ...,Pew Research Center,"Sep 17, 2020",2020-09-17 00:00:00.000000,"The new national survey by Pew Research Center, conducted Sept. 8-13 among 
10,093 U.S. adults, finds intent to get a COVID-19 vaccine has declined 
across all...",https://www.pewresearch.org/science/2020/09/17/u-s-public-now-divided-over-whether-to-get-covid-19-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,‘There’s been some cracks:’ Bill Gates questions FDA’s credibility on a COVID-19 vaccine,Fortune,"Sep 15, 2020",2020-09-15 00:00:00.000000,"At stake is nothing less than public confidence in the vaccine that could 
end the coronavirus pandemic, and which the FDA would have to approve.",https://fortune.com/2020/09/16/bill-gates-vaccine-covid-fda-approval/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,Masks may offer better protection against COVID-19 than any potential vaccine: Experts,ABC News,"Sep 18, 2020",2020-09-18 00:00:00.000000,"""The first-generation COVID vaccines are not expected to render all 
vaccines impervious to infection -- as they won't be like the current 
measles vaccine -- but...",https://abcnews.go.com/Health/masks-offer-protection-covid-19-potential-vaccine-experts/story?id=73080355,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,Investigational COVID-19 vaccine well-tolerated and ...,National Institutes of Health (NIH),"Sep 29, 2020",2020-09-29 00:00:00.000000,"A Phase 1 trial of an investigational mRNA vaccine to prevent SARS-CoV-2 
infection has shown that the vaccine is well-tolerated and generates a 
strong...",https://www.nih.gov/news-events/news-releases/investigational-covid-19-vaccine-well-tolerated-generates-immune-response-older-adults,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,'Landmark moment': 156 countries agree to Covid vaccine allocation deal,The Guardian,"Sep 21, 2020",2020-09-21 00:00:00.000000,"The Covid-19 vaccine allocation plan – co-led by the World Health 
Organization and known as Covax – has been set up to ensure that the 
research,...",https://www.theguardian.com/global-development/2020/sep/21/landmark-moment-156-countries-agree-to-covid-vaccine-allocation-deal,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,150+ Nations Join WHO Effort to Fairly Distribute COVID-19 ...,BioSpace,"Sep 22, 2020",2020-09-22 00:00:00.000000,"The World Health Organization launched the COVAX Facility to ensure that 
vaccines developed against the novel coronavirus would be fairly and 
equitably...",https://www.biospace.com/article/more-than-150-countries-join-who-effort-to-distribute-covid-19-vaccine-u-s-and-china-refrain/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,Boost for global response to COVID-19 as economies ...,WHO | World Health Organization,"Sep 21, 2020",2020-09-21 00:00:00.000000,"This is in addition to an ongoing effort to raise funding for both R&D and 
for the procurement of vaccines for lower-income countries via the Gavi 
COVAX AMC. “...",https://www.who.int/news/item/21-09-2020-boost-for-global-response-to-covid-19-as-economies-worldwide-formally-sign-up-to-covax-facility,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
