,title,media,date,datetime,desc,link,img
0,"COVID vaccine: CDC expands booster rollout, OKs mixing shots",AP News,"Oct 22, 2021",2021-10-22,"WASHINGTON (AP) — Millions more Americans can get a COVID-19 booster and 
choose a different company's vaccine for that next shot, federal health 
officials...",https://apnews.com/article/coronavirus-pandemic-science-business-health-centers-for-disease-control-and-prevention-4753c485c75ee34268e1a7de918a7581,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,"FDA clears Moderna and J&J Covid vaccine boosters, allows 'mix and match' shots",CNBC,"Oct 20, 2021",2021-10-20,"The Food and Drug Administration on Wednesday authorized Covid vaccine 
booster shots made by Johnson & Johnson and Moderna, another critical step 
in...",https://www.cnbc.com/2021/10/20/fda-clears-johnson-johnson-and-moderna-booster-shots-for-millions-of-people.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,FDA OKs Moderna and J&J vaccine boosters for COVID ...,NPR,"Oct 20, 2021",2021-10-20,"The Food and Drug Administration authorized booster doses of the COVID-19 
vaccines made by Moderna and Johnson & Johnson following unanimous votes by 
a...",https://www.npr.org/sections/health-shots/2021/10/20/1047093449/the-fda-authorizes-moderna-and-j-j-covid-vaccine-boosters,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,When the COVID vaccine is coming for kids under 12 : Shots ...,NPR,"Oct 28, 2021",2021-10-28,"Updated Nov. 2, 8:10 p.m. ET. Children as young as 5 will be able to get 
vaccinated against COVID-19 in the U.S. within the next several days.",https://www.npr.org/sections/health-shots/2021/10/28/1050189443/heres-the-timeline-for-the-kids-covid-vaccine-authorization,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Why do kids need the Covid vaccine?,NBC News,"Oct 29, 2021",2021-10-29,"The coronavirus causes less severe illness in children, but experts say 
it's still important that they get vaccinated once the shots are available.",https://www.nbcnews.com/health/health-news/kids-need-covid-vaccine-rcna3934,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,"FDA authorizes Pfizer's Covid vaccine for kids ages 5 to 11, shots could begin early next week with CDC clearance",CNBC,"Oct 29, 2021",2021-10-29,"The FDA on Friday authorized the use of Pfizer and BioNTech's Covid-19 
vaccine for children ages 5 to 11. The move will make the shots available 
to 28...",https://www.cnbc.com/2021/10/29/pfizer-covid-vaccine-fda-authorizes-for-kids-ages-5-to-11.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,COVID Vaccine Authorized for Kids Aged 5 to 11,Scientific American,"Oct 29, 2021",2021-10-29,"Nearly a year after the first COVID vaccines became available for adults in 
the U.S., ... mRNA vaccine against COVID for use in children ages five to 
11.",https://www.scientificamerican.com/article/covid-vaccine-authorized-for-kids-aged-5-to-111/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"Colin Powell was vaccinated against Covid, but suffered from ...",CNBC,"Oct 18, 2021",2021-10-18,"Colin Powell, 84, died Monday morning due to complications from Covid-19. 
Powell was fully vaccinated against the virus, his family said in a 
statement.",https://www.cnbc.com/2021/10/18/colin-powell-suffered-from-a-cancer-that-makes-covid-vaccine-less-effective.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,US prepared to get COVID-19 vaccines to children age 5-11 ...,NPR,"Oct 20, 2021",2021-10-20,"The White House said on Wednesday that it is ready to quickly roll out 
COVID-19 vaccines for kids ages 5 to 11, if the Pfizer-BioNTech vaccine for 
that age...",https://www.npr.org/sections/coronavirus-live-updates/2021/10/20/1047587933/covid-19-children-kids-vaccine-coronavirus,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Pfizer officially asks the FDA to authorize its COVID vaccine for ...,NPR,"Oct 7, 2021",2021-10-07,"Pfizer and BioNTech are officially asking the Biden administration to 
authorize the use of their COVID-19 vaccine for children ages 5 to 11.",https://www.npr.org/2021/10/07/1043973744/pfizer-fda-authorize-kids-children-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
