,title,media,date,datetime,desc,link,img
0,Coronavirus vaccine test opens with 1st doses,NBC News,"Mar 16, 2020",2020-03-16 00:00:00.000000,"SEATTLE — U.S. researchers gave the first shot to the first person in a 
test of an experimental coronavirus vaccine Monday — leading off a 
worldwide hunt...",https://www.nbcnews.com/health/health-news/coronavirus-vaccine-test-opens-1st-doses-n1160836,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Coronavirus vaccine trial administers first dose to participant,CNN,"Mar 17, 2020",2020-03-17 00:00:00.000000,"There is currently no vaccine for coronavirus, which has spread to 4,477 
reported cases across 49 states, Puerto Rico, the US Virgin Islands and the 
District of...",https://www.cnn.com/2020/03/17/health/coronavirus-vaccine-first-dose-participant/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,First participant in US coronavirus vaccine trial to be given dose,The Guardian,"Mar 16, 2020",2020-03-16 00:00:00.000000,"The World Health Organization is recommending that people take simple 
precautions to reduce exposure to and transmission of the coronavirus, for 
which there is...",https://www.theguardian.com/world/2020/mar/16/first-participant-us-coronavirus-vaccine-trial-moderna-dose,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Task force health expert contradicts Trump about coronavirus vaccine timing,CNN,"Mar 3, 2020",2020-03-03 00:00:00.000000,"Washington (CNN) President Donald Trump was contradicted by a health expert 
on his coronavirus task force over the timing for a potential vaccine 
during a...",https://www.cnn.com/2020/03/02/politics/donald-trump-coronavirus-vaccine-push-back/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Trump's baffling coronavirus vaccine event,The Washington Post,"Mar 3, 2020",2020-03-03 00:00:00.000000,"He even at one point asked whether the flu vaccine could be used to combat 
coronavirus. Advertisement. Story continues below...",https://www.washingtonpost.com/politics/2020/03/03/trumps-baffling-coronavirus-vaccine-event/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Trump’s push for coronavirus vaccine before the election displays his ignorance,Vox,"Mar 3, 2020",2020-03-03 00:00:00.000000,"The World Health Organization (WHO) has already said it will take up to 18 
months to develop a vaccine for Covid-19, the disease caused by the novel...",https://www.vox.com/2020/3/3/21162772/trump-coronavirus-meeting-pharmaceutical-executives-white-house-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,U.S. House passes $8.3 billion bill to battle coronavirus ...,Reuters,"Mar 4, 2020",2020-03-04 00:00:00.000000,"No vaccines or treatments for the virus are currently in place, but 
patients can receive supportive care. Gaetz said that while the United 
States was gearing up...",https://www.reuters.com/article/us-health-coronavirus-usa-congress-idUSKBN20R2V6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,AI Can Help Scientists Find a Covid-19 Vaccine,WIRED,"Mar 28, 2020",2020-03-28 00:00:00.000000,"AI has gotten something of a bad rap in recent years, but the Covid-19 
pandemic illustrates how AI can do a world of good in the race to find a 
vaccine.",https://www.wired.com/story/opinion-ai-can-help-find-scientists-find-a-covid-19-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Search for Coronavirus Vaccine Becomes a Global Competition,The New York Times,"Mar 19, 2020",2020-03-19 00:00:00.000000,"While antiviral drugs to treat the effects of the coronavirus may be tested 
under “compassionate use” guidelines that allow experimentation on 
desperately ill...",https://www.nytimes.com/2020/03/19/us/politics/coronavirus-vaccine-competition.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,"The US is fast-tracking a coronavirus vaccine, but bypassing safety standards may not be worth the cost",The Conversation,"Mar 23, 2020",2020-03-23 00:00:00.000000,"Last week American biotech company Moderna commenced the first clinical 
trial of a vaccine for COVID-19. Similar studies are reportedly being 
planned in the...",https://theconversation.com/the-us-is-fast-tracking-a-coronavirus-vaccine-but-bypassing-safety-standards-may-not-be-worth-the-cost-134041,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
