,title,media,date,datetime,desc,link,img
0,Alabama COVID-19 vaccine phases: Here's what you should know,Montgomery Advertiser,"Feb 1, 2021",2021-02-01,"Alabama COVID-19 vaccine phases. Following federal guidelines, Alabama's 
vaccination allocation plan contains two phases, but Phase 1 is broken...",https://www.montgomeryadvertiser.com/story/news/2021/02/01/alabama-covid-vaccine-phaess-timeline-registration/4337257001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,A Verywell Report: How Americans Feel About COVID-19 ...,Verywell Health,"Feb 3, 2021",2021-02-03,"Those who know someone who has gotten the vaccine are more likely to want 
to be vaccinated themselves. COVID fatigue leads to less news consumption, 
so most...",https://www.verywellhealth.com/covid-19-vaccine-sentiment-tracker-5101670,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,COVID-19 Vaccine: Will It Protect Against New Variants And ...,NPR,"Feb 2, 2021",2021-02-02,"It's the two-jab immunization that has been shown to be 94% or 95% 
effective in preventing symptoms of COVID-19. How protective one dose of 
these vaccines would...",https://www.npr.org/sections/health-shots/2021/02/02/963047878/covid-19-vaccine-will-it-protect-against-new-variants-and-do-you-need-a-2nd-dose,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Western countries have 'hoarded' Covid vaccines. Africa is being left behind as cases surge,CNN,"Feb 5, 2021",2021-02-05,"Western countries have 'hoarded' Covid vaccines. Africa is being left 
behind as cases surge. By Eoin McSweeney and Nyasha Chingono, CNN.",https://www.cnn.com/2021/02/05/africa/vaccine-race-africa-intl/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,"FDA scientists endorse J&J's Covid vaccine, as new data shed ...",Stat News,"Feb 24, 2021",2021-02-24,"The J&J vaccine is the first vaccine to show efficacy given as a single 
dose. It also does not need to be kept frozen when being shipped, as the 
vaccines...",https://www.statnews.com/2021/02/24/new-data-shed-light-on-efficacy-of-jjs-single-dose-vaccine-against-covid-19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,What Does COVID-19 Vaccine Efficacy Mean?,Verywell Health,"Feb 17, 2021",2021-02-17,"The available COVID-19 vaccines are highly effective, and so far, 
especially effective at preventing hospitalizations and deaths, 
specifically. · A vaccine is...",https://www.verywellhealth.com/covid-19-efficacy-rates-explained-5112463,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,A third Pfizer dose? The Covid-19 vaccine maker is studying booster shots.,NBC News,"Feb 25, 2021",2021-02-25,"Pfizer CEO Albert Bourla spoke with NBC News' Lester Holt about the next 
steps for the company's Covid-19 vaccine. Image: Vaccination of medical 
staff...",https://www.nbcnews.com/health/health-news/third-pfizer-dose-covid-19-vaccine-maker-studying-booster-shots-n1258775,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,FDA Issues Emergency Use Authorization for Third COVID-19 ...,US Food and Drug Administration,"Feb 27, 2021",2021-02-27,"Today, the U.S. Food and Drug Administration issued an emergency use 
authorization (EUA) for the third vaccine for the prevention of coronavirus 
disease...",https://www.fda.gov/news-events/press-announcements/fda-issues-emergency-use-authorization-third-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Pfizer Now Says Covid Vaccine Doesn't Have To Be Kept ...,Kaiser Health News,"Feb 22, 2021",2021-02-22,"The Pfizer COVID-19 vaccine does not need to be stored in expensive deep 
freezers that have posed challenges to the vaccination campaign,...",https://khn.org/morning-breakout/pfizer-now-says-covid-vaccine-doesnt-have-to-be-kept-ultra-cold/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,What are the effects of the COVID vaccine?,North Carolina Health News,"Feb 13, 2021",2021-02-13,"An in-depth look at COVID-19 vaccine questions: Effects of the shot ... The 
mRNA vaccines (Pfizer and Moderna) act in a similar way to a virus,...",https://www.northcarolinahealthnews.org/2021/02/13/an-in-depth-look-at-covid-19-vaccine-questions-effects-of-the-shot/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,WHO green-lights AstraZeneca COVID vaccine for urgent use,CIDRAP,"Feb 15, 2021",2021-02-15,"The World Health Organization (WHO) today announced that the 
AstraZeneca-Oxford COVID-19 vaccine made in two different countries is 
listed for emergency use...",https://www.cidrap.umn.edu/news-perspective/2021/02/who-green-lights-astrazeneca-covid-vaccine-urgent-use,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
