,title,media,date,datetime,desc,link,img
0,"COVID-19 Vaccine Shipped, and Drug Trials Start",TIME,"Feb 25, 2020",2020-02-25,"Moderna Therapeutics, a biotech company based in Cambridge, Mass., has 
shipped the first batches of its COVID-19 vaccine. The vaccine was created 
just 42...",https://time.com/5790545/first-covid-19-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Drugmaker Moderna Delivers First Experimental Coronavirus Vaccine for Human Testing,Wall Street Journal,"Feb 24, 2020",2020-02-24,"Drugmaker Moderna Inc. has shipped the first batch of its rapidly developed 
coronavirus vaccine to U.S. government researchers, who will launch the 
first...",https://www.wsj.com/articles/drugmaker-moderna-delivers-first-coronavirus-vaccine-for-human-testing-11582579099,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,Biotech company Moderna says its coronavirus vaccine is ready for first tests,CNN,"Feb 26, 2020",2020-02-26,"Moderna (MRNA) said in a statement Monday that the first batch of its novel 
coronavirus vaccine, called mRNA-1273, has been sent to the National 
Institute of...",https://www.cnn.com/2020/02/25/business/moderna-coronavirus-vaccine/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Breakthrough in Coronavirus Research Results in New Map to ...,UT News,"Feb 19, 2020",2020-02-19,"... a vaccine for the 2019 novel coronavirus by creating the first 3D 
atomic scale map of the part of the virus that attaches to and infects 
human cells.",https://news.utexas.edu/2020/02/19/breakthrough-in-coronavirus-research-results-in-new-map-to-support-vaccine-design/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,What scientists are doing to develop a vaccine for the new coronavirus,The Conversation,"Feb 20, 2020",2020-02-20,"With an increasing number of confirmed cases in China and 24 other 
countries, the COVID-19 epidemic caused by the novel coronavirus (now known 
as...",https://theconversation.com/what-scientists-are-doing-to-develop-a-vaccine-for-the-new-coronavirus-131255,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Researchers map vital atomic-scale protein on COVID-19,Drug Target Review,"Feb 20, 2020",2020-02-20,"Scientists have announced a critical breakthrough in their research for a 
vaccine to comabt COVID-19 (coronavirus) by creating the first 
three-dimensional (3D)...",https://www.drugtargetreview.com/news/56325/researchers-map-vital-atomic-scale-protein-on-covid-19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Sanofi Announces It Will Work with HHS to Develop ...,Scientific American,"Feb 18, 2020",2020-02-18,"The drug maker Sanofi Pasteur is entering the race to develop a vaccine to 
protect against the new coronavirus sweeping through China, the company 
announced...",https://www.scientificamerican.com/article/sanofi-announces-it-will-work-with-hhs-to-develop-coronavirus-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"Israeli scientists: 'In a few weeks, we will have coronavirus vaccine'",The Jerusalem Post,"Feb 27, 2020",2020-02-27,"Israeli scientists are on the cusp of developing the first vaccine against 
the novel coronavirus, according to Science and Technology Minister Ofir 
Akunis.",https://www.jpost.com/health-science/israeli-scientists-in-three-weeks-we-will-have-coronavirus-vaccine-619101,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,It's going to take a lot longer to make a COVID-19 vaccine than ...,The Verge,"Feb 28, 2020",2020-02-28,"One of the strategies for creating a vaccine involves making copies of one 
part of the virus (in this case, the bit that the novel coronavirus uses 
to...",https://www.theverge.com/2020/2/28/21156385/covid-coronavirus-vaccine-treatment-moderna-remdesivir-research,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Newer Vaccine Technologies Deployed to Develop COVID-19 Shot,The Scientist Magazine,"Feb 21, 2020",2020-02-21,"Newer Vaccine Technologies Deployed to Develop COVID-19 Shot · Researchers 
look to messenger RNA encased in nanoparticles, DNA plasmids, molecular 
clamps, and...",https://www.the-scientist.com/news-opinion/newer-vaccine-technologies-deployed-to-develop-covid-19-shot-67152,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
