,title,media,date,datetime,desc,link,img
0,"Not Sure About the COVID-19 Vaccine? Get the Facts, Then ...",Michigan Health Blog,"Dec 23, 2020",2020-12-23,"Speed of vaccine development | Vaccines and your DNA | Vaccine side effects 
| What's in a COVID vaccine | Pregnancy & fertility | Worries about 
specific...",https://healthblog.uofmhealth.org/wellness-prevention/not-sure-about-covid-19-vaccine-get-facts-then-decide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Two COVID-19 vaccines are now authorized in the US; here's what we know about them,USA Today,"Dec 21, 2020",2020-12-21,"It comes on the heels of the Pfizer-BioNTech vaccine, which is being given 
... Here's what we know about the COVID-19 vaccines and what they might 
mean for...",https://www.usatoday.com/story/news/health/2020/12/21/covid-vaccine-pfizer-biontech-moderna-everything-know-them/3955331001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,Pregnant women should consider taking the COVID-19 vaccine,Newsroom - UW,"Dec 23, 2020",2020-12-23,"One thing doctors do know: Catching the coronavirus while pregnant is 
dangerous. Email Facebook Twitter Share. nurse giving woman a shot of covid 
vaccine.",https://newsroom.uw.edu/postscript/pregnant-women-should-consider-taking-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,Pfizer vs. Moderna COVID-19 vaccine: What's the same ...,Becker's Hospital Review,"Dec 30, 2020",2020-12-30,"Two COVID-19 vaccines, one from Moderna and one from Pfizer, have been 
given emergency approval from the FDA. The two vaccines are similar in the 
technology...",https://www.beckershospitalreview.com/pharmacy/pfizer-vs-moderna-covid-19-vaccine-what-s-the-same-what-s-different.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,UN health agency clears COVID-19 vaccine for emergency use,UN News,"Dec 31, 2020",2020-12-31,"Trials have demonstrated that the coronavirus vaccine developed by the 
University of Oxford and AstraZeneca is safe and effective at stopping 
people developing...",https://news.un.org/en/story/2020/12/1081232,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,World Faces Covid-19 “Vaccine Apartheid”,The Intercept,"Dec 31, 2020",2020-12-31,"World Faces Covid-19 “Vaccine Apartheid”. Even countries that hosted 
vaccine trials — like Argentina, South Africa, Brazil, and Turkey — will 
not receive...",https://theintercept.com/2020/12/31/covid-vaccine-countries-scarcity-access/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,FDA approves Pfizer's Covid vaccine for emergency use as U.S. reaches pivotal moment in the pandemic,CNBC,"Dec 11, 2020",2020-12-11,"A woman holds a small bottle labeled with a “Coronavirus COVID-19 Vaccine” 
sticker and a medical syringe in front of displayed Pfizer logo in this 
illustration...",https://www.cnbc.com/2020/12/11/pfizer-covid-vaccine-approved-fda-emergency-use.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,The UK has approved a COVID vaccine — here's what ...,Nature,"Dec 3, 2020",2020-12-03,"The UK has approved a COVID vaccine — here's what scientists now want to 
know. The Pfizer–BioNTech vaccine has passed safety and efficacy tests — 
but...",https://www.nature.com/articles/d41586-020-03441-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,How has a Covid vaccine been developed so quickly?,The Guardian,"Dec 8, 2020",2020-12-08,"Another consideration is that while in traditional vaccine development the 
phases of clinical trials are carried out in sequence, in the case of the 
Covid...",https://www.theguardian.com/society/2020/dec/08/how-has-a-covid-vaccine-been-developed-so-quickly,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,"The first public Covid-19 vaccines reach all states as the US death toll tops 300,000",CNN,"Dec 14, 2020",2020-12-14,"(CNN) The first doses of an FDA-authorized Covid-19 vaccine have been 
delivered to all 50 states, the District of Columbia and Puerto Rico, less 
than a year...",https://www.cnn.com/2020/12/14/health/us-coronavirus-monday/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
