,title,media,date,datetime,desc,link,img
0,Inslee announces re-authorization of J & J COVID vaccine in ...,Governor Jay Inslee,"Apr 24, 2021",2021-04-24,"The announcement comes after the FDA and CDC also authorized the restart of 
the J&J COVID vaccine. The Western States Workgroup, comprised of vaccine...",https://www.governor.wa.gov/news-media/inslee-announces-re-authorization-j-j-covid-vaccine-washington,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,"Pause on Johnson & Johnson COVID vaccine in US lifted by FDA, use to resume",USA Today,"Apr 23, 2021",2021-04-23,"Johnson & Johnson's COVID-19 vaccine will be made available to the public 
again, ending an 11-day pause initiated after a rare blood-clotting 
disorder was...",https://www.usatoday.com/story/news/health/2021/04/23/johnson-johnson-covid-vaccine-use-us-should-resume-no-warning/7350565002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,FDA finds poor conditions at Baltimore plant that ruined millions of doses of J&J Covid vaccine,CNBC,"Apr 21, 2021",2021-04-21,"The FDA said Wednesday a Baltimore plant that ruined millions of Johnson & 
Johnson Covid-19 vaccine doses was unsanitary and unsuitable to manufacture 
the...",https://www.cnbc.com/2021/04/21/fda-finds-poor-conditions-at-baltimore-plant-that-ruined-millions-of-doses-of-jj-covid-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,4 Things to Know About the J&J Covid Vaccine Pause,Kaiser Health News,"Apr 14, 2021",2021-04-14,"Four months into the largest U.S. vaccine rollout in decades, it's become 
clear that the messaging surrounding covid-19 vaccination efforts is as 
important...",https://khn.org/news/article/4-things-to-know-about-the-jj-covid-vaccine-pause/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,"Worried about your J&J COVID vaccine as shots are paused? Don't be, experts say.",ABC News,"Apr 13, 2021",2021-04-13,"A syringe is filled with a dose of the Johnson & Johnson Janssen COVID-19 
vaccine at a vaccination site, March 13, 2021, in Delano, Calif. Cerebral 
venous sinus...",https://abcnews.go.com/Health/worried-jj-covid-vaccine-shots-paused-experts/story?id=77044868,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,US halts J&J COVID vaccine after reports of blood clots,CIDRAP,"Apr 13, 2021",2021-04-13,"In a statement, Johnson & Johnson said: ""We are aware that thromboembolic 
events including those with thrombocytopenia have been reported with 
Covid-19 vaccines...",https://www.cidrap.umn.edu/news-perspective/2021/04/us-halts-jj-covid-vaccine-after-reports-blood-clots,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,"Studies suggest link between blood clots, AstraZeneca COVID ...",CIDRAP,"Apr 9, 2021",2021-04-09,"The post-vaccine abnormal blood clotting disorder, which resembles one 
induced by heparin, has been reported in patients not given heparin but 
taking certain...",https://www.cidrap.umn.edu/news-perspective/2021/04/studies-suggest-link-between-blood-clots-astrazeneca-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Can You Spread COVID After Receiving Vaccine?,NBC Chicago,"Apr 5, 2021",2021-04-05,"Experts have made clear that getting the COVID vaccine offers plenty of 
protection from coronavirus, but can it prevent you from spreading it to 
others?",https://www.nbcchicago.com/news/local/can-you-spread-covid-after-receiving-vaccine/2478894/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,"Can You Take Tylenol, Ibuprofen With the COVID Vaccine?",NBC Chicago,"Apr 3, 2021",2021-04-03,"What can you do if you experience side effects from the three coronavirus 
vaccines? Whether preparing for the COVID-19 vaccine or enduring side 
effects,...",https://www.nbcchicago.com/news/local/can-you-take-tylenol-ibuprofen-with-the-covid-vaccine/2477735/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Why would a COVID vaccine cause rare blood clots? Researchers have found clues,Boston.com,"Apr 13, 2021",2021-04-13,"A week after receiving the AstraZeneca COVID-19 vaccine, a 37-year-old 
woman in Norway went to the emergency department with fever and persistent 
headaches.",https://www.boston.com/news/coronavirus/2021/04/13/why-would-a-covid-vaccine-cause-rare-blood-clots-researchers-have-found-clues/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,Joint CDC and FDA Statement on Johnson & Johnson COVID ...,US Food and Drug Administration,"Apr 13, 2021",2021-04-13,"COVID-19 vaccine safety is a top priority for the federal government, and 
we take all reports of health problems following COVID-19 vaccination 
very...",https://www.fda.gov/news-events/press-announcements/joint-cdc-and-fda-statement-johnson-johnson-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
