,title,media,date,datetime,desc,link,img
0,Covid-19 vaccine trial on humans starts as UK warns restrictions could stay in place until next year,CNN,"Apr 23, 2020",2020-04-23,"London (CNN) Scientists in the UK will begin trials of a potential Covid-19 
vaccine on humans Thursday, as the government warns it could have to rely 
on...",https://www.cnn.com/2020/04/23/health/coronavirus-vaccine-trial-uk-gbr-intl/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,Sarah Gilbert: carving a path towards a COVID-19 vaccine,The Lancet,"Apr 18, 2020",2020-04-18,"Sarah Gilbert: carving a path towards a COVID-19 vaccine ... Once the 
genome sequence of severe acute respiratory syndrome coronavirus 2 
(SARS-CoV-2) became...",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(2030796-0/fulltext,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,"Don’t bet on vaccine to protect us from Covid-19, says world health expert",The Guardian,"Apr 18, 2020",2020-04-18,"Humanity will have to live with the threat of coronavirus “for the 
foreseeable future” and adapt accordingly because there is no guarantee 
that a vaccine...",https://www.theguardian.com/world/2020/apr/18/dont-bet-on-vaccine-to-protect-us-from-covid-19-says-world-health-expert,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,A coronavirus vaccine is in the works—but it won't emerge ...,JHU Hub,"Apr 16, 2020",2020-04-16,"There are no vaccines to protect against any of the coronaviruses. But the 
research that was done during the previous epidemics may have shortened 
the...",https://hub.jhu.edu/2020/04/16/coronavirus-vaccine-timeline/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Another COVID-19 Vaccine Being Tested in Mice,WebMD,"Apr 2, 2020",2020-04-02,"The vaccine has only been tested in lab mice, but it's able to spur the 
animals' immune systems to produce antibodies against the coronavirus that 
causes COVID-...",https://www.webmd.com/vaccines/covid-19-vaccine/news/20200402/another-covid-19-vaccine-being-tested-in-mice,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Unsolved issues and huge investments in COVID vaccine manufacturing,ABC News,"Apr 25, 2020",2020-04-25,"The pandemic has brought unprecedented collaboration among vaccine 
developers across the world. The National Institutes of Health is launching 
a public-private...",https://abcnews.go.com/Health/unsolved-issues-huge-investments-covid-vaccine-manufacturing/story?id=70120318,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Novak Djokovic's anti-vaccination stance may stop his return to tennis,The Guardian,"Apr 19, 2020",2020-04-19,"Novak Djokovic says his opposition to vaccinations may get in the way of 
his ... that action should not resume until a vaccine is available for 
Covid-19,...",https://www.theguardian.com/sport/2020/apr/19/novak-djokovic-coronavirus-covid-19-vaccination-tennis,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"If a coronavirus vaccine arrives, can the world make enough?",Nature,"Apr 9, 2020",2020-04-09,"But if billions of people need a new kind of vaccine for coronavirus, and 
firms continue making the normal array of shots against influenza, measles, 
mumps and...",https://www.nature.com/articles/d41586-020-01063-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,AstraZeneca teams with Oxford on COVID-19 vaccine ...,BioProcess International,"Apr 30, 2020",2020-04-30,"AstraZeneca plans to leverage its global network to support production of 
an adenovirus vaccine vector (AAV) currently in Phase I trials against 
COVID-19.",https://bioprocessintl.com/bioprocess-insider/deal-making/astrazeneca-teams-with-oxford-university-enters-covid-19-vaccine-race/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,COVID-19: what are 15 pharma companies doing to develop a ...,Drug Target Review,"Apr 9, 2020",2020-04-09,"COVID-19 and big pharma: what are 15 leading companies doing to develop a 
coronavirus vaccine? · 1. Pfizer · 2. GlaxoSmithKline (GSK) · 3. Inovio 
Pharmaceuticals.",https://www.drugtargetreview.com/article/59754/covid-19-and-big-pharma-what-are-15-leading-companies-doing-to-develop-a-coronavirus-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
