,title,media,date,datetime,desc,link,img
0,C.D.C. Endorses Covid Vaccine Booster Shots for All Adults,The New York Times,"Nov 23, 2021",2021-11-23,"C.D.C. Endorses Covid Vaccine Booster Shots for All Adults ... on Friday 
endorsed booster shots of the coronavirus vaccines for all Americans over 
18.",https://www.nytimes.com/2021/11/19/health/covid-boosters-cdc.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,CDC supports wider COVID vaccine booster use : Shots ...,NPR,"Nov 19, 2021",2021-11-19,"The Advisory Committee on Immunization Practices voted in support of a 
change to COVID-19 vaccination policy that says people 50 and older should 
get a booster...",https://www.npr.org/sections/health-shots/2021/11/19/1057280974/cdc-advisers-back-expansion-of-covid-boosters-for-all-adults,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,"COVID-19 booster doses could be authorized by Friday, 'should be a priority' for US adults, experts say",USA Today,"Nov 18, 2021",2021-11-18,"COVID-19 vaccines do a great job of preventing hospitalization and death, 
but their protection against infection starts to fade at about six months – 
even...",https://www.usatoday.com/story/news/health/2021/11/18/covid-vaccine-boosters-all-adults-friday/8643840002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,COVID vaccine for children 5-11 being packed and shipped ...,WSAZ,"Nov 1, 2021",2021-11-01,"(WSAZ) - Preparations are underway in West Virginia for vaccine rollout in 
children ages 5 to 11 years old as Pfizer's pediatric vaccine awaits 
approval by the...",https://www.wsaz.com/2021/11/01/covid-vaccine-children-5-11-being-packed-shipped-vaccine-rollout-begins/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,C.D.C. Recommends Covid Vaccine for Younger Children,The New York Times,"Nov 2, 2021",2021-11-02,"Recommends Covid Vaccine for Younger Children. With the agency director's 
sign-off, children ages 5 to 11 could begin to receive the shots this week.",https://www.nytimes.com/2021/11/02/health/covid-vaccine-children-cdc.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,CDC advisers recommend Pfizer's low-dose COVID vaccine ...,NPR,"Nov 2, 2021",2021-11-02,"... ages 5 through 11 get a low-dose COVID-19 vaccine made by 
Pfizer-BioNTech. The move clears the way for shots to be administered as 
soon as tomorrow,...",https://www.npr.org/sections/health-shots/2021/11/02/1051301705/cdc-advisors-recommend-pfizers-covid-vaccine-for-children-ages-5-through-11,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Aaron Rodgers’ COVID vaccine explanations are a collection of Joe Rogan and Facebook comments,SBNation.com,"Nov 5, 2021",2021-11-05,"Aaron Rodgers' COVID vaccine explanations are a collection of Joe Rogan and 
Facebook comments. Aaron Rodgers showed his whole unvaccinated ass in an 
interview...",https://www.sbnation.com/nfl/2021/11/5/22765656/aaron-rodgers-covid-vaccine-pat-mcafee-joe-rogan-ivermectin,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,What a pediatrician wants concerned parents to know about ...,The Medical University of South Carolina,"Nov 1, 2021",2021-11-01,"So when COVID-19 emerged, researchers were able to develop new shots 
quickly. Right now, children 12 years and up can get the Pfizer vaccine. 
Younger kids may...",https://web.musc.edu/about/news-center/2021/11/01/what-a-pediatrician-wants-concerned-parents-to-know-about-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,BioNTech says it could tweak Covid vaccine in 100 days if needed,The Guardian,"Nov 26, 2021",2021-11-26,"The US company Moderna said it was testing three existing Covid-19 vaccine 
booster candidates against the Omicron variant, and that it would develop a 
new...",https://www.theguardian.com/society/2021/nov/26/biontech-says-it-could-tweak-covid-vaccine-in-100-days-if-needed,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,Biden's COVID vaccine mandate: What you need to know about the January 4 deadline,CBS News,"Nov 8, 2021",2021-11-08,"""The [mandate] does account for that."" How will employers check 
vaccinations? Generally, employees can provide their COVID-19 vaccination 
card to their bosses,...",https://www.cbsnews.com/news/biden-covid-vaccine-mandate-employees-deadline-january-4/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
