,title,media,date,datetime,desc,link,img
0,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money",Wall Street Journal,"Oct 21, 2020",2020-10-21 00:00:00.000000,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money. Early 
deal with Merck was scotched for fear poor countries would be left out; now 
university...",https://www.wsj.com/articles/oxford-developed-covid-vaccine-then-scholars-clashed-over-money-11603300412,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,What it's like to be part of a COVID-19 vaccine trial,WBIR.com,"Oct 22, 2020",2020-10-22 00:00:00.000000,"As researchers race to find a vaccine to end the coronavirus pandemic, we 
give you an inside look at these potentially life-saving human trials. 
Robin Wilhoit,...",https://www.wbir.com/article/news/health/coronavirus/what-its-like-to-be-part-of-a-covid-19-vaccine-trial/51-d5b92c47-e737-4fd7-a095-97c0078585f7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,Pfizer has expanded its COVID-19 vaccine trial to include minors. Some say it's risky. Others argue it's necessary.,USA Today,"Oct 22, 2020",2020-10-22 00:00:00.000000,"Pahud said COVID-19 is as dangerous for children as other illnesses they 
are vaccinated against, not counting the risk infectious children present 
to adults.",https://www.usatoday.com/story/news/health/2020/10/22/covid-vaccine-children-clinical-trials-pfizer-cincinnati/3709031001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,5 Things to Know About a COVID Vaccine: It Won’t Be a ‘Magic Wand’,Kaiser Health News,"Oct 5, 2020",2020-10-05 00:00:00.000000,"Hypothetically, let's say the first new COVID vaccines prove 70% effective 
at preventing the disease. That would mean seven of every 10 people who 
roll up...",https://khn.org/news/5-things-to-know-about-a-covid-vaccine-it-wont-be-a-magic-wand/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Trump’s Rush to Release a COVID Vaccine Has Americans Worried,Vanity Fair,"Oct 6, 2020",2020-10-06 00:00:00.000000,"Because Donald Trump can't and won't take coronavirus seriously, even after 
being diagnosed with COVID-19 himself, his administration is relying 
almost...",https://www.vanityfair.com/news/2020/10/trump-rush-release-covid-vaccine-americans-worried,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,Thinking the unthinkable on Covid vaccine approvals,Evaluate Pharma,"Oct 7, 2020",2020-10-07 00:00:00.000000,"With the EU regulator already reviewing two coronavirus vaccines, could it 
beat the US FDA to the punch? A syringe and vial containing a Covid-19 
vaccine.",https://www.evaluate.com/vantage/articles/news/policy-and-regulation/thinking-unthinkable-covid-vaccine-approvals,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,COVID-19 vaccine: Lessons from 2001's anthrax attacks,ABC News,"Oct 13, 2020",2020-10-13 00:00:00.000000,"As the race for a COVID-19 vaccine continues, the first vaccines are likely 
to reach the public through a regulatory pathway specifically intended 
for...",https://abcnews.go.com/Health/covid-19-vaccine-lessons-2001s-anthrax-attacks/story?id=73508456,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,"Harris, Pence square off on Covid-19 vaccine trust",Stat News,"Oct 7, 2020",2020-10-07 00:00:00.000000,"Harris' statement, which came during the only vice presidential debate of 
the 2020 election cycle, underscores the central role that Covid-19 
vaccine...",https://www.statnews.com/2020/10/07/harris-pence-vaccine-trump-covid-19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,Britain's Johnson says cannot take COVID-19 vaccine for ...,Reuters,"Oct 12, 2020",2020-10-12 00:00:00.000000,"LONDON (Reuters) - British Prime Minister Boris Johnson said on Monday 
there were some hopeful signs that a vaccine would be secured for COVID-19 
but he...",https://www.reuters.com/article/us-health-coronavirus-britain-vaccine-idUSKBN26X21O,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,"Pfizer won't apply for Covid vaccine EUA until 2nd half of November, CEO says",NBC News,"Oct 16, 2020",2020-10-16 00:00:00.000000,"The drugmaker Pfizer said it will not apply for emergency use authorization 
for its Covid-19 vaccine candidate until at least the third week of 
November.",https://www.nbcnews.com/health/health-news/pfizer-won-t-apply-covid-vaccine-eua-until-2nd-half-n1243710,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,U.K. Preparing COVID-19 Vaccine Trials That Deliberately ...,NPR,"Oct 20, 2020",2020-10-20 00:00:00.000000,"The plan is to recruit healthy people between the ages of 18 and 30 with no 
prior history of COVID-19 symptoms and no known risk factors for the 
disease.",https://www.npr.org/sections/coronavirus-live-updates/2020/10/20/925723045/u-k-preparing-covid-19-vaccine-trials-that-deliberately-infect-study-subjects,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,$9 trillion: The potential income boost from coronavirus vaccine,Al Jazeera,"Oct 16, 2020",2020-10-16 00:00:00.000000,"International Monetary Fund chief says global cooperation on coronavirus 
vaccine development is key to recovery. Equitable and affordable access to 
COVID-19...",https://www.aljazeera.com/economy/2020/10/16/9-trillion-the-potential-income-boost-from-coronavirus-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,China joins global effort to ensure COVID vaccine access for all,UN News,"Oct 9, 2020",2020-10-09 00:00:00.000000,"Scientists at the Jenner Institute at Oxford University are working on 
developing a vaccine against the coronavirus.",https://news.un.org/en/story/2020/10/1075032,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,3 Covid-19 Trials Have Been Paused for Safety. That’s a Good Thing.,The New York Times,"Oct 15, 2020",2020-10-15 00:00:00.000000,"This week, two high-profile, late-stage clinical trials — Johnson & 
Johnson's test of a coronavirus vaccine and Eli Lilly's study of a Covid-19 
drug — were...",https://www.nytimes.com/2020/10/14/health/covid-clinical-trials.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,"Covid-19 vaccine alone won't defeat spread of virus, report warns",The Guardian,"Oct 1, 2020",2020-10-01 00:00:00.000000,"A successful vaccine for Covid-19 will not conquer the spread of the virus 
... around the world are working to produce a vaccine against the 
coronavirus,...",https://www.theguardian.com/world/2020/oct/01/covid-19-vaccine-alone-wont-defeat-spread-of-virus-report-warns,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,Governor Cuomo Announces Draft New York State COVID-19 ...,Governor Kathy Hochul,"Oct 18, 2020",2020-10-18 00:00:00.000000,"Governor Andrew M. Cuomo today announced the NYS Department of Health has 
released a draft COVID-19 Vaccination Administration Program that serves as 
an...",https://www.governor.ny.gov/news/governor-cuomo-announces-draft-new-york-state-covid-19-vaccination-administration-program,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,The 'speed of trust': California wants statewide panel to review ...,CalMatters,"Oct 19, 2020",2020-10-19 00:00:00.000000,"Coronavirus vaccines approved by the U.S. Food and Drug Administration in 
coming months will not be distributed in California until a statewide panel 
of health...",https://calmatters.org/health/coronavirus/2020/10/california-panel-covid-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,COVID-19 vaccines: time to talk about the uncertainties,Nature,"Oct 20, 2020",2020-10-20 00:00:00.000000,"Part of my job is advising on the composition of each year's influenza 
vaccine. In this coronavirus pandemic, like everyone else, I have had to 
adjust to...",https://www.nature.com/articles/d41586-020-02944-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,The one with the vaccines,USA Today,"Oct 14, 2020",2020-10-14 00:00:00.000000,"As the need for a COVID-19 vaccine grows more dire, experts say pauses in 
two large-scale vaccine studies should reassure people, not frighten them. 
Eli Lilly...",https://www.usatoday.com/story/news/2020/10/14/covid-19-vaccine-barron-trump-kyle-rittenhouse-amy-cooper-wednesdays-news/3652662001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
