claim,fact-check agency,time,orginated,label,poynter_url
Bill Gates has ordered the global COVID-19 pandemic.,VoxCheck,2020/05/11 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=bill-gates-has-ordered-the-global-covid-19-pandemic
“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus… the Dems have a bill on the House floor ready to vote on it to require this.”,PolitiFact,2020/05/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-what-bill-gates-and-george-soros-want-to-do-secretly-stick-you-with-a-chip-while-testing-you-for-the-coronavirus-the-dems-have-a-bill-on-the-house-floor-ready-to-vote-on-i
"Dr. Anthony Fauci is “pushing” remdesivir as a potential COVID-19 treatment drug, because he “invented” it with Bill Gates and they stand to profit from it.",FactCheck.org,2020/05/10 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-anthony-fauci-is-pushing-remdesivir-as-a-potential-covid-19-treatment-drug-because-he-invented-it-with-bill-gates-and-they-stand-to-profit-from-it
"The total number of COVID-19 deaths decreased in Manaus, Brazil, from 150 to 2 after a visit from health minister Nelson Teich. This happened because he started to investigate fraudulent deaths.",Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-total-number-of-covid-19-deaths-decreased-in-manaus-brazil-from-150-to-2-after-a-visit-from-health-minister-nelson-teich-this-happened-because-he-started-to-investigate-fraudulent-deaths
Bill Gates is funding a vaccine in adhesive patch form. The vaccine contains a microchip that is going to be used to monitor people via 5G network.,Agência Lupa,2020/05/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-funding-a-vaccine-in-adhesive-patch-form-the-vaccine-contains-a-microchip-that-is-going-to-be-used-to-monitor-people-via-5g-network
"The government and Bill Gates have overshadowed the social profiles of De Donno, the doctor who experiments with plasma treatment in the Mantua hospital. Matteo Salvini",Open,2020/05/07 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=the-government-and-bill-gates-have-overshadowed-the-social-profiles-of-de-donno-the-doctor-who-experiments-with-plasma-treatment-in-the-mantua-hospital-matteo-salvini-whoever-touches-bill-gates-b
Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,PolitiFact,2020/05/06 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=gates-foundation-stands-to-make-nearly-31-5-billion-on-a-coronavirus-vaccine-in-u-k
Tailors have been forbidden to sell non homologated masks in France.,Les Décodeurs,2020/05/06 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=tailors-have-been-forbidden-to-sell-non-homologated-masks-in-france
Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.,LeadStories,2020/05/06 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=viral-video-reveals-there-is-a-coronavirus-vaccine-patent-owned-by-bill-gates
A video where Bill Gates is alledgely stating that vaccines are useful to sterilize and reduce the world population.,Facta,2020/05/06 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-where-bill-gates-is-alledgely-stating-that-vaccines-are-useful-to-sterilize-and-reduce-the-world-population
Bill Gates said that the Catholic religion may have to be suspended forever because of the COVID-19 pandemic.,LeadStories,2020/05/05 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-that-the-catholic-religion-may-have-to-be-suspended-forever-because-of-the-covid-19-pandemic
Bill Gates uses COVID-19 to implement the ID2020 chip and monitor the world.,Animal Político,2020/05/05 ,"Mexico, Argentina",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-uses-covid-19-to-implement-the-id2020-chip-and-monitor-the-world
"In an online video, father Vasilios Voloudakis claimed that Bill Gates is directly connected with the emergence of the COVID-19 pandemic. He also stated that the disease itself is a hoax and that the media exagerate its importance and danger to society.",Ellinika Hoaxes,2020/05/05 ,Greece,MISLEADING,https://www.poynter.org/?ifcn_misinformation=in-an-online-video-father-vasilios-voloudakis-claimed-that-bill-gates-is-directly-connected-with-the-emergence-of-the-covid-19-pandemic-he-also-stated-that-the-disease-itself-is-a-hoax-and-that-the
"Mantova hospital, in Italy, tests plasma treatment to heal COVID-19 patients. The Italian government has sent the Carabinieri to stop the experimentation. It’s because of Bill Gates.",Open,2020/05/05 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=mantova-hospital-in-italy-tests-plasma-treatment-to-heal-covid-19-patients-the-italian-government-has-sent-the-carabinieri-to-stop-the-experimentation-its-because-of-bill-gates
"A Whatsapp message which claims that the Italian government sent “Nas” (a branch of the Carabinieri) to close the department in charge of plamsa-related therapies at Mantua hospital, where “they cure COVID-19 in 48 hours”. The government would have done that in order to obtain “Bill Gates’ vaccine”.",Facta,2020/05/04 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-which-claims-that-the-italian-government-sent-nas-a-branch-of-the-carabinieri-to-close-the-department-in-charge-of-plamsa-related-therapies-at-mantua-hospital-where-they-cure
