claim,fact-check agency,time,orginated,label,poynter_url
Half a million of people are demanding investigation on Bill Gates charging him with crimes against humanity. White house decides about Gate’s destiny. Investigation is on the way,Raskrinkavanje,2020/04/24 ,"Bosnia and Herzegovina, Serbia",FALSE,https://www.poynter.org/?ifcn_misinformation=half-a-million-of-people-are-demanding-investigation-on-bill-gates-charging-him-with-crimes-against-humanity-white-house-decides-about-gates-destiny-investigation-is-on-the-way
Bill Gates is creating a vaccine against the COVID-19 which would geolocate the population.,franceinfo,2020/04/22 ,"France, United States, Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-creating-a-vaccine-against-the-covid-19-which-would-geolocate-the-population
"According to the documents leaked out from Bill Gates foundation, Chinese scientist, Mrs. Shih Zhengli is responsible for releasing the COVID-19 by placing a piece of polluted day ice near the Wuhan seafood market.",Taiwan FactCheck Center,2020/04/22 ,Taiwan,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-documents-leaked-out-from-bill-gates-foundation-chinese-scientist-mrs-shih-zhengli-is-responsible-for-releasing-the-covid-19-by-placing-a-piece-of-polluted-day-ice-near-the-wuhan-s
COVID-19 patients in Gujarat are being segregated on the basis of religion at Ahmedabad Civil Hospital.,Newschecker,2020/04/21 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-patients-in-gujarat-are-being-segregated-on-the-basis-of-religion-at-ahmedabad-civil-hospital-2
COVID-19 patients in Gujarat are being segregated on the basis of religion at Ahmedabad Civil Hospital.,Newschecker,2020/04/21 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-patients-in-gujarat-are-being-segregated-on-the-basis-of-religion-at-ahmedabad-civil-hospital
Bill Gates is detained as the creator of the coronavirus.,Factcheck.kz,2020/04/20 ,"Russia, Kazakhstan, Kyrgyzstan",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-detained-as-the-creator-of-the-coronavirus
The Gates Foundation “has the patent for this coronavirus.”,PolitiFact,2020/04/20 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-gates-foundation-has-the-patent-for-this-coronavirus
"Bill Gates wants to implement microchips, to depopulate the planet and he is sued in India for killing people with vaccines.",Décrypteurs - Radio-Canada,2020/04/20 ,Canada,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-wants-to-implement-microchips-to-depopulate-the-planet-and-he-is-sued-in-india-for-killing-people-with-vaccines
Brazilian president Jair Bolsonaro said that beneficiaries of R $ 600 emergency aid to mitigate the effects of the COVID-19 pandemic ‘do not like to work’.,Aos Fatos,2020/04/18 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=brazilian-president-jair-bolsonaro-said-that-beneficiaries-of-r-600-emergency-aid-to-mitigate-the-effects-of-the-covid-19-pandemic-do-not-like-to-work
"Pharmaceutical companies, the Gates, and the Clintons planned the pandemic.",VoxCheck,2020/04/18 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=pharmaceutical-companies-the-gates-and-the-clintons-planned-the-pandemic
An image from the Official Spanish State Gazette and messages that assure that “the Government is going to use military aircraft to fumigate against the coronavirus.”,Maldita.es,2020/04/18 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=an-image-from-the-official-spanish-state-gazette-and-messages-that-assure-that-the-government-is-going-to-use-military-aircraft-to-fumigate-against-the-coronavirus
The number of COVID-19 deaths in Brazil plummeted after Minister of Justice Sergio Moro ordered the Federal Police to investigate whether the numbers were being fabricated.,Agência Lupa,2020/04/17 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-covid-19-deaths-in-brazil-plummeted-after-minister-of-justice-sergio-moro-ordered-the-federal-police-to-investigate-whether-the-numbers-were-being-fabricated
"Bill Gates, the WHO and the World Bank lost billions to Trump amid the coronavirus outbreak.",LeadStories,2020/04/17 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-the-who-and-the-world-bank-lost-billions-to-trump-amid-the-coronavirus-outbreak
"The pandemic is a lie, COVID-19 can be cured with vitamin C and Bill Gates is behind it all.",Faktograf,2020/04/16 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-pandemic-is-a-lie-covid-19-can-be-cured-with-vitamin-c-and-bill-gates-is-behind-it-all
"Bill Gates free to prescribe drugs while the late herbalist, “Dr. Sebi,” was not allowed to heal people with herbs.",LeadStories,2020/04/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-free-to-prescribe-drugs-while-the-late-herbalist-dr-sebi-was-not-allowed-to-heal-people-with-herbs
