claim,fact-check agency,time,orginated,label,poynter_url
How could Bill Gates say five years ago that there would be a pandemic in 2020?,Vistinomer,2020/09/29 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=how-could-bill-gates-say-five-years-ago-that-there-would-be-a-pandemic-in-2020
Bill Gates stated that vaccines against COVID-19 will change human’s DNA,Agência Lupa,2020/09/28 ,Brazil,False,https://www.poynter.org/?ifcn_misinformation=bill-gates-stated-that-vaccines-against-covid-19-will-change-humans-dna
A Facebook post says that Bill Gates confirmed that chips are going to be introduced in coronavirus vacinnes,Maldita.es,2020/09/25 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-says-that-bill-gates-confirmed-that-chips-are-going-to-be-introduced-in-coronavirus-vacinnes
The coronavirus is a hoax planned by Bill Gates and Anthony Fauci,FactCheck Georgia,2020/09/20 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-a-hoax-planned-by-bill-gates-and-anthony-fauci
"The authors of the text suggest that the polio vaccine led to a tragedy, for which the World Health Organization and Bill Gates are allegedly responsible.",Demagog,2020/09/14 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=the-authors-of-the-text-suggest-that-the-polio-vaccine-led-to-a-tragedy-for-which-the-world-health-organization-and-bill-gates-are-allegedly-responsible
"Bill Gates said at least 700,000 people will suffer serious adverse reactions caused by COVID-19 vaccines",Agência Lupa,2020/09/14 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-at-least-700000-people-will-suffer-serious-adverse-reactions-caused-by-covid-19-vaccines
"In Nigeria, Bill Gates wanted to give a $10 million bribe for the lawmakers to adopt the mandatory vaccination bill.",VoxCheck,2020/09/12 ,"Ukraine, Nigeria",FALSE,https://www.poynter.org/?ifcn_misinformation=in-nigeria-bill-gates-wanted-to-give-a-10-million-bribe-for-the-lawmakers-to-adopt-the-mandatory-vaccination-bill
There is a plan involving planes to fumigate the cities,Bolivia Verifica,2020/09/10 ,Bolivia,False,https://www.poynter.org/?ifcn_misinformation=there-is-a-plan-involving-planes-to-fumigate-the-cities
Bill Gates said the COVID-19 vaccine will kill many people,Demagog,2020/09/10 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-the-covid-19-vaccine-will-kill-many-people
PGA golfer Bubba Wallace wrote Facebook post that criticizes measures taken to mitigate the spread of COVID-19.,FactCheck.org,2020/09/07 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=pga-golfer-bubba-wallace-wrote-facebook-post-that-criticizes-measures-taken-to-mitigate-the-spread-of-covid-19
"The Oxford vaccine, funded by Bill Gates, is genetically modified and can alter human genes. A video featuring Bill Gates dubbed in Georgian was aired in a TV channel where Gates speaks about mandatory vaccinations of humans.",Myth Detector,2020/09/02 ,"Georgia, United Kingdom",FALSE,https://www.poynter.org/?ifcn_misinformation=the-oxford-vaccine-funded-by-bill-gates-is-genetically-modified-and-can-alter-human-genes-a-video-featuring-bill-gates-dubbed-in-georgian-was-aired-in-a-tv-channel-where-gates-speaks-about-mandator
Bill and Melinda Gates as well as Anthony Fauci were convicted by a military court for their participation in the pandemic hoax,Ellinika Hoaxes,2020/08/28 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-and-melinda-gates-as-well-as-anthony-fauci-were-convicted-by-a-military-court-for-their-participation-in-the-pandemic-hoax
Bill Gates is building the global concentration camp.,VoxCheck,2020/08/25 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-building-the-global-concentration-camp
A Facebook post claims that Bill Gates ordered the Italian government to impose a second national lockdown by October 1st.,Facta,2020/08/14 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-claims-that-bill-gates-ordered-the-italian-government-to-impose-a-second-national-lockdown-by-october-1st
"Russian psychic labels the pandemic a hoax adding that after the COVID-19 is gone and the vaccinations are done, a “mass murder of people” will begin and Bill Gates will play his part in it.",Myth Detector,2020/08/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=russian-psychic-labels-the-pandemic-a-hoax-adding-that-after-the-covid-19-is-gone-and-the-vaccinations-are-done-a-mass-murder-of-people-will-begin-and-bill-gates-will-play-his-part
