claim,fact-check agency,time,orginated,label,poynter_url
Bill Gates claims and announces that vaccinations will be mandatory for all.,Faktograf,2020/05/04 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-claims-and-announces-that-vaccinations-will-be-mandatory-for-all
"In a video, blogger Ken Jebsen claims Bill Gates took control over the health system to force his vaccines upon everyone. He funds 80 percent of the WHO. In Germany people are arrested because they carry the constitution (Grundgesetz). Germany secretly wants to impose compulsory vaccines in a new law, and COVID-19 is just a harmless flu",Correctiv,2020/05/04 ,Germany,Partially false,https://www.poynter.org/?ifcn_misinformation=in-a-video-blogger-ken-jebsen-claims-bill-gates-took-control-over-the-health-system-to-force-his-vaccines-upon-everyone-he-funds-80-percent-of-the-who-in-germany-people-are-arrested-because-they-ca
"A post shared more than 160,000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested, and asks if it would be “like holocaust victims have.”",AFP,2020/05/04 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=a-post-shared-more-than-160000-times-on-facebook-during-the-novel-coronavirus-pandemic-says-bill-gates-wants-digital-tattoos-to-check-who-has-been-tested-and-asks-if-it-would-be
"Bill Gates is experimenting on humans, and the pandemic is fictional.",VoxCheck,2020/05/03 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-experimenting-on-humans-and-the-pandemic-is-fictional
The Bill and Melinda Gates Foundation headquarters is called the “Centre for Global Human Population Reduction”.,AfricaCheck,2020/05/02 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=the-bill-and-melinda-gates-foundation-headquarters-is-called-the-centre-for-global-human-population-reduction
Social media users have shared a photo that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation.,AFP,2020/05/01 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=social-media-users-have-shared-a-photo-that-claims-to-show-a-center-for-global-human-population-reduction-affiliated-with-the-bill-melinda-gates-foundation
An image claimed that the Bill Gates vaccination program “deformed and ruined the lives of people in Africa.”,Animal Político,2020/05/01 ,Mexico,misleading,https://www.poynter.org/?ifcn_misinformation=an-image-claimed-that-the-bill-gates-vaccination-program-deformed-and-ruined-the-lives-of-people-in-africa
Hydroxychloroquine “cures COVID-19” but there is a conspiracy by Biil Gates and Dr. Fauci to ban it.,Poligrafo,2020/04/30 ,Portugal,FALSE,https://www.poynter.org/?ifcn_misinformation=hydroxychloroquine-cures-covid-19-but-there-is-a-conspiracy-by-biil-gates-and-dr-fauci-to-ban-it
"An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people, citing an interview he gave.",AFP,2020/04/30 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=an-article-circulating-on-facebook-claims-that-microsoft-co-founder-bill-gates-said-a-covid-19-vaccine-could-kill-almost-one-million-people-citing-an-interview-he-gave
Melinda Gates divorced her husband Bill because he created a toxic vaccine whose purpose is to destroy the African.,PesaCheck,2020/04/30 ,Mali,FALSE,https://www.poynter.org/?ifcn_misinformation=melinda-gates-divorced-her-husband-bill-because-he-created-a-toxic-vaccine-whose-purpose-is-to-destroy-the-african
“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,PolitiFact,2020/04/30 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-admits-his-covid-19-vaccine-might-kill-nearly-1-million-people
Bill Gates is creating vaccines to make the earth’s population infertile. He discussed a plan to reduce the world’s population through vaccines during his 2010 TED talk.,Myth Detector,2020/04/29 ,Georgia,misleading,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-creating-vaccines-to-make-the-earths-population-infertile-he-discussed-a-plan-to-reduce-the-worlds-population-through-vaccines-during-his-2010-ted-talk
Sign outside the Bill & Melinda Gates Foundation says “Center for Global Human Population Reduction.”,LeadStories,2020/04/28 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=sign-outside-the-bill-melinda-gates-foundation-says-center-for-global-human-population-reduction
A vaccine against polio funded by Bill Gates has paralysed almost 500 000 children in India between 2000 and 2017.,AFP,2020/04/27 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=a-vaccine-against-polio-funded-by-bill-gates-has-paralysed-almost-500-000-children-in-india-between-2000-and-2017
Bill Gates said in a TV interview that people don’t have a choice when it comes to vaccination for COVID-19.,Ellinika Hoaxes,2020/04/24 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-in-a-tv-interview-that-people-dont-have-a-choice-when-it-comes-to-vaccination-for-covid-19
