claim,fact-check agency,time,orginated,label,poynter_url
"Bill Gates said there will be 700,000 “victims” of death or disability from a Covid-19 vaccine.",AFP,2020/11/27 ,Nigeria,Misleading,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-there-will-be-700000-victims-of-death-or-disability-from-a-covid-19-vaccine
"Bill Gates said 770,000 deaths from the covid vaccine is a good result",La Silla Vacía,2020/11/26 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-770000-deaths-from-the-covid-vaccine-is-a-good-result
Bill Gates admitted in a video that his experimental vaccine will change our DNA forever,Animal Político,2020/11/18 ,Mexico,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-admitted-in-a-video-that-his-experimental-vaccine-will-change-our-dna-forever
"According to the newspaper “The Sovereign Independent”, Bill Gates is planning to depopulate the world through forced vaccination.",FactCheck Georgia,2020/11/18 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-newspaper-the-sovereign-independent-bill-gates-is-planning-to-depopulate-the-world-through-forced-vaccination
"The New England Journal of Medicine (NEJM), a prestigious medical journal, has published a plan developed by Bill Gates on carrying out mandatory vaccination and establishing total control over the world population. According to the plan, an RNA molecule experimental vaccine should be created “to reprogram” the immune system and make human body vaccine dependent. Vaccination will become mandatory, while vaccine rejection will lead to compulsory vaccination through use of force, restriction of the right to free movement or work.",Myth Detector,2020/11/04 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-england-journal-of-medicine-nejm-a-prestigious-medical-journal-has-published-a-plan-developed-by-bill-gates-on-carrying-out-mandatory-vaccination-and-establishing-total-control-over-the-wo
"According to the “New England Journal of Medicine”, Bill Gates is aiming for forced vaccinations around the world",FactCheck Georgia,2020/11/03 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=according-to-the-new-england-journal-of-medicine-bill-gates-is-aiming-for-forced-vaccinations-around-the-world
"The World Health Organization declared COVID-19 a pandemic upon Bill Gates’ instructions. He claims that after the U.S. President halted funding to the WHO, Bill Gates transferred USD 50 million to it that was followed by declaring COVID-19 a pandemic the very next day.",Myth Detector,2020/10/28 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-world-health-organization-declared-covid-19-a-pandemic-upon-bill-gates-instructions-he-claims-that-after-the-u-s-president-halted-funding-to-the-who-bill-gates-transferred-usd-50-milli
Bill Gates’ ancestor Frederick Gates carried out a dangerous vaccination campaign in the U.S. in 1918.,VoxCheck,2020/10/27 ,"Ukraine, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-ancestor-frederick-gates-carried-out-a-dangerous-vaccination-campaign-in-the-u-s-in-1918
Old claim resurfaced that Bill Gates-funded Pirbright Institute patented coronavirus before the outbreak,Digiteye India,2020/10/22 ,"India, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=old-claim-resurfaced-that-bill-gates-funded-pirbright-institute-patented-coronavirus-before-the-outbreak
Bill Gates implements a plan of compulsory vaccination of the world’s population.,VoxCheck,2020/10/19 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=bill-gates-implements-a-plan-of-compulsory-vaccination-of-the-worlds-population
US billionaire Bill Gates was caught on camera admitting that the COVID-19 vaccine he is developing will permanently alter human DNA.,Rappler,2020/10/15 ,Philippines,FALSE,https://www.poynter.org/?ifcn_misinformation=us-billionaire-bill-gates-was-caught-on-camera-admitting-that-the-covid-19-vaccine-he-is-developing-will-permanently-alter-human-dna
"Bill Gates spoke about mass vaccination and noted that vaccines should be in the form of the chip, and people will not be allowed to work if they refuse implanting the chips. Gates also assessed atomic weapons as an old challenge, and named coronavirus as a contemporary threat, and even displayed the model of COVID-19.",Myth Detector,2020/10/13 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-spoke-about-mass-vaccination-and-noted-that-vaccines-should-be-in-the-form-of-the-chip-and-people-will-not-be-allowed-to-work-if-they-refuse-implanting-the-chips-gates-also-assessed-atomi
Bill Gates tweeted about the coronavirus and vaccines in 2019.,Myth Detector,2020/10/09 ,Georgia,Partially false,https://www.poynter.org/?ifcn_misinformation=bill-gates-tweeted-about-the-coronavirus-and-vaccines-in-2019
Bill Gates has stated that his children were not vaccinated,Agência Lupa,2020/10/08 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-has-stated-that-his-children-were-not-vaccinated
"The Paraguayan government will buy vaccines “produced by the Bill & Melinda Gates Foundation”, whose development was prohibited in the United States by Donald Trump.",AFP,2020/10/05 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=the-paraguayan-government-will-buy-vaccines-produced-by-the-bill-melinda-gates-foundation-whose-development-was-prohibited-in-the-united-states-by-donald-trump
