claim,fact-check agency,time,orginated,label,poynter_url
Trump administration is against Gates’ project of microchip implantation.,VoxCheck,2020/04/16 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=trump-administration-is-against-gates-project-of-microchip-implantation
The pandemic is a fake excuse for Bill Gates to implant microchips into the global population.,Faktograf,2020/04/15 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-pandemic-is-a-fake-excuse-for-bill-gates-to-implant-microchips-into-the-global-population
The pandemic is a fake excuse for Bill Gates to depopulate the Earth.,Faktograf,2020/04/15 ,Croatia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-pandemic-is-a-fake-excuse-for-bill-gates-to-depopulate-the-earth
Bill Gates wants to implant microchips in vaccines using the “ID2020 Alliance”.,Demagog,2020/04/15 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-wants-to-implant-microchips-in-vaccines-using-the-id2020-alliance
"A French doctor is quoted as saying that US billionaire Bill Gates wants to sell a COVID-19 vaccine in Africa, but it’s poisonous and will “destroy” Africa.",AfricaCheck,2020/04/14 ,"Nigeria, West Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=a-french-doctor-is-quoted-as-saying-that-us-billionaire-bill-gates-wants-to-sell-a-covid-19-vaccine-in-africa-but-its-poisonous-and-will-destroy-africa
"Social media posts and online articles shared tens of thousands of times claim that the foundation of billionaire philanthropist Bill Gates tested a polio vaccine in India that left at least 490,000 children paralyzed.",AFP,2020/04/13 ,"Czech Republic, Canada",misleading,https://www.poynter.org/?ifcn_misinformation=social-media-posts-and-online-articles-shared-tens-of-thousands-of-times-claim-that-the-foundation-of-billionaire-philanthropist-bill-gates-tested-a-polio-vaccine-in-india-that-left-at-least-490000-c
"The Gates Foundation “tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.”",PolitiFact,2020/04/13 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=the-gates-foundation-tested-a-polio-vax-in-india-between-2000-2017-and-paralysed-496000-children
Bill Gates plans to introduce microchip implants that will register whether or not someone has been tested and/or vaccinated against SARS-CoV-2.,Ellinika Hoaxes,2020/04/12 ,Greece,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-plans-to-introduce-microchip-implants-that-will-register-whether-or-not-someone-has-been-tested-and-or-vaccinated-against-sars-cov-2
Microsoft co-founder Bill Gates will release human-implantable capsules with “digital certificates” that can show who has been tested for coronavirus and who has been vaccinated.,Factcheck.kz,2020/04/12 ,"Russia, Kazakhstan, Kyrgyzstan",FALSE,https://www.poynter.org/?ifcn_misinformation=microsoft-co-founder-bill-gates-will-release-human-implantable-capsules-with-digital-certificates-that-can-show-who-has-been-tested-for-coronavirus-and-who-has-been-vaccinated
Says American NIAID director Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,PolitiFact,2020/04/12 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=says-american-niaid-director-dr-anthony-fauci-stands-to-lose-100-million-dollars-on-bill-gates-vaccine-for-the-coronavirus-because-he-invested-in-this-vaccine
U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,LeadStories,2020/04/11 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=u-s-government-planning-to-force-americans-to-take-vaccinations-during-the-coronavirus-pandemic-with-the-help-of-bill-gates
A Facebook post claimed that Bill Gates says there will be no public/mass gatherings in the light of COVID-19 pandemic until everyone is vaccinated.,Dubawa,2020/04/11 ,Ghana,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-claimed-that-bill-gates-says-there-will-be-no-public-mass-gatherings-in-the-light-of-covid-19-pandemic-until-everyone-is-vaccinated
Bill Gates profits from vaccination and wants to reduce the world’s population.,VoxCheck,2020/04/10 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-profits-from-vaccination-and-wants-to-reduce-the-worlds-population
Bill Gates personally will profit from a COVID-19 vaccine and he owns a company that plans to implant microchips in everyone.,LeadStories,2020/04/09 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-personally-will-profit-from-a-covid-19-vaccine-and-he-owns-a-company-that-plans-to-implant-microchips-in-everyone
"“Church services can’t resume until we’re all vaccinated, says Bill Gates.”",PolitiFact,2020/04/09 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=church-services-cant-resume-until-were-all-vaccinated-says-bill-gates
