claim,fact-check agency,time,orginated,label,poynter_url
Bill Gates never wears a mask,TEMPO,2021/04/20 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-never-wears-a-mask
Bill Gates and Klaus Schwab have said that COVID-19 allows control of humanity,Colombiacheck,2021/04/19 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-and-klaus-schwab-have-said-that-covid-19-allows-control-of-humanity
Bill Gates claims that you stop believing in God after vaccine,Demagog,2021/04/15 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-claims-that-you-stop-believing-in-god-after-vaccine
The video claims,Vistinomer,2021/04/13 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-video-claims-indian-doctors-blame-gates-for-the-campaign-that-resulted-in-a-polio-epidemic-caused-by-polio-vaccines-over-496-thousand-children-were-paralyzed-from-2000-to-2017-in-2017-the-indi
A video of an interview where Bill Gates allegedly talks about the adverse effects of vaccination,Chequeado,2021/04/13 ,Argentina,Misleading,https://www.poynter.org/?ifcn_misinformation=a-video-of-an-interview-where-bill-gates-allegedly-talks-about-the-adverse-effects-of-vaccination
"João Doria, governor of São Paulo, said, on April 8 2021, he was going to prorrogate “quarentine” until April 22",Agência Lupa,2021/04/09 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=joao-doria-governor-of-sao-paulo-said-on-april-8-2021-he-was-going-to-prorrogate-quarentine-until-april-22
Bill Gates said that “The COVID-19 vaccines will give us global overpopulation control.”,Doğruluk Payı,2021/04/09 ,Turkey,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-that-the-covid-19-vaccines-will-give-us-global-overpopulation-control
Bill Gates refused to give vaccines to his children,TEMPO,2021/04/09 ,"Indonesia, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-refused-to-give-vaccines-to-his-children
“mRNA is not a vaccine” — it’s “actually an operating system” that’s run by Bill Gates to program humans.,PolitiFact,2021/03/31 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=mrna-is-not-a-vaccine-its-actually-an-operating-system-thats-run-by-bill-gates-to-program-humans
Vaccines are programmed to kill us and Bill Gates wants to depopulate the world,Colombiacheck,2021/03/29 ,Colombia,FALSE,https://www.poynter.org/?ifcn_misinformation=vaccines-are-programmed-to-kill-us-and-bill-gates-wants-to-depopulate-the-world
"The COVID-19 vaccine has not been investigated and causes seizures, Bell’s palsy and deaths",Maldita.es,2021/03/29 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-vaccine-has-not-been-investigated-and-causes-seizures-bells-palsy-and-deaths
Covid-19 pandemic is related with Bill Gates and George Soros,Facta,2021/03/19 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-pandemic-is-related-with-bill-gates-and-george-soros
"“80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.”",PolitiFact,2021/03/18 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=80-of-people-taking-the-moderna-vaccine-had-significant-side-effects-via-bill-gates
"in the photo we can see Obame, Fauci and Bill Gates’ wife in Wuhan in 2015",Demagog,2021/03/16 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=in-the-photo-we-can-see-obame-fauci-and-bill-gates-wife-in-wuhan-in-2015
"The Wuhan biological laboratory belongs to the pharmaceutical company Glaxo, in a chain of relationships in which Pfizer, George Soros, Bill Gates and the WHO also participate, which makes clear the origin of a pandemic that enslaves society.",EFE Verifica,2021/03/12 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=the-wuhan-biological-laboratory-belongs-to-the-pharmaceutical-company-glaxo-in-a-chain-of-relationships-in-which-pfizer-george-soros-bill-gates-and-the-who-also-participate-which-makes-clear-the-o
