claim,fact-check agency,time,orginated,label,poynter_url
"Bill Gates-funded vaccine got 1,200 girls sick in India.",Chequeado,2020/06/22 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-funded-vaccine-got-1200-girls-sick-in-india
Gates and Soros celebrate the 11th anniversary of their secret club with coronavirus pandemic.,VoxCheck,2020/06/19 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=gates-and-soros-celebrate-the-11th-anniversary-of-their-secret-club-with-coronavirus-pandemic
"Bill Gates, who is supporting COVID-19 vaccine research, visited in New Zealand during May.",AAP FactCheck,2020/06/19 ,"Australia, New Zealand",FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-who-is-supporting-covid-19-vaccine-research-visited-in-new-zealand-during-may
"CoronaVac, a vaccine that is being developed in China and will be tested in Brazil, is being funded by Bill Gates.",Agência Lupa,2020/06/18 ,Brazil,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavac-a-vaccine-that-is-being-developed-in-china-and-will-be-tested-in-brazil-is-being-funded-by-bill-gates
WHO establishes COVID-19 as a pandemic the day after receiving donations from Bill Gates.,TEMPO,2020/06/18 ,Indonesia,FALSE,https://www.poynter.org/?ifcn_misinformation=who-establishes-covid-19-as-a-pandemic-the-day-after-receiving-donations-from-bill-gates
"Cardinal Antonio Cañizares, from Spain, has assured that one of the vaccines that is being investigated against COVID-19 is made from cells of aborted fetuses.",Maldita.es,2020/06/17 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=cardinal-antonio-canizares-from-spain-has-assured-that-one-of-the-vaccines-that-is-being-investigated-against-covid-19-is-made-from-cells-of-aborted-fetuses
"A picture with a quote attributed to Bill Gates, stating",Facta,2020/06/17 ,Italy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-picture-with-a-quote-attributed-to-bill-gates-stating-the-vaccine-wont-be-safe-but-lets-get-it-out-quickly-anyway-and-worry-about-the-consequences-later
Gates Foundation planting microchips during COVID19 swab testing.,Vishvas News,2020/06/17 ,India,FALSE,https://www.poynter.org/?ifcn_misinformation=gates-foundation-planting-microchips-during-covid19-swab-testing
"Bill Gates, who has led harmful vaccination campaigns in developing countries, now plans to use COVID-19 vaccines to surveil the population.",Science Feedback,2020/06/16 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-who-has-led-harmful-vaccination-campaigns-in-developing-countries-now-plans-to-use-covid-19-vaccines-to-surveil-the-population
Bill & Melinda Gates Foundation building says “Center for Global Human Population Reduction” on its front.,Chequeado,2020/06/16 ,Argentina,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-melinda-gates-foundation-building-says-center-for-global-human-population-reduction-on-its-front
A Twitter post titled “Sakam da kazam”,Vistinomer,2020/06/15 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=a-twitter-post-titled-sakam-da-kazam-july-15-elections-will-be-used-for-vaccinating-voters-through-the-project-of-bill-and-melinda-gates
There are reports circulating on social media that Bill Gates said that a new experimental mRNA vaccine could change patients’ DNA.,Factcheck.Vlaanderen,2020/06/15 ,Belgium,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-reports-circulating-on-social-media-that-bill-gates-said-that-a-new-experimental-mrna-vaccine-could-change-patients-dna
"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",PolitiFact,2020/06/14 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=six-months-before-the-covid-plandemic-bill-gates-had-negotiated-a-100-billion-contact-tracing-deal-with-the-democratic-congressman-sponsor-of-bill
“There is no pandemic. Terrorists Gates and Soros arranged the quarantine for world domination”.,VoxCheck,2020/06/13 ,Ukraine,No evidence,https://www.poynter.org/?ifcn_misinformation=there-is-no-pandemic-terrorists-gates-and-soros-arranged-the-quarantine-for-world-domination
"A photo of the facade of the Bill and Melinda Gates Foundation building that reads, in English, “Center for Global Human Population Reduction.”",Maldita.es,2020/06/12 ,"Spain, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-the-facade-of-the-bill-and-melinda-gates-foundation-building-that-reads-in-english-center-for-global-human-population-reduction
