claim,fact-check agency,time,orginated,label,poynter_url
"Peruvian court ruled that Bill Gates, George Soros and Rockefeller family are guilty of causing the pandemic.",Demagog,2021/03/11 ,Poland,FALSE,https://www.poynter.org/?ifcn_misinformation=peruvian-court-ruled-that-bill-gates-george-soros-and-rockefeller-family-are-guilty-of-causing-the-pandemic
American musician Pitbull spoke in September 2020 about a COVID-19 pandemic “rehearsal” conducted in 2019 by John Hopkins University and the Bill and Melinda Gates Foundation called Event 201,Maldita.es,2021/03/10 ,Spain,FALSE,https://www.poynter.org/?ifcn_misinformation=american-musician-pitbull-spoke-in-september-2020-about-a-covid-19-pandemic-rehearsal-conducted-in-2019-by-john-hopkins-university-and-the-bill-and-melinda-gates-foundation-called-event-201
"The laboratory in Wuhan is owned by Glaxosmithkline and there are connections to Pfizer, Bill Gates and George Soros.",Correctiv,2021/03/10 ,"Germany, China, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=the-laboratory-in-wuhan-is-owned-by-glaxosmithkline-and-there-are-connections-to-pfizer-bill-gates-and-george-soros
Kennedy Jr. won the anti-vaccination case in the Supreme Court against Gates and medical corporations.,VoxCheck,2021/03/05 ,"Ukraine, United States",FALSE,https://www.poynter.org/?ifcn_misinformation=kennedy-jr-won-the-anti-vaccination-case-in-the-supreme-court-against-gates-and-medical-corporations
Iceland … The first country sent the coronavirus into oblivion. The first country to open completely 100% for tourism without restrictions. This happened yesterday. Millions in one place. They refused to obey the psychopath Gates.,Vistinomer,2021/03/04 ,North Macedonia,FALSE,https://www.poynter.org/?ifcn_misinformation=iceland-the-first-country-sent-the-coronavirus-into-oblivion-the-first-country-to-open-completely-100-for-tourism-without-restrictions-this-happened-yesterday-millions-in-one-place-they-refuse
2 Claims,Myth Detector,2021/03/04 ,"Georgia, Israel",MISLEADING,https://www.poynter.org/?ifcn_misinformation=2-claims-1-first-dose-of-pfizer-vaccine-turned-out-to-be-less-effective-than-expected-in-israel-12400-people-got-infected-after-receiving-the-first-dose-of-pfizer-vaccine-while-69-people-got-infe
Bill Gates wants to depopulate the planet through vaccines.,FactCheck.org,2021/02/25 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-wants-to-depopulate-the-planet-through-vaccines
Homologated masks in France are toxic,AFP,2021/02/25 ,France,FALSE,https://www.poynter.org/?ifcn_misinformation=homologated-masks-in-france-are-toxic
Cover photo of The Sovereign Independient newspaper proves the pandemic was planned by Bill Gates,Colombiacheck,2021/02/24 ,"Colombia, India, United Kingdom, Georgia",FALSE,https://www.poynter.org/?ifcn_misinformation=cover-photo-of-the-sovereign-independient-newspaper-proves-the-pandemic-was-planned-by-bill-gates
Bill Gates said he would never let his children be vaccinated,Re:Check,2021/02/23 ,Latvia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-said-he-would-never-let-his-children-be-vaccinated
Bill Gates wants to “reduce the population of the Earth” using synthetic meat,StopFake.org,2021/02/22 ,Ukraine,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-wants-to-reduce-the-population-of-the-earth-using-synthetic-meat
"The Johns Hopkins Center for Health Security, funded by Bill Gates, has prepared a new pandemic scenario. The Spars Pandemic plan for 2025-2028 will be implemented after the absolute majority of the world’s population will agree to the coronavirus vaccination.",Myth Detector,2021/02/16 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-johns-hopkins-center-for-health-security-funded-by-bill-gates-has-prepared-a-new-pandemic-scenario-the-spars-pandemic-plan-for-2025-2028-will-be-implemented-after-the-absolute-majority-of-the-w
Ireland’s national broadcaster received money and took orders from the Bill and Melinda Gates Foundation,TheJournal.ie,2021/02/14 ,Ireland,FALSE,https://www.poynter.org/?ifcn_misinformation=irelands-national-broadcaster-received-money-and-took-orders-from-the-bill-and-melinda-gates-foundation
Bill Gates plans to insert chips into Russians first,Myth Detector,2021/02/12 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-plans-to-insert-chips-into-russians-first
"The CDC has rented a land area, where millions of “plastic coffins” purchased by this health protection agency have been stored. if they are preparing for the gravest pandemic, it may be linked to what Bill Gates meant when talking about 30 million deaths within six months.",Myth Detector,2021/02/11 ,Georgia,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-has-rented-a-land-area-where-millions-of-plastic-coffins-purchased-by-this-health-protection-agency-have-been-stored-if-they-are-preparing-for-the-gravest-pandemic-it-may
