claim,fact-check agency,time,orginated,label,poynter_url
Bill Gates is plotting to use COVID-19 testing and a future vaccine to track people with microchips.,FactCheck.org,2020/04/09 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-plotting-to-use-covid-19-testing-and-a-future-vaccine-to-track-people-with-microchips
"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",LeadStories,2020/04/08 ,"United States, India",FALSE,https://www.poynter.org/?ifcn_misinformation=india-is-suing-microsoft-founder-bill-gates-because-of-his-vaccine-against-coronavirus-that-killed-77000-girls
"A Facebook user claims Melinda Gates divorced her husband, Bill Gates, for wanting to destroy Africa.",Dubawa,2020/04/08 ,Nigeria,FALSE,https://www.poynter.org/?ifcn_misinformation=a-facebook-user-claims-melinda-gates-divorced-her-husband-bill-gates-for-wanting-to-destroy-africa
Claim saying Bill Gates has said microchips will be mandatory for travelling after COVID-19.,Re:Check,2020/04/06 ,Latvia,FALSE,https://www.poynter.org/?ifcn_misinformation=claim-saying-bill-gates-has-said-microchips-will-be-mandatory-for-travelling-after-covid-19
"A video shows a meeting between American billionnaire Bill Gates and Senegalese president Macky Sall, who agreed to test COVID-19 vaccines in Senegal.",AFP,2020/04/03 ,"Senegal, West Africa",FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-shows-a-meeting-between-american-billionnaire-bill-gates-and-senegalese-president-macky-sall-who-agreed-to-test-covid-19-vaccines-in-senegal
"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.",LeadStories,2020/04/03 ,United States,FALSE,https://www.poynter.org/?ifcn_misinformation=big-pharma-dr-anthony-fauci-and-bill-gates-want-to-ban-hydroxychoroquine
A social media network invites an alleged aid in groceries to supply homes during the mandatory isolation that seeks to mitigate the impact of the COVID-19 pandemic in the country.,Colombiacheck,2020/04/02 ,Colombia,False,https://www.poynter.org/?ifcn_misinformation=a-social-media-network-invites-an-alleged-aid-in-groceries-to-supply-homes-during-the-mandatory-isolation-that-seeks-to-mitigate-the-impact-of-the-covid-19-pandemic-in-the-country
The coronavirus has been “released” by China […] it was purposely propagated by the Chinese themselves.,Science Feedback,2020/04/01 ,United States,No evidence,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-has-been-released-by-china-it-was-purposely-propagated-by-the-chinese-themselves
Bill Gates wrote a letter that says coronavirus has a “spiritual purpose” and is “a great corrector”.,India Today,2020/04/01 ,India,False,https://www.poynter.org/?ifcn_misinformation=bill-gates-wrote-a-letter-that-says-coronavirus-has-a-spiritual-purpose-and-is-a-great-corrector
"A Spanish presenter shows a video from Italian television “from five years ago” in which journalists from the Italian public channel RAI tell about an experiment with a virus. According to the report, the experiment created a coronavirus from bats and mice to investigate the effect of this type of virus on humans.",Colombiacheck,2020/04/01 ,Colombia,Partially false,https://www.poynter.org/?ifcn_misinformation=a-spanish-presenter-shows-a-video-from-italian-television-from-five-years-ago-in-which-journalists-from-the-italian-public-channel-rai-tell-about-an-experiment-with-a-virus-according-to-the-report
"A post shared hundreds of times on Facebook claims that Didier Raoult, a French specialist in infectious diseases, is urging Africans “not to take Bill Gates vaccine” against coronavirus as it contains “poison”.",AFP,2020/03/31 ,"East Africa, Africa, France",False,https://www.poynter.org/?ifcn_misinformation=a-post-shared-hundreds-of-times-on-facebook-claims-that-didier-raoult-a-french-specialist-in-infectious-diseases-is-urging-africans-not-to-take-bill-gates-vaccine-against-coronavir
French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gates’ vaccines.,CheckNews,2020/03/30 ,France,False,https://www.poynter.org/?ifcn_misinformation=french-champion-of-chloroquine-didier-raoult-is-supposed-to-have-said-not-to-use-bill-gates-vaccines
"Several photos of coffins, allegedly, with victims of the coronavirus for which the police are being investigated",Maldita.es,2020/03/29 ,"Spain, Italy",False,https://www.poynter.org/?ifcn_misinformation=several-photos-of-coffins-allegedly-with-victims-of-the-coronavirus-for-which-the-police-are-being-investigated
"Venezuelan YouTuber Ruby Demestoy talked about Event 201, Bill Gates and VIH and SARS conspiracies.",Efecto Cocuyo,2020/03/27 ,"Venezuela, United States, Spain, Italy",False,https://www.poynter.org/?ifcn_misinformation=venezuelan-youtuber-ruby-demestoy-talked-about-event-201-bill-gates-and-vih-and-sars-conspiracies
"French professor Didier Raoult, director of IHU Marseille, told Africans not to take “Bill Gates’ vaccine” against coronavirus because it is “poisonous.”",AFP,2020/03/27 ,"Senegal, Ivory Coast, Cameroon, DR Congo",False,https://www.poynter.org/?ifcn_misinformation=french-professor-didier-raoult-director-of-ihu-marseille-told-africans-not-to-take-bill-gates-vaccine-against-coronavirus-because-it-is-poisonous
